:START_ID,:END_ID,:TYPE,is_gang_crime,weight
GANG-0000,FIR-MGL-2021-00010,COMMITTED,,0.8
VIC-VIC-FIR-MGL-2021-00010-000,FIR-MGL-2021-00010,VICTIM_IN,,1.0
VIC-VIC-FIR-MGL-2021-00010-001,FIR-MGL-2021-00010,VICTIM_IN,,1.0
VIC-VIC-FIR-MGL-2021-00010-002,FIR-MGL-2021-00010,VICTIM_IN,,1.0
FIR-DVG-2021-00012,STN-KA-DVG-0001,REGISTERED_AT,,1.0
FIR-DVG-2021-00012,OFF-0001703,INVESTIGATED_BY,,1.0
CRM-0000235,FIR-DVG-2021-00012,COMMITTED,True,0.9
VEH-00000978,FIR-DVG-2021-00012,USED_VEHICLE_IN,,0.85
PHN-00002448,FIR-DVG-2021-00012,PHONE_LINKED_TO,,0.75
GANG-0001,FIR-DVG-2021-00012,COMMITTED,,0.8
VIC-VIC-FIR-DVG-2021-00012-000,FIR-DVG-2021-00012,VICTIM_IN,,1.0
VIC-VIC-FIR-DVG-2021-00012-001,FIR-DVG-2021-00012,VICTIM_IN,,1.0
FIR-HBL-2021-00008,STN-KA-HBL-0024,REGISTERED_AT,,1.0
FIR-HBL-2021-00008,OFF-0001218,INVESTIGATED_BY,,1.0
VIC-VIC-FIR-HBL-2021-00008-000,FIR-HBL-2021-00008,VICTIM_IN,,1.0
VIC-VIC-FIR-HBL-2021-00008-001,FIR-HBL-2021-00008,VICTIM_IN,,1.0
VIC-VIC-FIR-HBL-2021-00008-002,FIR-HBL-2021-00008,VICTIM_IN,,1.0
VIC-VIC-FIR-HBL-2021-00008-003,FIR-HBL-2021-00008,VICTIM_IN,,1.0
FIR-MGL-2021-00011,STN-KA-MGL-0006,REGISTERED_AT,,1.0
CRM-0000074,FIR-MGL-2021-00011,COMMITTED,True,0.9
PHN-00001669,FIR-MGL-2021-00011,PHONE_LINKED_TO,,0.75
GANG-0000,FIR-MGL-2021-00011,COMMITTED,,0.8
VIC-VIC-FIR-MGL-2021-00011-000,FIR-MGL-2021-00011,VICTIM_IN,,1.0
VIC-VIC-FIR-MGL-2021-00011-001,FIR-MGL-2021-00011,VICTIM_IN,,1.0
VIC-VIC-FIR-MGL-2021-00011-002,FIR-MGL-2021-00011,VICTIM_IN,,1.0
FIR-DVG-2021-00013,STN-KA-DVG-0011,REGISTERED_AT,,1.0
CRM-0000235,FIR-DVG-2021-00013,COMMITTED,True,0.9
VEH-00000978,FIR-DVG-2021-00013,USED_VEHICLE_IN,,0.85
PHN-00002448,FIR-DVG-2021-00013,PHONE_LINKED_TO,,0.75
GANG-0001,FIR-DVG-2021-00013,COMMITTED,,0.8
VIC-VIC-FIR-DVG-2021-00013-000,FIR-DVG-2021-00013,VICTIM_IN,,1.0
VIC-VIC-FIR-DVG-2021-00013-001,FIR-DVG-2021-00013,VICTIM_IN,,1.0
VIC-VIC-FIR-DVG-2021-00013-002,FIR-DVG-2021-00013,VICTIM_IN,,1.0
FIR-BLR-2021-00049,STN-KA-BLR-0001,REGISTERED_AT,,1.0
CRM-0000146,FIR-BLR-2021-00049,COMMITTED,False,0.9
VIC-VIC-FIR-BLR-2021-00049-000,FIR-BLR-2021-00049,VICTIM_IN,,1.0
FIR-DVG-2021-00014,STN-KA-DVG-0000,REGISTERED_AT,,1.0
FIR-DVG-2021-00014,OFF-0001698,INVESTIGATED_BY,,1.0
CRM-0000235,FIR-DVG-2021-00014,COMMITTED,True,0.9
VEH-00000978,FIR-DVG-2021-00014,USED_VEHICLE_IN,,0.85
PHN-00002448,FIR-DVG-2021-00014,PHONE_LINKED_TO,,0.75
GANG-0001,FIR-DVG-2021-00014,COMMITTED,,0.8
VIC-VIC-FIR-DVG-2021-00014-000,FIR-DVG-2021-00014,VICTIM_IN,,1.0
FIR-MGL-2021-00012,STN-KA-MGL-0024,REGISTERED_AT,,1.0
FIR-MGL-2021-00012,OFF-0001020,INVESTIGATED_BY,,1.0
CRM-0000020,FIR-MGL-2021-00012,COMMITTED,False,0.9
VEH-00000466,FIR-MGL-2021-00012,USED_VEHICLE_IN,,0.85
PHN-00001194,FIR-MGL-2021-00012,PHONE_LINKED_TO,,0.75
VIC-VIC-FIR-MGL-2021-00012-000,FIR-MGL-2021-00012,VICTIM_IN,,1.0
VIC-VIC-FIR-MGL-2021-00012-001,FIR-MGL-2021-00012,VICTIM_IN,,1.0
VIC-VIC-FIR-MGL-2021-00012-002,FIR-MGL-2021-00012,VICTIM_IN,,1.0
FIR-UDR-2021-00019,STN-KA-UDR-0019,REGISTERED_AT,,1.0
FIR-UDR-2021-00019,OFF-0002581,INVESTIGATED_BY,,1.0
CRM-0000234,FIR-UDR-2021-00019,COMMITTED,True,0.9
CRM-0000074,FIR-UDR-2021-00019,ACCOMPLICE_IN,,0.8
PHN-00002519,FIR-UDR-2021-00019,PHONE_LINKED_TO,,0.75
GANG-0000,FIR-UDR-2021-00019,COMMITTED,,0.8
VIC-VIC-FIR-UDR-2021-00019-000,FIR-UDR-2021-00019,VICTIM_IN,,1.0
VIC-VIC-FIR-UDR-2021-00019-001,FIR-UDR-2021-00019,VICTIM_IN,,1.0
VIC-VIC-FIR-UDR-2021-00019-002,FIR-UDR-2021-00019,VICTIM_IN,,1.0
VIC-VIC-FIR-UDR-2021-00019-003,FIR-UDR-2021-00019,VICTIM_IN,,1.0
VIC-VIC-FIR-UDR-2021-00019-004,FIR-UDR-2021-00019,VICTIM_IN,,1.0
FIR-DVG-2021-00015,STN-KA-DVG-0006,REGISTERED_AT,,1.0
FIR-DVG-2021-00015,OFF-0001728,INVESTIGATED_BY,,1.0
CRM-0000235,FIR-DVG-2021-00015,COMMITTED,True,0.9
VEH-00000978,FIR-DVG-2021-00015,USED_VEHICLE_IN,,0.85
PHN-00002448,FIR-DVG-2021-00015,PHONE_LINKED_TO,,0.75
GANG-0001,FIR-DVG-2021-00015,COMMITTED,,0.8
VIC-VIC-FIR-DVG-2021-00015-000,FIR-DVG-2021-00015,VICTIM_IN,,1.0
VIC-VIC-FIR-DVG-2021-00015-001,FIR-DVG-2021-00015,VICTIM_IN,,1.0
VIC-VIC-FIR-DVG-2021-00015-002,FIR-DVG-2021-00015,VICTIM_IN,,1.0
FIR-BLG-2021-00007,STN-KA-BLG-0029,REGISTERED_AT,,1.0
FIR-BLG-2021-00007,OFF-0001439,INVESTIGATED_BY,,1.0
VIC-VIC-FIR-BLG-2021-00007-000,FIR-BLG-2021-00007,VICTIM_IN,,1.0
VIC-VIC-FIR-BLG-2021-00007-001,FIR-BLG-2021-00007,VICTIM_IN,,1.0
VIC-VIC-FIR-BLG-2021-00007-002,FIR-BLG-2021-00007,VICTIM_IN,,1.0
FIR-KLP-2021-00026,STN-KA-KLP-0029,REGISTERED_AT,,1.0
FIR-KLP-2021-00026,OFF-0001689,INVESTIGATED_BY,,1.0
VIC-VIC-FIR-KLP-2021-00026-000,FIR-KLP-2021-00026,VICTIM_IN,,1.0
VIC-VIC-FIR-KLP-2021-00026-001,FIR-KLP-2021-00026,VICTIM_IN,,1.0
VIC-VIC-FIR-KLP-2021-00026-002,FIR-KLP-2021-00026,VICTIM_IN,,1.0
VIC-VIC-FIR-KLP-2021-00026-003,FIR-KLP-2021-00026,VICTIM_IN,,1.0
VIC-VIC-FIR-KLP-2021-00026-004,FIR-KLP-2021-00026,VICTIM_IN,,1.0
FIR-MGL-2021-00013,STN-KA-MGL-0019,REGISTERED_AT,,1.0
FIR-MGL-2021-00013,OFF-0000973,INVESTIGATED_BY,,1.0
CRM-0000074,FIR-MGL-2021-00013,COMMITTED,True,0.9
PHN-00001669,FIR-MGL-2021-00013,PHONE_LINKED_TO,,0.75
GANG-0000,FIR-MGL-2021-00013,COMMITTED,,0.8
VIC-VIC-FIR-MGL-2021-00013-000,FIR-MGL-2021-00013,VICTIM_IN,,1.0
FIR-DVG-2021-00016,STN-KA-DVG-0010,REGISTERED_AT,,1.0
FIR-DVG-2021-00016,OFF-0001746,INVESTIGATED_BY,,1.0
CRM-0000235,FIR-DVG-2021-00016,COMMITTED,True,0.9
VEH-00000978,FIR-DVG-2021-00016,USED_VEHICLE_IN,,0.85
PHN-00002448,FIR-DVG-2021-00016,PHONE_LINKED_TO,,0.75
GANG-0001,FIR-DVG-2021-00016,COMMITTED,,0.8
VIC-VIC-FIR-DVG-2021-00016-000,FIR-DVG-2021-00016,VICTIM_IN,,1.0
VIC-VIC-FIR-DVG-2021-00016-001,FIR-DVG-2021-00016,VICTIM_IN,,1.0
VIC-VIC-FIR-DVG-2021-00016-002,FIR-DVG-2021-00016,VICTIM_IN,,1.0
FIR-HVR-2021-00001,STN-KA-HVR-0008,REGISTERED_AT,,1.0
FIR-HVR-2021-00001,OFF-0003118,INVESTIGATED_BY,,1.0
CRM-0000138,FIR-HVR-2021-00001,COMMITTED,False,0.9
VEH-00000815,FIR-HVR-2021-00001,USED_VEHICLE_IN,,0.85
PHN-00002077,FIR-HVR-2021-00001,PHONE_LINKED_TO,,0.75
VIC-VIC-FIR-HVR-2021-00001-000,FIR-HVR-2021-00001,VICTIM_IN,,1.0
VIC-VIC-FIR-HVR-2021-00001-001,FIR-HVR-2021-00001,VICTIM_IN,,1.0
VIC-VIC-FIR-HVR-2021-00001-002,FIR-HVR-2021-00001,VICTIM_IN,,1.0
FIR-MGL-2021-00014,STN-KA-MGL-0016,REGISTERED_AT,,1.0
FIR-MGL-2021-00014,OFF-0000956,INVESTIGATED_BY,,1.0
CRM-0000074,FIR-MGL-2021-00014,COMMITTED,True,0.9
PHN-00001669,FIR-MGL-2021-00014,PHONE_LINKED_TO,,0.75
GANG-0000,FIR-MGL-2021-00014,COMMITTED,,0.8
VIC-VIC-FIR-MGL-2021-00014-000,FIR-MGL-2021-00014,VICTIM_IN,,1.0
VIC-VIC-FIR-MGL-2021-00014-001,FIR-MGL-2021-00014,VICTIM_IN,,1.0
FIR-DVG-2021-00017,STN-KA-DVG-0001,REGISTERED_AT,,1.0
FIR-DVG-2021-00017,OFF-0001703,INVESTIGATED_BY,,1.0
CRM-0000235,FIR-DVG-2021-00017,COMMITTED,True,0.9
VEH-00000978,FIR-DVG-2021-00017,USED_VEHICLE_IN,,0.85
PHN-00002448,FIR-DVG-2021-00017,PHONE_LINKED_TO,,0.75
GANG-0001,FIR-DVG-2021-00017,COMMITTED,,0.8
VIC-VIC-FIR-DVG-2021-00017-000,FIR-DVG-2021-00017,VICTIM_IN,,1.0
VIC-VIC-FIR-DVG-2021-00017-001,FIR-DVG-2021-00017,VICTIM_IN,,1.0
VIC-VIC-FIR-DVG-2021-00017-002,FIR-DVG-2021-00017,VICTIM_IN,,1.0
FIR-BLG-2021-00008,STN-KA-BLG-0010,REGISTERED_AT,,1.0
FIR-BLG-2021-00008,OFF-0001319,INVESTIGATED_BY,,1.0
CRM-0000052,FIR-BLG-2021-00008,COMMITTED,True,0.9
CRM-0000006,FIR-BLG-2021-00008,ACCOMPLICE_IN,,0.8
CRM-0000014,FIR-BLG-2021-00008,ACCOMPLICE_IN,,0.8
PHN-00003775,FIR-BLG-2021-00008,PHONE_LINKED_TO,,0.75
GANG-0003,FIR-BLG-2021-00008,COMMITTED,,0.8
VIC-VIC-FIR-BLG-2021-00008-000,FIR-BLG-2021-00008,VICTIM_IN,,1.0
FIR-DVG-2021-00018,STN-KA-DVG-0014,REGISTERED_AT,,1.0
FIR-DVG-2021-00018,OFF-0001763,INVESTIGATED_BY,,1.0
CRM-0000235,FIR-DVG-2021-00018,COMMITTED,True,0.9
VEH-00000978,FIR-DVG-2021-00018,USED_VEHICLE_IN,,0.85
PHN-00002448,FIR-DVG-2021-00018,PHONE_LINKED_TO,,0.75
GANG-0001,FIR-DVG-2021-00018,COMMITTED,,0.8
VIC-VIC-FIR-DVG-2021-00018-000,FIR-DVG-2021-00018,VICTIM_IN,,1.0
FIR-HBL-2021-00009,STN-KA-HBL-0018,REGISTERED_AT,,1.0
FIR-HBL-2021-00009,OFF-0001191,INVESTIGATED_BY,,1.0
VIC-VIC-FIR-HBL-2021-00009-000,FIR-HBL-2021-00009,VICTIM_IN,,1.0
VIC-VIC-FIR-HBL-2021-00009-001,FIR-HBL-2021-00009,VICTIM_IN,,1.0
VIC-VIC-FIR-HBL-2021-00009-002,FIR-HBL-2021-00009,VICTIM_IN,,1.0
FIR-BDR-2021-00001,STN-KA-BDR-0017,REGISTERED_AT,,1.0
FIR-BDR-2021-00001,OFF-0002130,INVESTIGATED_BY,,1.0
VIC-VIC-FIR-BDR-2021-00001-000,FIR-BDR-2021-00001,VICTIM_IN,,1.0
VIC-VIC-FIR-BDR-2021-00001-001,FIR-BDR-2021-00001,VICTIM_IN,,1.0
VIC-VIC-FIR-BDR-2021-00001-002,FIR-BDR-2021-00001,VICTIM_IN,,1.0
VIC-VIC-FIR-BDR-2021-00001-003,FIR-BDR-2021-00001,VICTIM_IN,,1.0
VIC-VIC-FIR-BDR-2021-00001-004,FIR-BDR-2021-00001,VICTIM_IN,,1.0
FIR-DVG-2021-00019,STN-KA-DVG-0014,REGISTERED_AT,,1.0
FIR-DVG-2021-00019,OFF-0001764,INVESTIGATED_BY,,1.0
CRM-0000235,FIR-DVG-2021-00019,COMMITTED,True,0.9
VEH-00000978,FIR-DVG-2021-00019,USED_VEHICLE_IN,,0.85
PHN-00002448,FIR-DVG-2021-00019,PHONE_LINKED_TO,,0.75
GANG-0001,FIR-DVG-2021-00019,COMMITTED,,0.8
VIC-VIC-FIR-DVG-2021-00019-000,FIR-DVG-2021-00019,VICTIM_IN,,1.0
VIC-VIC-FIR-DVG-2021-00019-001,FIR-DVG-2021-00019,VICTIM_IN,,1.0
FIR-BLRR-2021-00025,STN-KA-BLR-R-0011,REGISTERED_AT,,1.0
FIR-BLRR-2021-00025,OFF-0000626,INVESTIGATED_BY,,1.0
CRM-0000150,FIR-BLRR-2021-00025,COMMITTED,False,0.9
VEH-00001564,FIR-BLRR-2021-00025,USED_VEHICLE_IN,,0.85
VIC-VIC-FIR-BLRR-2021-00025-000,FIR-BLRR-2021-00025,VICTIM_IN,,1.0
VIC-VIC-FIR-BLRR-2021-00025-001,FIR-BLRR-2021-00025,VICTIM_IN,,1.0
FIR-SHV-2021-00003,STN-KA-SHV-0011,REGISTERED_AT,,1.0
FIR-SHV-2021-00003,OFF-0001834,INVESTIGATED_BY,,1.0
VIC-VIC-FIR-SHV-2021-00003-000,FIR-SHV-2021-00003,VICTIM_IN,,1.0
VIC-VIC-FIR-SHV-2021-00003-001,FIR-SHV-2021-00003,VICTIM_IN,,1.0
VIC-VIC-FIR-SHV-2021-00003-002,FIR-SHV-2021-00003,VICTIM_IN,,1.0
FIR-DVG-2021-00020,STN-KA-DVG-0004,REGISTERED_AT,,1.0
CRM-0000235,FIR-DVG-2021-00020,COMMITTED,True,0.9
VEH-00000978,FIR-DVG-2021-00020,USED_VEHICLE_IN,,0.85
PHN-00002448,FIR-DVG-2021-00020,PHONE_LINKED_TO,,0.75
GANG-0001,FIR-DVG-2021-00020,COMMITTED,,0.8
VIC-VIC-FIR-DVG-2021-00020-000,FIR-DVG-2021-00020,VICTIM_IN,,1.0
VIC-VIC-FIR-DVG-2021-00020-001,FIR-DVG-2021-00020,VICTIM_IN,,1.0
VIC-VIC-FIR-DVG-2021-00020-002,FIR-DVG-2021-00020,VICTIM_IN,,1.0
FIR-HSN-2021-00002,STN-KA-HSN-0012,REGISTERED_AT,,1.0
FIR-HSN-2021-00002,OFF-0002335,INVESTIGATED_BY,,1.0
CRM-0000070,FIR-HSN-2021-00002,COMMITTED,False,0.9
PHN-00003234,FIR-HSN-2021-00002,PHONE_LINKED_TO,,0.75
VIC-VIC-FIR-HSN-2021-00002-000,FIR-HSN-2021-00002,VICTIM_IN,,1.0
VIC-VIC-FIR-HSN-2021-00002-001,FIR-HSN-2021-00002,VICTIM_IN,,1.0
VIC-VIC-FIR-HSN-2021-00002-002,FIR-HSN-2021-00002,VICTIM_IN,,1.0
VIC-VIC-FIR-HSN-2021-00002-003,FIR-HSN-2021-00002,VICTIM_IN,,1.0
FIR-RBG-2021-00030,STN-KA-RBG-0012,REGISTERED_AT,,1.0
FIR-RBG-2021-00030,OFF-0003677,INVESTIGATED_BY,,1.0
VIC-VIC-FIR-RBG-2021-00030-000,FIR-RBG-2021-00030,VICTIM_IN,,1.0
VIC-VIC-FIR-RBG-2021-00030-001,FIR-RBG-2021-00030,VICTIM_IN,,1.0
FIR-DVG-2021-00021,STN-KA-DVG-0009,REGISTERED_AT,,1.0
FIR-DVG-2021-00021,OFF-0001743,INVESTIGATED_BY,,1.0
CRM-0000235,FIR-DVG-2021-00021,COMMITTED,True,0.9
VEH-00000978,FIR-DVG-2021-00021,USED_VEHICLE_IN,,0.85
PHN-00002448,FIR-DVG-2021-00021,PHONE_LINKED_TO,,0.75
GANG-0001,FIR-DVG-2021-00021,COMMITTED,,0.8
VIC-VIC-FIR-DVG-2021-00021-000,FIR-DVG-2021-00021,VICTIM_IN,,1.0
VIC-VIC-FIR-DVG-2021-00021-001,FIR-DVG-2021-00021,VICTIM_IN,,1.0
VIC-VIC-FIR-DVG-2021-00021-002,FIR-DVG-2021-00021,VICTIM_IN,,1.0
FIR-MYS-2021-00003,STN-KA-MYS-0018,REGISTERED_AT,,1.0
CRM-0000074,FIR-MYS-2021-00003,COMMITTED,True,0.9
PHN-00001669,FIR-MYS-2021-00003,PHONE_LINKED_TO,,0.75
GANG-0000,FIR-MYS-2021-00003,COMMITTED,,0.8
VIC-VIC-FIR-MYS-2021-00003-000,FIR-MYS-2021-00003,VICTIM_IN,,1.0
VIC-VIC-FIR-MYS-2021-00003-001,FIR-MYS-2021-00003,VICTIM_IN,,1.0
VIC-VIC-FIR-MYS-2021-00003-002,FIR-MYS-2021-00003,VICTIM_IN,,1.0
FIR-KLP-2021-00027,STN-KA-KLP-0007,REGISTERED_AT,,1.0
FIR-KLP-2021-00027,OFF-0001499,INVESTIGATED_BY,,1.0
CRM-0000240,FIR-KLP-2021-00027,COMMITTED,False,0.9
PHN-00004132,FIR-KLP-2021-00027,PHONE_LINKED_TO,,0.75
VIC-VIC-FIR-KLP-2021-00027-000,FIR-KLP-2021-00027,VICTIM_IN,,1.0
VIC-VIC-FIR-KLP-2021-00027-001,FIR-KLP-2021-00027,VICTIM_IN,,1.0
VIC-VIC-FIR-KLP-2021-00027-002,FIR-KLP-2021-00027,VICTIM_IN,,1.0
VIC-VIC-FIR-KLP-2021-00027-003,FIR-KLP-2021-00027,VICTIM_IN,,1.0
FIR-MYS-2021-00004,STN-KA-MYS-0022,REGISTERED_AT,,1.0
FIR-MYS-2021-00004,OFF-0000776,INVESTIGATED_BY,,1.0
CRM-0000074,FIR-MYS-2021-00004,COMMITTED,True,0.9
PHN-00001669,FIR-MYS-2021-00004,PHONE_LINKED_TO,,0.75
GANG-0000,FIR-MYS-2021-00004,COMMITTED,,0.8
VIC-VIC-FIR-MYS-2021-00004-000,FIR-MYS-2021-00004,VICTIM_IN,,1.0
VIC-VIC-FIR-MYS-2021-00004-001,FIR-MYS-2021-00004,VICTIM_IN,,1.0
FIR-UDR-2021-00020,STN-KA-UDR-0024,REGISTERED_AT,,1.0
CRM-0000191,FIR-UDR-2021-00020,COMMITTED,True,0.9
PHN-00002862,FIR-UDR-2021-00020,PHONE_LINKED_TO,,0.75
GANG-0003,FIR-UDR-2021-00020,COMMITTED,,0.8
VIC-VIC-FIR-UDR-2021-00020-000,FIR-UDR-2021-00020,VICTIM_IN,,1.0
VIC-VIC-FIR-UDR-2021-00020-001,FIR-UDR-2021-00020,VICTIM_IN,,1.0
VIC-VIC-FIR-UDR-2021-00020-002,FIR-UDR-2021-00020,VICTIM_IN,,1.0
FIR-KLP-2021-00028,STN-KA-KLP-0008,REGISTERED_AT,,1.0
FIR-KLP-2021-00028,OFF-0001504,INVESTIGATED_BY,,1.0
VIC-VIC-FIR-KLP-2021-00028-000,FIR-KLP-2021-00028,VICTIM_IN,,1.0
VIC-VIC-FIR-KLP-2021-00028-001,FIR-KLP-2021-00028,VICTIM_IN,,1.0
FIR-MYS-2021-00005,STN-KA-MYS-0020,REGISTERED_AT,,1.0
FIR-MYS-2021-00005,OFF-0000769,INVESTIGATED_BY,,1.0
CRM-0000074,FIR-MYS-2021-00005,COMMITTED,True,0.9
PHN-00004083,FIR-MYS-2021-00005,PHONE_LINKED_TO,,0.75
GANG-0000,FIR-MYS-2021-00005,COMMITTED,,0.8
VIC-VIC-FIR-MYS-2021-00005-000,FIR-MYS-2021-00005,VICTIM_IN,,1.0
VIC-VIC-FIR-MYS-2021-00005-001,FIR-MYS-2021-00005,VICTIM_IN,,1.0
FIR-MGL-2021-00015,STN-KA-MGL-0007,REGISTERED_AT,,1.0
FIR-MGL-2021-00015,OFF-0000882,INVESTIGATED_BY,,1.0
CRM-0000054,FIR-MGL-2021-00015,COMMITTED,False,0.9
VIC-VIC-FIR-MGL-2021-00015-000,FIR-MGL-2021-00015,VICTIM_IN,,1.0
VIC-VIC-FIR-MGL-2021-00015-001,FIR-MGL-2021-00015,VICTIM_IN,,1.0
FIR-TKR-2021-00003,STN-KA-TKR-0000,REGISTERED_AT,,1.0
FIR-TKR-2021-00003,OFF-0001871,INVESTIGATED_BY,,1.0
VIC-VIC-FIR-TKR-2021-00003-000,FIR-TKR-2021-00003,VICTIM_IN,,1.0
VIC-VIC-FIR-TKR-2021-00003-001,FIR-TKR-2021-00003,VICTIM_IN,,1.0
VIC-VIC-FIR-TKR-2021-00003-002,FIR-TKR-2021-00003,VICTIM_IN,,1.0
FIR-MYS-2021-00006,STN-KA-MYS-0006,REGISTERED_AT,,1.0
FIR-MYS-2021-00006,OFF-0000686,INVESTIGATED_BY,,1.0
CRM-0000074,FIR-MYS-2021-00006,COMMITTED,True,0.9
PHN-00001669,FIR-MYS-2021-00006,PHONE_LINKED_TO,,0.75
GANG-0000,FIR-MYS-2021-00006,COMMITTED,,0.8
VIC-VIC-FIR-MYS-2021-00006-000,FIR-MYS-2021-00006,VICTIM_IN,,1.0
VIC-VIC-FIR-MYS-2021-00006-001,FIR-MYS-2021-00006,VICTIM_IN,,1.0
FIR-UDR-2021-00021,STN-KA-UDR-0009,REGISTERED_AT,,1.0
FIR-UDR-2021-00021,OFF-0002499,INVESTIGATED_BY,,1.0
CRM-0000118,FIR-UDR-2021-00021,COMMITTED,True,0.9
CRM-0000074,FIR-UDR-2021-00021,ACCOMPLICE_IN,,0.8
CRM-0000127,FIR-UDR-2021-00021,ACCOMPLICE_IN,,0.8
CRM-0000234,FIR-UDR-2021-00021,ACCOMPLICE_IN,,0.8
CRM-0000141,FIR-UDR-2021-00021,ACCOMPLICE_IN,,0.8
PHN-00000135,FIR-UDR-2021-00021,PHONE_LINKED_TO,,0.75
GANG-0000,FIR-UDR-2021-00021,COMMITTED,,0.8
VIC-VIC-FIR-UDR-2021-00021-000,FIR-UDR-2021-00021,VICTIM_IN,,1.0
VIC-VIC-FIR-UDR-2021-00021-001,FIR-UDR-2021-00021,VICTIM_IN,,1.0
VIC-VIC-FIR-UDR-2021-00021-002,FIR-UDR-2021-00021,VICTIM_IN,,1.0
FIR-RCR-2021-00002,STN-KA-RCR-0005,REGISTERED_AT,,1.0
FIR-RCR-2021-00002,OFF-0001979,INVESTIGATED_BY,,1.0
CRM-0000155,FIR-RCR-2021-00002,COMMITTED,False,0.9
VIC-VIC-FIR-RCR-2021-00002-000,FIR-RCR-2021-00002,VICTIM_IN,,1.0
VIC-VIC-FIR-RCR-2021-00002-001,FIR-RCR-2021-00002,VICTIM_IN,,1.0
FIR-MYS-2021-00007,STN-KA-MYS-0016,REGISTERED_AT,,1.0
FIR-MYS-2021-00007,OFF-0000748,INVESTIGATED_BY,,1.0
CRM-0000074,FIR-MYS-2021-00007,COMMITTED,True,0.9
PHN-00001669,FIR-MYS-2021-00007,PHONE_LINKED_TO,,0.75
GANG-0000,FIR-MYS-2021-00007,COMMITTED,,0.8
VIC-VIC-FIR-MYS-2021-00007-000,FIR-MYS-2021-00007,VICTIM_IN,,1.0
FIR-HBL-2021-00010,STN-KA-HBL-0019,REGISTERED_AT,,1.0
FIR-HBL-2021-00010,OFF-0001197,INVESTIGATED_BY,,1.0
CRM-0000026,FIR-HBL-2021-00010,COMMITTED,False,0.9
PHN-00003522,FIR-HBL-2021-00010,PHONE_LINKED_TO,,0.75
VIC-VIC-FIR-HBL-2021-00010-000,FIR-HBL-2021-00010,VICTIM_IN,,1.0
FIR-BLR2-2021-00010,STN-KA-BLR2-0024,REGISTERED_AT,,1.0
FIR-BLR2-2021-00010,OFF-0003534,INVESTIGATED_BY,,1.0
CRM-0000146,FIR-BLR2-2021-00010,COMMITTED,False,0.9
VIC-VIC-FIR-BLR2-2021-00010-000,FIR-BLR2-2021-00010,VICTIM_IN,,1.0
VIC-VIC-FIR-BLR2-2021-00010-001,FIR-BLR2-2021-00010,VICTIM_IN,,1.0
FIR-MYS-2021-00008,STN-KA-MYS-0015,REGISTERED_AT,,1.0
FIR-MYS-2021-00008,OFF-0000742,INVESTIGATED_BY,,1.0
CRM-0000074,FIR-MYS-2021-00008,COMMITTED,True,0.9
PHN-00004083,FIR-MYS-2021-00008,PHONE_LINKED_TO,,0.75
GANG-0000,FIR-MYS-2021-00008,COMMITTED,,0.8
VIC-VIC-FIR-MYS-2021-00008-000,FIR-MYS-2021-00008,VICTIM_IN,,1.0
FIR-BLR-2021-00050,STN-KA-BLR-0004,REGISTERED_AT,,1.0
FIR-BLR-2021-00050,OFF-0000043,INVESTIGATED_BY,,1.0
CRM-0000006,FIR-BLR-2021-00050,COMMITTED,True,0.9
PHN-00003689,FIR-BLR-2021-00050,PHONE_LINKED_TO,,0.75
GANG-0003,FIR-BLR-2021-00050,COMMITTED,,0.8
VIC-VIC-FIR-BLR-2021-00050-000,FIR-BLR-2021-00050,VICTIM_IN,,1.0
VIC-VIC-FIR-BLR-2021-00050-001,FIR-BLR-2021-00050,VICTIM_IN,,1.0
FIR-MYS-2021-00009,STN-KA-MYS-0015,REGISTERED_AT,,1.0
FIR-MYS-2021-00009,OFF-0000744,INVESTIGATED_BY,,1.0
CRM-0000074,FIR-MYS-2021-00009,COMMITTED,True,0.9
PHN-00004083,FIR-MYS-2021-00009,PHONE_LINKED_TO,,0.75
GANG-0000,FIR-MYS-2021-00009,COMMITTED,,0.8
VIC-VIC-FIR-MYS-2021-00009-000,FIR-MYS-2021-00009,VICTIM_IN,,1.0
VIC-VIC-FIR-MYS-2021-00009-001,FIR-MYS-2021-00009,VICTIM_IN,,1.0
VIC-VIC-FIR-MYS-2021-00009-002,FIR-MYS-2021-00009,VICTIM_IN,,1.0
FIR-BLR-2021-00051,STN-KA-BLR-0057,REGISTERED_AT,,1.0
CRM-0000006,FIR-BLR-2021-00051,COMMITTED,True,0.9
PHN-00003689,FIR-BLR-2021-00051,PHONE_LINKED_TO,,0.75
GANG-0003,FIR-BLR-2021-00051,COMMITTED,,0.8
VIC-VIC-FIR-BLR-2021-00051-000,FIR-BLR-2021-00051,VICTIM_IN,,1.0
FIR-CTV-2021-00001,STN-KA-CTV-0006,REGISTERED_AT,,1.0
FIR-CTV-2021-00001,OFF-0003329,INVESTIGATED_BY,,1.0
CRM-0000180,FIR-CTV-2021-00001,COMMITTED,True,0.9
PHN-00001399,FIR-CTV-2021-00001,PHONE_LINKED_TO,,0.75
GANG-0002,FIR-CTV-2021-00001,COMMITTED,,0.8
VIC-VIC-FIR-CTV-2021-00001-000,FIR-CTV-2021-00001,VICTIM_IN,,1.0
VIC-VIC-FIR-CTV-2021-00001-001,FIR-CTV-2021-00001,VICTIM_IN,,1.0
VIC-VIC-FIR-CTV-2021-00001-002,FIR-CTV-2021-00001,VICTIM_IN,,1.0
