:ID,:LABEL,crime_type,district_id,estimated_loss,fir_number,lat,lng,occurred_date,severity,status
FIR-BLR-2021-00050,FIR,THEFT,KA-BLR,47138.74,KA/BLR/2021/00050,13.228101,77.759419,2021-03-17,2,Charge Sheet Filed
FIR-HBL-2021-00012,FIR,CHAIN,KA-HBL,107382.45,KA/HBL/2021/00012,15.290737,75.21255,2021-03-17,3,Under Investigation
FIR-HBL-2021-00013,FIR,CYBER,KA-HBL,1014701.51,KA/HBL/2021/00013,15.057805,75.351236,2021-03-18,3,Under Investigation
FIR-BLR-2021-00051,FIR,ARSON,KA-BLR,131980.46,KA/BLR/2021/00051,13.0030693461864,77.60175381195232,2021-03-18,4,Charge Sheet Filed
FIR-BLR2-2021-00014,FIR,DRUNK_DRV,KA-BLR2,3188.51,KA/BLR2/2021/00014,15.556378,77.040765,2021-03-18,2,Withdrawn
FIR-RCR-2021-00002,FIR,NARCOTICS,KA-RCR,6582504.08,KA/RCR/2021/00002,16.142205,77.505249,2021-03-19,4,Under Investigation
FIR-MYS-2021-00011,FIR,KIDNAP,KA-MYS,837320.43,KA/MYS/2021/00011,12.421528,76.475307,2021-03-19,5,Under Investigation
FIR-MYS-2021-00012,FIR,CHAIN,KA-MYS,142684.52,KA/MYS/2021/00012,12.145645,76.76567,2021-03-19,3,Closed (Undetected)
FIR-BLR-2021-00052,FIR,THEFT,KA-BLR,1857.87,KA/BLR/2021/00052,12.971105,77.683751,2021-03-20,2,Transferred
FIR-BLR-2021-00053,FIR,POSSESS,KA-BLR,82792.3,KA/BLR/2021/00053,13.088177,77.542156,2021-03-20,3,Charge Sheet Filed
FIR-KLR-2021-00003,FIR,ASSAULT,KA-KLR,11657.71,KA/KLR/2021/00003,13.238543,78.316814,2021-03-20,3,Under Investigation
FIR-BLR-2021-00054,FIR,ATTEMPT_M,KA-BLR,0.0,KA/BLR/2021/00054,13.035682,77.672673,2021-03-21,5,Final Report
FIR-MGL-2021-00015,FIR,PICK,KA-MGL,2132.82,KA/MGL/2021/00015,12.978416,75.120415,2021-03-21,1,Charge Sheet Filed
FIR-SHV-2021-00004,FIR,FRAUD,KA-SHV,3240476.55,KA/SHV/2021/00004,13.566322,75.069178,2021-03-21,3,Charge Sheet Filed
FIR-MGL-2021-00016,FIR,THEFT,KA-MGL,42296.48,KA/MGL/2021/00016,12.419992,75.19876,2021-03-22,2,Charge Sheet Filed
FIR-BLR-2021-00055,FIR,ROBBERY,KA-BLR,158937.59,KA/BLR/2021/00055,12.927551,77.731589,2021-03-22,4,Closed (Undetected)
FIR-KLP-2021-00020,FIR,ASSAULT,KA-KLP,15348.02,KA/KLP/2021/00020,17.5947,77.39285,2021-03-22,3,Under Investigation
FIR-MYS-2021-00013,FIR,VEH_THEFT,KA-MYS,208746.74,KA/MYS/2021/00013,12.120435114638061,76.41594933921603,2021-03-23,2,Under Investigation
FIR-BLR-2021-00056,FIR,ASSAULT,KA-BLR,17822.46,KA/BLR/2021/00056,13.058423,77.629095,2021-03-23,3,Transferred
FIR-BLR-2021-00057,FIR,VEH_THEFT,KA-BLR,144785.63,KA/BLR/2021/00057,12.944917,77.805481,2021-03-23,2,Under Investigation
FIR-CTV-2021-00001,FIR,THEFT,KA-CTV,11918.12,KA/CTV/2021/00001,14.267975,77.035084,2021-03-24,2,Final Report
FIR-BLR-2021-00058,FIR,ROBBERY,KA-BLR,80799.46,KA/BLR/2021/00058,12.837688,77.568341,2021-03-24,4,Charge Sheet Filed
FIR-RBG-2021-00013,FIR,DRUNK_DRV,KA-RBG,1273.54,KA/RBG/2021/00013,15.453359,74.9677,2021-03-24,2,Under Investigation
FIR-RBG-2021-00014,FIR,ARSON,KA-RBG,793904.34,KA/RBG/2021/00014,15.502205,75.232393,2021-03-25,4,Charge Sheet Filed
FIR-MGL-2021-00017,FIR,THEFT,KA-MGL,23434.68,KA/MGL/2021/00017,12.501305,75.028797,2021-03-25,2,Under Investigation
FIR-KLP-2021-00021,FIR,THEFT,KA-KLP,3608.75,KA/KLP/2021/00021,17.205182,77.150865,2021-03-25,2,Charge Sheet Filed
FIR-BLR2-2021-00015,FIR,BURGLARY,KA-BLR2,360877.82,KA/BLR2/2021/00015,15.201357,76.686622,2021-03-26,3,Under Investigation
FIR-MYS-2021-00014,FIR,DRUNK_DRV,KA-MYS,2932.67,KA/MYS/2021/00014,11.874482,76.7596,2021-03-26,2,Under Investigation
FIR-BLR-2021-00059,FIR,BURGLARY,KA-BLR,363252.78,KA/BLR/2021/00059,13.143851,77.363364,2021-03-26,3,Charge Sheet Filed
FIR-RCR-2021-00003,FIR,ASSAULT,KA-RCR,21849.29,KA/RCR/2021/00003,15.99897,77.455548,2021-03-27,3,Under Investigation
FIR-MDY-2021-00002,FIR,CHAIN,KA-MDY,34442.54,KA/MDY/2021/00002,12.454269,76.775692,2021-03-27,3,Final Report
FIR-BLR-2021-00060,FIR,HIT_RUN,KA-BLR,69476.1,KA/BLR/2021/00060,12.827406,77.490124,2021-03-27,4,Charge Sheet Filed
FIR-CHB-2021-00004,FIR,VEH_THEFT,KA-CHB,1095333.78,KA/CHB/2021/00004,13.3503,77.575144,2021-03-28,2,Closed (Undetected)
FIR-CTV-2021-00002,FIR,BURGLARY,KA-CTV,286410.7,KA/CTV/2021/00002,14.147904,77.017963,2021-03-28,3,Charge Sheet Filed
FIR-KLR-2021-00004,FIR,THEFT,KA-KLR,12228.38,KA/KLR/2021/00004,13.115276,78.299875,2021-03-28,2,Charge Sheet Filed
FIR-HBL-2021-00014,FIR,ROBBERY,KA-HBL,49794.4,KA/HBL/2021/00014,15.055312,75.380261,2021-03-29,4,Charge Sheet Filed
FIR-BLR2-2021-00016,FIR,VEH_THEFT,KA-BLR2,1071317.52,KA/BLR2/2021/00016,14.968073,76.526313,2021-03-29,2,Under Investigation
FIR-BLR2-2021-00017,FIR,ARSON,KA-BLR2,943034.64,KA/BLR2/2021/00017,15.46429,76.613381,2021-03-29,4,Final Report
FIR-BLR-2021-00061,FIR,THEFT,KA-BLR,26843.7,KA/BLR/2021/00061,12.802459,77.550784,2021-03-30,2,Under Investigation
FIR-RBG-2021-00015,FIR,VEH_THEFT,KA-RBG,1445790.98,KA/RBG/2021/00015,15.432566454541817,74.96801342008861,2021-03-30,2,Closed (Undetected)
FIR-KLP-2021-00022,FIR,CYBER,KA-KLP,3682974.62,KA/KLP/2021/00022,17.295703,77.251836,2021-03-30,3,Closed (Undetected)
FIR-BLR2-2021-00018,FIR,ASSAULT,KA-BLR2,47865.67,KA/BLR2/2021/00018,15.561823,76.537245,2021-03-31,3,Under Investigation
FIR-BLR-2021-00062,FIR,ROBBERY,KA-BLR,155948.06,KA/BLR/2021/00062,13.062482,77.626859,2021-03-31,4,Under Investigation
FIR-BLR-2021-00063,FIR,THEFT,KA-BLR,47106.33,KA/BLR/2021/00063,13.123664,77.780755,2021-03-31,2,Under Investigation
FIR-DVG-2021-00001,FIR,VEH_THEFT,KA-DVG,1316388.31,KA/DVG/2021/00001,14.779522,76.211974,2021-04-01,2,Transferred
FIR-MYS-2021-00015,FIR,DRUNK_DRV,KA-MYS,4273.28,KA/MYS/2021/00015,12.448033,76.471356,2021-04-01,2,Closed (Undetected)
FIR-MDY-2021-00003,FIR,VEH_THEFT,KA-MDY,1344979.17,KA/MDY/2021/00003,12.626301,76.988035,2021-04-02,2,Closed (Undetected)
FIR-KLP-2021-00023,FIR,DRUNK_DRV,KA-KLP,3367.12,KA/KLP/2021/00023,17.532686,76.986864,2021-04-02,2,Transferred
FIR-MYS-2021-00016,FIR,CHAIN,KA-MYS,217026.22,KA/MYS/2021/00016,12.012295,76.246936,2021-04-03,3,Final Report
FIR-RBG-2021-00016,FIR,BURGLARY,KA-RBG,56259.1,KA/RBG/2021/00016,15.358991,75.052556,2021-04-03,3,Charge Sheet Filed
FIR-MDY-2021-00004,FIR,THEFT,KA-MDY,15151.01,KA/MDY/2021/00004,12.320532,76.729011,2021-04-03,2,Final Report
FIR-BLR-2021-00064,FIR,BURGLARY,KA-BLR,250644.17,KA/BLR/2021/00064,13.065565,77.778362,2021-04-04,3,Under Investigation
FIR-BDR-2021-00005,FIR,MURDER,KA-BDR,0.0,KA/BDR/2021/00005,18.191287,77.266659,2021-04-04,6,Under Investigation
FIR-BLG-2021-00011,FIR,THEFT,KA-BLG,13678.07,KA/BLG/2021/00011,15.778875,74.28744,2021-04-04,2,Charge Sheet Filed
FIR-BLR-2021-00065,FIR,DACOITY,KA-BLR,540603.1,KA/BLR/2021/00065,12.905872,77.717855,2021-04-05,5,Final Report
FIR-BLR2-2021-00019,FIR,ASSAULT,KA-BLR2,12749.43,KA/BLR2/2021/00019,15.435604,76.955436,2021-04-05,3,Closed (Undetected)
FIR-BLR2-2021-00020,FIR,CYBER,KA-BLR2,4597363.0,KA/BLR2/2021/00020,14.803451,76.770815,2021-04-06,3,Under Investigation
FIR-BLR-2021-00066,FIR,BURGLARY,KA-BLR,419125.11,KA/BLR/2021/00066,12.828748,77.491695,2021-04-06,3,Under Investigation
FIR-BLR-2021-00067,FIR,DRUNK_DRV,KA-BLR,4290.84,KA/BLR/2021/00067,13.082395,77.691137,2021-04-07,2,Under Investigation
FIR-BLR2-2021-00021,FIR,POSSESS,KA-BLR2,20082.63,KA/BLR2/2021/00021,15.018052170094375,76.90391286056018,2021-04-07,3,Closed (Undetected)
FIR-MYS-2021-00017,FIR,RIOTING,KA-MYS,130920.85,KA/MYS/2021/00017,12.019276,76.245813,2021-04-08,4,Under Investigation
FIR-MYS-2021-00018,FIR,BURGLARY,KA-MYS,150208.96,KA/MYS/2021/00018,12.48921,76.917962,2021-04-08,3,Transferred
FIR-BSD-2021-00001,FIR,ATTEMPT_M,KA-BSD,0.0,KA/BSD/2021/00001,16.649958,75.50653,2021-04-09,5,Charge Sheet Filed
FIR-BLR-2021-00068,FIR,ROBBERY,KA-BLR,13921.31,KA/BLR/2021/00068,13.047747,77.467509,2021-04-09,4,Final Report
FIR-CTV-2021-00003,FIR,HIT_RUN,KA-CTV,39995.91,KA/CTV/2021/00003,14.854016,76.455049,2021-04-10,4,Charge Sheet Filed
FIR-BLR2-2021-00022,FIR,VEH_THEFT,KA-BLR2,534098.12,KA/BLR2/2021/00022,15.023907,76.521724,2021-04-10,2,Under Investigation
FIR-BLR-2021-00069,FIR,ROBBERY,KA-BLR,70209.81,KA/BLR/2021/00069,12.972024,77.604318,2021-04-10,4,Under Investigation
FIR-MYS-2021-00019,FIR,THEFT,KA-MYS,25648.97,KA/MYS/2021/00019,11.824647,76.500234,2021-04-11,2,Under Investigation
FIR-HBL-2021-00015,FIR,ROBBERY,KA-HBL,188099.56,KA/HBL/2021/00015,15.485731,75.076903,2021-04-11,4,Charge Sheet Filed
FIR-KPT-2021-00001,FIR,ROBBERY,KA-KPT,125857.44,KA/KPT/2021/00001,15.512989,76.396937,2021-04-11,4,Under Investigation
FIR-HBL-2021-00016,FIR,CHAIN,KA-HBL,68715.94,KA/HBL/2021/00016,15.260126,75.211684,2021-04-12,3,Transferred
FIR-MGL-2021-00018,FIR,THEFT,KA-MGL,33168.96,KA/MGL/2021/00018,12.514182991796382,75.47356954625798,2021-04-12,2,Final Report
FIR-HBL-2021-00017,FIR,NARCOTICS,KA-HBL,4599832.77,KA/HBL/2021/00017,15.150218,75.305731,2021-04-13,4,Charge Sheet Filed
FIR-KLP-2021-00024,FIR,THEFT,KA-KLP,29019.79,KA/KLP/2021/00024,17.130109,77.031038,2021-04-13,2,Charge Sheet Filed
FIR-RBG-2021-00017,FIR,THEFT,KA-RBG,22797.49,KA/RBG/2021/00017,15.34594,75.120684,2021-04-14,2,Charge Sheet Filed
FIR-RBG-2021-00018,FIR,BURGLARY,KA-RBG,440289.01,KA/RBG/2021/00018,15.376556,75.178616,2021-04-14,3,Charge Sheet Filed
FIR-BLR-2021-00070,FIR,THEFT,KA-BLR,33307.0,KA/BLR/2021/00070,12.954326554740154,77.78155552664798,2021-04-14,2,Transferred
FIR-MDY-2021-00005,FIR,CHAIN,KA-MDY,112348.12,KA/MDY/2021/00005,12.541597,76.709808,2021-04-15,3,Under Investigation
FIR-BLR-2021-00071,FIR,ATTEMPT_M,KA-BLR,0.0,KA/BLR/2021/00071,13.038363,77.637433,2021-04-15,5,Under Investigation
FIR-BLR-2021-00072,FIR,BURGLARY,KA-BLR,224881.15,KA/BLR/2021/00072,12.767614,77.72468,2021-04-16,3,Under Investigation
FIR-BLR-2021-00073,FIR,ROBBERY,KA-BLR,127438.88,KA/BLR/2021/00073,13.167178,77.460192,2021-04-16,4,Final Report
FIR-HBL-2021-00018,FIR,CHAIN,KA-HBL,152905.98,KA/HBL/2021/00018,15.336581,75.196817,2021-04-17,3,Closed (Undetected)
FIR-BLR-2021-00074,FIR,ATTEMPT_M,KA-BLR,0.0,KA/BLR/2021/00074,13.006048,77.414293,2021-04-17,5,Closed (Undetected)
FIR-KLR-2021-00005,FIR,ROBBERY,KA-KLR,25196.57,KA/KLR/2021/00005,12.835238,78.002214,2021-04-17,4,Closed (Undetected)
FIR-BLR-2021-00075,FIR,THEFT,KA-BLR,48276.04,KA/BLR/2021/00075,13.078654,77.642836,2021-04-18,2,Withdrawn
FIR-KLP-2021-00025,FIR,CHAIN,KA-KLP,26328.06,KA/KLP/2021/00025,17.107321,77.070134,2021-04-18,3,Under Investigation
FIR-BLR-2021-00076,FIR,PICK,KA-BLR,7463.01,KA/BLR/2021/00076,13.06406,77.570294,2021-04-18,1,Under Investigation
FIR-MGL-2021-00019,FIR,ASSAULT,KA-MGL,15610.53,KA/MGL/2021/00019,12.245606,74.995949,2021-04-19,3,Under Investigation
FIR-CKM-2021-00002,FIR,BURGLARY,KA-CKM,337856.56,KA/CKM/2021/00002,13.064896,75.657991,2021-04-19,3,Under Investigation
FIR-RMN-2021-00005,FIR,ASSAULT,KA-RMN,15900.79,KA/RMN/2021/00005,12.754879,77.429989,2021-04-20,3,Under Investigation
FIR-DVG-2021-00002,FIR,CHAIN,KA-DVG,76550.4,KA/DVG/2021/00002,14.300945,75.783974,2021-04-20,3,Closed (Undetected)
FIR-BLR-2021-00077,FIR,PICK,KA-BLR,8506.65,KA/BLR/2021/00077,13.065383,77.726132,2021-04-21,1,Under Investigation
FIR-BLR-2021-00078,FIR,NARCOTICS,KA-BLR,37623983.64,KA/BLR/2021/00078,13.056552,77.636358,2021-04-21,4,Final Report
FIR-MGL-2021-00020,FIR,BURGLARY,KA-MGL,344374.78,KA/MGL/2021/00020,12.786458,75.447751,2021-04-22,3,Charge Sheet Filed
FIR-HBL-2021-00019,FIR,ASSAULT,KA-HBL,4384.43,KA/HBL/2021/00019,15.050513,75.365756,2021-04-22,3,Final Report
FIR-KLP-2021-00026,FIR,THEFT,KA-KLP,31798.4,KA/KLP/2021/00026,17.528844,76.986277,2021-04-23,2,Charge Sheet Filed
FIR-MYS-2021-00020,FIR,ARSON,KA-MYS,353469.87,KA/MYS/2021/00020,11.866885,76.790227,2021-04-23,4,Final Report
FIR-KLP-2021-00027,FIR,BURGLARY,KA-KLP,323430.72,KA/KLP/2021/00027,17.211535,77.166835,2021-04-24,3,Under Investigation
FIR-BLR-2021-00079,FIR,BURGLARY,KA-BLR,275844.55,KA/BLR/2021/00079,12.985011,77.616339,2021-04-24,3,Under Investigation
FIR-BLG-2021-00012,FIR,ASSAULT,KA-BLG,5932.42,KA/BLG/2021/00012,15.745743,74.282838,2021-04-24,3,Transferred
FIR-BLR-2021-00080,FIR,THEFT,KA-BLR,23434.91,KA/BLR/2021/00080,13.102604,77.604693,2021-04-25,2,Charge Sheet Filed
FIR-BLR-2021-00081,FIR,THEFT,KA-BLR,40235.87,KA/BLR/2021/00081,12.832769,77.629582,2021-04-25,2,Charge Sheet Filed
FIR-BLR-2021-00082,FIR,CHAIN,KA-BLR,229049.44,KA/BLR/2021/00082,12.949422,77.660292,2021-04-25,3,Under Investigation
FIR-BLR-2021-00083,FIR,KIDNAP,KA-BLR,1197907.29,KA/BLR/2021/00083,13.107793,77.749224,2021-04-26,5,Final Report
FIR-SHV-2021-00005,FIR,ASSAULT,KA-SHV,17936.72,KA/SHV/2021/00005,14.017336,75.245154,2021-04-26,3,Under Investigation
FIR-DVG-2021-00003,FIR,THEFT,KA-DVG,46725.1,KA/DVG/2021/00003,14.317131,76.027654,2021-04-27,2,Charge Sheet Filed
FIR-MYS-2021-00021,FIR,THEFT,KA-MYS,32977.15,KA/MYS/2021/00021,11.850929494440226,76.89963821582758,2021-04-27,2,Under Investigation
FIR-BLR-2021-00084,FIR,THEFT,KA-BLR,7316.25,KA/BLR/2021/00084,12.921747,77.560317,2021-04-28,2,Closed (Undetected)
FIR-RBG-2021-00019,FIR,DRUNK_DRV,KA-RBG,3468.73,KA/RBG/2021/00019,15.332469,75.10722,2021-04-28,2,Under Investigation
FIR-CKM-2021-00003,FIR,BURGLARY,KA-CKM,115389.93,KA/CKM/2021/00003,13.044924,75.782362,2021-04-29,3,Charge Sheet Filed
FIR-BLR-2021-00085,FIR,THEFT,KA-BLR,48770.88,KA/BLR/2021/00085,12.800075,77.504275,2021-04-29,2,Under Investigation
FIR-BLG-2021-00013,FIR,VEH_THEFT,KA-BLG,1442352.35,KA/BLG/2021/00013,15.750792,74.286212,2021-04-30,2,Charge Sheet Filed
FIR-BLR2-2021-00023,FIR,ROBBERY,KA-BLR2,140724.83,KA/BLR2/2021/00023,15.511234883809301,76.49444601635092,2021-04-30,4,Closed (Undetected)
FIR-BLR2-2021-00024,FIR,THEFT,KA-BLR2,40155.17,KA/BLR2/2021/00024,15.475615,76.578846,2021-05-01,2,Closed (Undetected)
FIR-MGL-2021-00021,FIR,ROBBERY,KA-MGL,97566.79,KA/MGL/2021/00021,12.843505,75.36411,2021-05-01,4,Withdrawn
FIR-BLG-2021-00014,FIR,THEFT,KA-BLG,41570.24,KA/BLG/2021/00014,15.792567,74.45472,2021-05-01,2,Final Report
FIR-BLR-2021-00086,FIR,BURGLARY,KA-BLR,321558.21,KA/BLR/2021/00086,12.987499,77.684058,2021-05-02,3,Under Investigation
FIR-BDR-2021-00006,FIR,TRESPASS,KA-BDR,218.49,KA/BDR/2021/00006,18.288195,77.040849,2021-05-02,2,Final Report
FIR-HBL-2021-00020,FIR,RIOTING,KA-HBL,64544.09,KA/HBL/2021/00020,15.083177,75.0136,2021-05-02,4,Under Investigation
FIR-RBG-2021-00020,FIR,THEFT,KA-RBG,30243.34,KA/RBG/2021/00020,15.570842,74.886411,2021-05-03,2,Charge Sheet Filed
FIR-BLR-2021-00087,FIR,THEFT,KA-BLR,25594.93,KA/BLR/2021/00087,13.125874,77.531812,2021-05-03,2,Under Investigation
FIR-MGL-2021-00022,FIR,VEH_THEFT,KA-MGL,408110.94,KA/MGL/2021/00022,12.486566,75.067664,2021-05-04,2,Final Report
FIR-SHV-2021-00006,FIR,PICK,KA-SHV,8124.67,KA/SHV/2021/00006,14.242181,75.725814,2021-05-04,1,Closed (Undetected)
FIR-BLG-2021-00015,FIR,RIOTING,KA-BLG,171259.03,KA/BLG/2021/00015,16.136788,74.544153,2021-05-05,4,Under Investigation
FIR-BLR-2021-00088,FIR,THEFT,KA-BLR,36514.38,KA/BLR/2021/00088,13.171654,77.596871,2021-05-05,2,Charge Sheet Filed
FIR-BLR-2021-00089,FIR,ROBBERY,KA-BLR,198719.84,KA/BLR/2021/00089,13.037394,77.681238,2021-05-06,4,Under Investigation
FIR-BLR-2021-00090,FIR,THEFT,KA-BLR,36395.04,KA/BLR/2021/00090,13.034969,77.79484,2021-05-06,2,Charge Sheet Filed
FIR-UDR-2021-00010,FIR,TRESPASS,KA-UDR,851.36,KA/UDR/2021/00010,13.781373,74.854552,2021-05-07,2,Charge Sheet Filed
FIR-BLR-2021-00091,FIR,THEFT,KA-BLR,41440.58,KA/BLR/2021/00091,13.085254,77.591266,2021-05-07,2,Under Investigation
FIR-BLR-2021-00092,FIR,THEFT,KA-BLR,17983.77,KA/BLR/2021/00092,12.814762,77.547416,2021-05-08,2,Transferred
FIR-BLR-2021-00093,FIR,THEFT,KA-BLR,13876.47,KA/BLR/2021/00093,13.129344,77.534196,2021-05-08,2,Under Investigation
FIR-BLR2-2021-00025,FIR,CHAIN,KA-BLR2,245307.3,KA/BLR2/2021/00025,15.464468,76.565727,2021-05-08,3,Charge Sheet Filed
FIR-HBL-2021-00021,FIR,DACOITY,KA-HBL,655779.31,KA/HBL/2021/00021,15.122831,75.567823,2021-05-09,5,Charge Sheet Filed
FIR-CKM-2021-00004,FIR,VEH_THEFT,KA-CKM,677096.03,KA/CKM/2021/00004,13.368244,75.788431,2021-05-09,2,Under Investigation
FIR-UDR-2021-00011,FIR,ROBBERY,KA-UDR,85099.37,KA/UDR/2021/00011,13.336365,75.103347,2021-05-09,4,Charge Sheet Filed
FIR-MYS-2021-00022,FIR,BURGLARY,KA-MYS,106171.05,KA/MYS/2021/00022,12.433072,76.627763,2021-05-10,3,Under Investigation
FIR-BLR-2021-00094,FIR,MURDER,KA-BLR,0.0,KA/BLR/2021/00094,12.967591,77.606963,2021-05-10,6,Charge Sheet Filed
FIR-RMN-2021-00006,FIR,POSSESS,KA-RMN,25092.14,KA/RMN/2021/00006,12.597767,77.405384,2021-05-11,3,Closed (Undetected)
FIR-KLP-2021-00028,FIR,THEFT,KA-KLP,18543.82,KA/KLP/2021/00028,17.546641,76.98531,2021-05-11,2,Closed (Undetected)
FIR-BLR-2021-00095,FIR,VEH_THEFT,KA-BLR,505526.73,KA/BLR/2021/00095,12.882513,77.472411,2021-05-12,2,Final Report
FIR-CHB-2021-00005,FIR,HIT_RUN,KA-CHB,84619.1,KA/CHB/2021/00005,13.486415,77.76511,2021-05-12,4,Charge Sheet Filed
FIR-RMN-2021-00007,FIR,RIOTING,KA-RMN,167835.61,KA/RMN/2021/00007,12.779426,77.576381,2021-05-13,4,Charge Sheet Filed
FIR-BLG-2021-00016,FIR,THEFT,KA-BLG,38068.59,KA/BLG/2021/00016,15.87851,74.490679,2021-05-13,2,Charge Sheet Filed
FIR-BLR-2021-00096,FIR,BURGLARY,KA-BLR,372975.14,KA/BLR/2021/00096,12.841882,77.826273,2021-05-14,3,Under Investigation
FIR-UDR-2021-00012,FIR,CHAIN,KA-UDR,238855.98,KA/UDR/2021/00012,13.643169,75.014125,2021-05-14,3,Closed (Undetected)
FIR-RBG-2021-00021,FIR,THEFT,KA-RBG,32638.5,KA/RBG/2021/00021,15.360097,75.133972,2021-05-15,2,Final Report
FIR-BLR-2021-00097,FIR,CHAIN,KA-BLR,57649.15,KA/BLR/2021/00097,12.88795,77.479835,2021-05-15,3,Under Investigation
FIR-BLR-2021-00098,FIR,BURGLARY,KA-BLR,316307.17,KA/BLR/2021/00098,12.809005,77.493025,2021-05-15,3,Under Investigation
FIR-HBL-2021-00022,FIR,FRAUD,KA-HBL,3938723.69,KA/HBL/2021/00022,15.009316,74.955982,2021-05-16,3,Under Investigation
FIR-BLG-2021-00017,FIR,CYBER,KA-BLG,713355.56,KA/BLG/2021/00017,15.941867,74.823928,2021-05-16,3,Under Investigation
FIR-BDR-2021-00007,FIR,THEFT,KA-BDR,4830.34,KA/BDR/2021/00007,17.828324,77.741154,2021-05-16,2,Under Investigation
FIR-UDR-2021-00013,FIR,RIOTING,KA-UDR,43299.4,KA/UDR/2021/00013,13.393603,74.618145,2021-05-17,4,Under Investigation
FIR-BLR-2021-00099,FIR,VEH_THEFT,KA-BLR,499804.45,KA/BLR/2021/00099,12.97699,77.68206,2021-05-17,2,Under Investigation
FIR-BLG-2021-00018,FIR,VEH_THEFT,KA-BLG,1380447.97,KA/BLG/2021/00018,15.804437,74.263334,2021-05-18,2,Under Investigation
FIR-MGL-2021-00023,FIR,ASSAULT,KA-MGL,4231.2,KA/MGL/2021/00023,12.690596,75.18703,2021-05-18,3,Transferred
FIR-CKM-2021-00005,FIR,THEFT,KA-CKM,32036.51,KA/CKM/2021/00005,13.238388387106141,75.80159543337255,2021-05-19,2,Under Investigation
FIR-KLR-2021-00006,FIR,BURGLARY,KA-KLR,156909.84,KA/KLR/2021/00006,13.021596444395652,78.2086620919425,2021-05-19,3,Final Report
FIR-KLP-2021-00029,FIR,DRUNK_DRV,KA-KLP,4199.35,KA/KLP/2021/00029,17.365998,77.162483,2021-05-20,2,Under Investigation
FIR-BLR2-2021-00026,FIR,THEFT,KA-BLR2,46808.25,KA/BLR2/2021/00026,15.217639,77.029358,2021-05-20,2,Charge Sheet Filed
FIR-KLP-2021-00030,FIR,ASSAULT,KA-KLP,46222.67,KA/KLP/2021/00030,17.571649,77.169821,2021-05-21,3,Closed (Undetected)
FIR-KLR-2021-00007,FIR,VEH_THEFT,KA-KLR,264465.29,KA/KLR/2021/00007,13.002907,78.366851,2021-05-21,2,Charge Sheet Filed
FIR-KLP-2021-00031,FIR,ASSAULT,KA-KLP,23714.71,KA/KLP/2021/00031,17.27140014236467,76.90336845144856,2021-05-22,3,Under Investigation
FIR-MYS-2021-00023,FIR,ASSAULT,KA-MYS,27114.41,KA/MYS/2021/00023,12.009902,76.240465,2021-05-22,3,Final Report
FIR-YDG-2021-00002,FIR,BURGLARY,KA-YDG,274349.77,KA/YDG/2021/00002,16.537691882524005,76.57771216371174,2021-05-22,3,Charge Sheet Filed
FIR-BLR-2021-00100,FIR,BURGLARY,KA-BLR,136500.94,KA/BLR/2021/00100,12.955821,77.775036,2021-05-23,3,Charge Sheet Filed
FIR-HBL-2021-00023,FIR,DACOITY,KA-HBL,1356808.84,KA/HBL/2021/00023,15.280798,75.424787,2021-05-23,5,Final Report
FIR-BLRR-2021-00004,FIR,PICK,KA-BLR-R,1275.28,KA/BLRR/2021/00004,13.271862,77.485388,2021-05-23,1,Withdrawn
FIR-RBG-2021-00022,FIR,THEFT,KA-RBG,15475.43,KA/RBG/2021/00022,15.458673,75.076339,2021-05-24,2,Under Investigation
FIR-RBG-2021-00023,FIR,PICK,KA-RBG,2597.31,KA/RBG/2021/00023,15.276898,74.963159,2021-05-24,1,Final Report
FIR-MYS-2021-00024,FIR,ASSAULT,KA-MYS,16264.21,KA/MYS/2021/00024,12.045092,76.882355,2021-05-25,3,Under Investigation
FIR-BLR-2021-00101,FIR,BURGLARY,KA-BLR,265033.77,KA/BLR/2021/00101,12.954669,77.643021,2021-05-25,3,Closed (Undetected)
FIR-BLR-2021-00102,FIR,VEH_THEFT,KA-BLR,1133182.9,KA/BLR/2021/00102,12.57619,77.707176,2021-05-26,2,Closed (Undetected)
FIR-MYS-2021-00025,FIR,THEFT,KA-MYS,44619.89,KA/MYS/2021/00025,12.143863,76.403501,2021-05-26,2,Charge Sheet Filed
FIR-HBL-2021-00024,FIR,CHAIN,KA-HBL,193927.79,KA/HBL/2021/00024,15.310434,75.174547,2021-05-27,3,Under Investigation
FIR-KLR-2021-00008,FIR,BURGLARY,KA-KLR,382735.08,KA/KLR/2021/00008,13.27596,78.138144,2021-05-27,3,Closed (Undetected)
FIR-CKM-2021-00006,FIR,BURGLARY,KA-CKM,96955.51,KA/CKM/2021/00006,13.218229,76.098108,2021-05-28,3,Charge Sheet Filed
FIR-RBG-2021-00024,FIR,BURGLARY,KA-RBG,62764.47,KA/RBG/2021/00024,15.346432,74.807187,2021-05-28,3,Charge Sheet Filed
FIR-MGL-2021-00024,FIR,ROBBERY,KA-MGL,97126.86,KA/MGL/2021/00024,12.511172,75.28908,2021-05-29,4,Under Investigation
FIR-BLR2-2021-00027,FIR,VEH_THEFT,KA-BLR2,1018689.4,KA/BLR2/2021/00027,15.454771,76.570242,2021-05-29,2,Under Investigation
FIR-CHB-2021-00006,FIR,PICK,KA-CHB,8603.25,KA/CHB/2021/00006,13.653293,77.938281,2021-05-29,1,Charge Sheet Filed
