poi_id,name,poi_type,latitude,longitude,station_id,district_id,address,category,geometry,risk_factor,opening_hours,footfall_score
POI-000544,Metro Station - Nanjangud PS-10 Area,Metro Station,11.86981,76.446,STN-KA-MYS-0009,KA-MYS,"Near Nanjangud PS-10, Mysuru",Unspecified,,0.5,24/7,50
POI-000545,ATM - Nanjangud PS-10 Area,ATM,11.90177,76.46053,STN-KA-MYS-0009,KA-MYS,"Near Nanjangud PS-10, Mysuru",Unspecified,,0.5,24/7,50
POI-000546,Liquor Store - Hunsur PS-11 Area,Liquor Store,12.26509,76.51394,STN-KA-MYS-0010,KA-MYS,"Near Hunsur PS-11, Mysuru",Unspecified,,0.5,24/7,50
POI-000547,ATM - Hunsur PS-11 Area,ATM,12.21575,76.48711,STN-KA-MYS-0010,KA-MYS,"Near Hunsur PS-11, Mysuru",Unspecified,,0.5,24/7,50
POI-000548,School - Hunsur PS-11 Area,School,12.26567,76.4924,STN-KA-MYS-0010,KA-MYS,"Near Hunsur PS-11, Mysuru",Unspecified,,0.5,24/7,50
POI-000549,Bank - Hunsur PS-11 Area,Bank,12.24984,76.51712,STN-KA-MYS-0010,KA-MYS,"Near Hunsur PS-11, Mysuru",Unspecified,,0.5,24/7,50
POI-000550,Metro Station - Hunsur PS-12 Area,Metro Station,12.0478,76.67453,STN-KA-MYS-0011,KA-MYS,"Near Hunsur PS-12, Mysuru",Unspecified,,0.5,24/7,50
POI-000551,ATM - Hunsur PS-12 Area,ATM,12.02202,76.71298,STN-KA-MYS-0011,KA-MYS,"Near Hunsur PS-12, Mysuru",Unspecified,,0.5,24/7,50
POI-000552,Bank - Hunsur PS-12 Area,Bank,11.9979,76.68658,STN-KA-MYS-0011,KA-MYS,"Near Hunsur PS-12, Mysuru",Unspecified,,0.5,24/7,50
POI-000553,Liquor Store - Hunsur PS-12 Area,Liquor Store,12.0062,76.69704,STN-KA-MYS-0011,KA-MYS,"Near Hunsur PS-12, Mysuru",Unspecified,,0.5,24/7,50
POI-000554,Market - Hunsur PS-12 Area,Market,11.99975,76.66072,STN-KA-MYS-0011,KA-MYS,"Near Hunsur PS-12, Mysuru",Unspecified,,0.5,24/7,50
POI-000555,Liquor Store - Hunsur PS-12 Area,Liquor Store,12.04389,76.66257,STN-KA-MYS-0011,KA-MYS,"Near Hunsur PS-12, Mysuru",Unspecified,,0.5,24/7,50
POI-000556,Temple - Hunsur PS-12 Area,Temple,12.01744,76.70381,STN-KA-MYS-0011,KA-MYS,"Near Hunsur PS-12, Mysuru",Unspecified,,0.5,24/7,50
POI-000557,Jewellery Shop - Hunsur PS-12 Area,Jewellery Shop,12.02428,76.69011,STN-KA-MYS-0011,KA-MYS,"Near Hunsur PS-12, Mysuru",Unspecified,,0.5,24/7,50
POI-000558,Temple - Hunsur PS-12 Area,Temple,12.05003,76.71265,STN-KA-MYS-0011,KA-MYS,"Near Hunsur PS-12, Mysuru",Unspecified,,0.5,24/7,50
POI-000559,ATM - Hunsur PS-13 Area,ATM,12.34535,76.63512,STN-KA-MYS-0012,KA-MYS,"Near Hunsur PS-13, Mysuru",Unspecified,,0.5,24/7,50
POI-000560,ATM - Hunsur PS-13 Area,ATM,12.33337,76.65534,STN-KA-MYS-0012,KA-MYS,"Near Hunsur PS-13, Mysuru",Unspecified,,0.5,24/7,50
POI-000561,Temple - Hunsur PS-13 Area,Temple,12.3502,76.63663,STN-KA-MYS-0012,KA-MYS,"Near Hunsur PS-13, Mysuru",Unspecified,,0.5,24/7,50
POI-000562,ATM - Hunsur PS-13 Area,ATM,12.34093,76.63243,STN-KA-MYS-0012,KA-MYS,"Near Hunsur PS-13, Mysuru",Unspecified,,0.5,24/7,50
POI-000563,Bank - Hunsur PS-13 Area,Bank,12.33063,76.65918,STN-KA-MYS-0012,KA-MYS,"Near Hunsur PS-13, Mysuru",Unspecified,,0.5,24/7,50
POI-000564,ATM - Hunsur PS-13 Area,ATM,12.36089,76.64688,STN-KA-MYS-0012,KA-MYS,"Near Hunsur PS-13, Mysuru",Unspecified,,0.5,24/7,50
POI-000565,Jewellery Shop - Hunsur PS-13 Area,Jewellery Shop,12.33975,76.62171,STN-KA-MYS-0012,KA-MYS,"Near Hunsur PS-13, Mysuru",Unspecified,,0.5,24/7,50
POI-000566,Jewellery Shop - Hunsur PS-14 Area,Jewellery Shop,11.91473,76.18885,STN-KA-MYS-0013,KA-MYS,"Near Hunsur PS-14, Mysuru",Unspecified,,0.5,24/7,50
POI-000567,School - Hunsur PS-14 Area,School,11.93754,76.19645,STN-KA-MYS-0013,KA-MYS,"Near Hunsur PS-14, Mysuru",Unspecified,,0.5,24/7,50
POI-000568,ATM - Hunsur PS-14 Area,ATM,11.93336,76.2144,STN-KA-MYS-0013,KA-MYS,"Near Hunsur PS-14, Mysuru",Unspecified,,0.5,24/7,50
POI-000569,Temple - Hunsur PS-14 Area,Temple,11.93843,76.22745,STN-KA-MYS-0013,KA-MYS,"Near Hunsur PS-14, Mysuru",Unspecified,,0.5,24/7,50
POI-000570,Temple - Hunsur PS-14 Area,Temple,11.8977,76.18406,STN-KA-MYS-0013,KA-MYS,"Near Hunsur PS-14, Mysuru",Unspecified,,0.5,24/7,50
POI-000571,School - Hunsur PS-14 Area,School,11.90139,76.19669,STN-KA-MYS-0013,KA-MYS,"Near Hunsur PS-14, Mysuru",Unspecified,,0.5,24/7,50
POI-000572,Metro Station - Heggadadevankote PS-15 Area,Metro Station,12.07649,76.75593,STN-KA-MYS-0014,KA-MYS,"Near Heggadadevankote PS-15, Mysuru",Unspecified,,0.5,24/7,50
POI-000573,Jewellery Shop - Heggadadevankote PS-15 Area,Jewellery Shop,12.08365,76.74858,STN-KA-MYS-0014,KA-MYS,"Near Heggadadevankote PS-15, Mysuru",Unspecified,,0.5,24/7,50
POI-000574,Jewellery Shop - Heggadadevankote PS-15 Area,Jewellery Shop,12.08156,76.77351,STN-KA-MYS-0014,KA-MYS,"Near Heggadadevankote PS-15, Mysuru",Unspecified,,0.5,24/7,50
POI-000575,Temple - Heggadadevankote PS-15 Area,Temple,12.11467,76.76007,STN-KA-MYS-0014,KA-MYS,"Near Heggadadevankote PS-15, Mysuru",Unspecified,,0.5,24/7,50
POI-000576,Metro Station - Heggadadevankote PS-15 Area,Metro Station,12.07416,76.7581,STN-KA-MYS-0014,KA-MYS,"Near Heggadadevankote PS-15, Mysuru",Unspecified,,0.5,24/7,50
POI-000577,Jewellery Shop - Heggadadevankote PS-15 Area,Jewellery Shop,12.11567,76.76496,STN-KA-MYS-0014,KA-MYS,"Near Heggadadevankote PS-15, Mysuru",Unspecified,,0.5,24/7,50
POI-000578,Temple - Heggadadevankote PS-15 Area,Temple,12.1017,76.7853,STN-KA-MYS-0014,KA-MYS,"Near Heggadadevankote PS-15, Mysuru",Unspecified,,0.5,24/7,50
POI-000579,Liquor Store - Heggadadevankote PS-16 Area,Liquor Store,11.89601,76.57254,STN-KA-MYS-0015,KA-MYS,"Near Heggadadevankote PS-16, Mysuru",Unspecified,,0.5,24/7,50
POI-000580,ATM - Heggadadevankote PS-16 Area,ATM,11.94393,76.55418,STN-KA-MYS-0015,KA-MYS,"Near Heggadadevankote PS-16, Mysuru",Unspecified,,0.5,24/7,50
POI-000581,Jewellery Shop - Heggadadevankote PS-16 Area,Jewellery Shop,11.95255,76.5896,STN-KA-MYS-0015,KA-MYS,"Near Heggadadevankote PS-16, Mysuru",Unspecified,,0.5,24/7,50
POI-000582,Temple - Heggadadevankote PS-16 Area,Temple,11.91704,76.55582,STN-KA-MYS-0015,KA-MYS,"Near Heggadadevankote PS-16, Mysuru",Unspecified,,0.5,24/7,50
POI-000583,Metro Station - Heggadadevankote PS-16 Area,Metro Station,11.94897,76.59564,STN-KA-MYS-0015,KA-MYS,"Near Heggadadevankote PS-16, Mysuru",Unspecified,,0.5,24/7,50
POI-000584,Market - Heggadadevankote PS-16 Area,Market,11.90043,76.58306,STN-KA-MYS-0015,KA-MYS,"Near Heggadadevankote PS-16, Mysuru",Unspecified,,0.5,24/7,50
POI-000585,Metro Station - Heggadadevankote PS-16 Area,Metro Station,11.94769,76.59688,STN-KA-MYS-0015,KA-MYS,"Near Heggadadevankote PS-16, Mysuru",Unspecified,,0.5,24/7,50
POI-000586,School - Heggadadevankote PS-16 Area,School,11.94157,76.57597,STN-KA-MYS-0015,KA-MYS,"Near Heggadadevankote PS-16, Mysuru",Unspecified,,0.5,24/7,50
POI-000587,Liquor Store - Heggadadevankote PS-16 Area,Liquor Store,11.93901,76.58915,STN-KA-MYS-0015,KA-MYS,"Near Heggadadevankote PS-16, Mysuru",Unspecified,,0.5,24/7,50
POI-000588,ATM - Heggadadevankote PS-16 Area,ATM,11.90194,76.59655,STN-KA-MYS-0015,KA-MYS,"Near Heggadadevankote PS-16, Mysuru",Unspecified,,0.5,24/7,50
POI-000589,Bank - Heggadadevankote PS-17 Area,Bank,12.03721,76.6279,STN-KA-MYS-0016,KA-MYS,"Near Heggadadevankote PS-17, Mysuru",Unspecified,,0.5,24/7,50
POI-000590,School - Heggadadevankote PS-17 Area,School,12.03931,76.60955,STN-KA-MYS-0016,KA-MYS,"Near Heggadadevankote PS-17, Mysuru",Unspecified,,0.5,24/7,50
POI-000591,ATM - Heggadadevankote PS-17 Area,ATM,12.02322,76.64297,STN-KA-MYS-0016,KA-MYS,"Near Heggadadevankote PS-17, Mysuru",Unspecified,,0.5,24/7,50
POI-000592,Jewellery Shop - Heggadadevankote PS-18 Area,Jewellery Shop,12.35393,76.65471,STN-KA-MYS-0017,KA-MYS,"Near Heggadadevankote PS-18, Mysuru",Unspecified,,0.5,24/7,50
POI-000593,Temple - Heggadadevankote PS-18 Area,Temple,12.3803,76.63131,STN-KA-MYS-0017,KA-MYS,"Near Heggadadevankote PS-18, Mysuru",Unspecified,,0.5,24/7,50
POI-000594,ATM - Periyapatna PS-19 Area,ATM,12.31898,76.25696,STN-KA-MYS-0018,KA-MYS,"Near Periyapatna PS-19, Mysuru",Unspecified,,0.5,24/7,50
POI-000595,School - Periyapatna PS-19 Area,School,12.36628,76.21792,STN-KA-MYS-0018,KA-MYS,"Near Periyapatna PS-19, Mysuru",Unspecified,,0.5,24/7,50
POI-000596,Bank - Periyapatna PS-19 Area,Bank,12.33494,76.2107,STN-KA-MYS-0018,KA-MYS,"Near Periyapatna PS-19, Mysuru",Unspecified,,0.5,24/7,50
POI-000597,Liquor Store - Periyapatna PS-19 Area,Liquor Store,12.31494,76.25072,STN-KA-MYS-0018,KA-MYS,"Near Periyapatna PS-19, Mysuru",Unspecified,,0.5,24/7,50
POI-000598,Market - Periyapatna PS-19 Area,Market,12.34316,76.25552,STN-KA-MYS-0018,KA-MYS,"Near Periyapatna PS-19, Mysuru",Unspecified,,0.5,24/7,50
POI-000599,Temple - Periyapatna PS-19 Area,Temple,12.31343,76.2342,STN-KA-MYS-0018,KA-MYS,"Near Periyapatna PS-19, Mysuru",Unspecified,,0.5,24/7,50
POI-000600,Jewellery Shop - Periyapatna PS-20 Area,Jewellery Shop,12.33502,76.41487,STN-KA-MYS-0019,KA-MYS,"Near Periyapatna PS-20, Mysuru",Unspecified,,0.5,24/7,50
POI-000601,ATM - Periyapatna PS-20 Area,ATM,12.33221,76.40649,STN-KA-MYS-0019,KA-MYS,"Near Periyapatna PS-20, Mysuru",Unspecified,,0.5,24/7,50
POI-000602,Bank - Periyapatna PS-20 Area,Bank,12.32242,76.41575,STN-KA-MYS-0019,KA-MYS,"Near Periyapatna PS-20, Mysuru",Unspecified,,0.5,24/7,50
POI-000603,Market - Periyapatna PS-21 Area,Market,11.91617,76.35271,STN-KA-MYS-0020,KA-MYS,"Near Periyapatna PS-21, Mysuru",Unspecified,,0.5,24/7,50
POI-000604,School - Periyapatna PS-21 Area,School,11.89869,76.36387,STN-KA-MYS-0020,KA-MYS,"Near Periyapatna PS-21, Mysuru",Unspecified,,0.5,24/7,50
POI-000605,Market - Periyapatna PS-21 Area,Market,11.95116,76.36683,STN-KA-MYS-0020,KA-MYS,"Near Periyapatna PS-21, Mysuru",Unspecified,,0.5,24/7,50
POI-000606,ATM - Periyapatna PS-22 Area,ATM,11.95912,76.37645,STN-KA-MYS-0021,KA-MYS,"Near Periyapatna PS-22, Mysuru",Unspecified,,0.5,24/7,50
POI-000607,Metro Station - Periyapatna PS-22 Area,Metro Station,11.91551,76.41203,STN-KA-MYS-0021,KA-MYS,"Near Periyapatna PS-22, Mysuru",Unspecified,,0.5,24/7,50
POI-000608,Temple - Periyapatna PS-22 Area,Temple,11.9205,76.38438,STN-KA-MYS-0021,KA-MYS,"Near Periyapatna PS-22, Mysuru",Unspecified,,0.5,24/7,50
POI-000609,Metro Station - Periyapatna PS-22 Area,Metro Station,11.92178,76.41579,STN-KA-MYS-0021,KA-MYS,"Near Periyapatna PS-22, Mysuru",Unspecified,,0.5,24/7,50
POI-000610,ATM - T Narsipur PS-23 Area,ATM,12.14369,76.41386,STN-KA-MYS-0022,KA-MYS,"Near T Narsipur PS-23, Mysuru",Unspecified,,0.5,24/7,50
POI-000611,Liquor Store - T Narsipur PS-23 Area,Liquor Store,12.16514,76.4251,STN-KA-MYS-0022,KA-MYS,"Near T Narsipur PS-23, Mysuru",Unspecified,,0.5,24/7,50
POI-000612,Metro Station - T Narsipur PS-23 Area,Metro Station,12.12488,76.46178,STN-KA-MYS-0022,KA-MYS,"Near T Narsipur PS-23, Mysuru",Unspecified,,0.5,24/7,50
POI-000613,School - T Narsipur PS-23 Area,School,12.14676,76.40782,STN-KA-MYS-0022,KA-MYS,"Near T Narsipur PS-23, Mysuru",Unspecified,,0.5,24/7,50
POI-000614,Liquor Store - T Narsipur PS-23 Area,Liquor Store,12.13916,76.41544,STN-KA-MYS-0022,KA-MYS,"Near T Narsipur PS-23, Mysuru",Unspecified,,0.5,24/7,50
POI-000615,Jewellery Shop - T Narsipur PS-24 Area,Jewellery Shop,11.83473,76.19194,STN-KA-MYS-0023,KA-MYS,"Near T Narsipur PS-24, Mysuru",Unspecified,,0.5,24/7,50
POI-000616,Liquor Store - T Narsipur PS-24 Area,Liquor Store,11.86345,76.20242,STN-KA-MYS-0023,KA-MYS,"Near T Narsipur PS-24, Mysuru",Unspecified,,0.5,24/7,50
POI-000617,Jewellery Shop - T Narsipur PS-24 Area,Jewellery Shop,11.83857,76.22474,STN-KA-MYS-0023,KA-MYS,"Near T Narsipur PS-24, Mysuru",Unspecified,,0.5,24/7,50
POI-000618,Bank - T Narsipur PS-25 Area,Bank,12.22563,76.39655,STN-KA-MYS-0024,KA-MYS,"Near T Narsipur PS-25, Mysuru",Unspecified,,0.5,24/7,50
POI-000619,Market - T Narsipur PS-25 Area,Market,12.18553,76.35327,STN-KA-MYS-0024,KA-MYS,"Near T Narsipur PS-25, Mysuru",Unspecified,,0.5,24/7,50
POI-000620,Liquor Store - T Narsipur PS-25 Area,Liquor Store,12.18754,76.39535,STN-KA-MYS-0024,KA-MYS,"Near T Narsipur PS-25, Mysuru",Unspecified,,0.5,24/7,50
POI-000621,ATM - T Narsipur PS-26 Area,ATM,11.8366,76.50646,STN-KA-MYS-0025,KA-MYS,"Near T Narsipur PS-26, Mysuru",Unspecified,,0.5,24/7,50
POI-000622,ATM - T Narsipur PS-26 Area,ATM,11.85864,76.5398,STN-KA-MYS-0025,KA-MYS,"Near T Narsipur PS-26, Mysuru",Unspecified,,0.5,24/7,50
POI-000623,Market - Krishnarajanagar PS-27 Area,Market,12.38936,76.90438,STN-KA-MYS-0026,KA-MYS,"Near Krishnarajanagar PS-27, Mysuru",Unspecified,,0.5,24/7,50
POI-000624,Bank - Krishnarajanagar PS-27 Area,Bank,12.40572,76.8856,STN-KA-MYS-0026,KA-MYS,"Near Krishnarajanagar PS-27, Mysuru",Unspecified,,0.5,24/7,50
POI-000625,Jewellery Shop - Krishnarajanagar PS-27 Area,Jewellery Shop,12.38688,76.893,STN-KA-MYS-0026,KA-MYS,"Near Krishnarajanagar PS-27, Mysuru",Unspecified,,0.5,24/7,50
POI-000626,School - Krishnarajanagar PS-27 Area,School,12.38564,76.866,STN-KA-MYS-0026,KA-MYS,"Near Krishnarajanagar PS-27, Mysuru",Unspecified,,0.5,24/7,50
POI-000627,Temple - Krishnarajanagar PS-28 Area,Temple,12.51403,76.6512,STN-KA-MYS-0027,KA-MYS,"Near Krishnarajanagar PS-28, Mysuru",Unspecified,,0.5,24/7,50
POI-000628,Temple - Krishnarajanagar PS-28 Area,Temple,12.5131,76.65582,STN-KA-MYS-0027,KA-MYS,"Near Krishnarajanagar PS-28, Mysuru",Unspecified,,0.5,24/7,50
POI-000629,School - Krishnarajanagar PS-28 Area,School,12.49023,76.6281,STN-KA-MYS-0027,KA-MYS,"Near Krishnarajanagar PS-28, Mysuru",Unspecified,,0.5,24/7,50
POI-000630,Temple - Krishnarajanagar PS-28 Area,Temple,12.48193,76.64535,STN-KA-MYS-0027,KA-MYS,"Near Krishnarajanagar PS-28, Mysuru",Unspecified,,0.5,24/7,50
POI-000631,Bank - Krishnarajanagar PS-28 Area,Bank,12.47828,76.64608,STN-KA-MYS-0027,KA-MYS,"Near Krishnarajanagar PS-28, Mysuru",Unspecified,,0.5,24/7,50
POI-000632,Liquor Store - Krishnarajanagar PS-28 Area,Liquor Store,12.50761,76.6296,STN-KA-MYS-0027,KA-MYS,"Near Krishnarajanagar PS-28, Mysuru",Unspecified,,0.5,24/7,50
POI-000633,Liquor Store - Krishnarajanagar PS-28 Area,Liquor Store,12.48736,76.65651,STN-KA-MYS-0027,KA-MYS,"Near Krishnarajanagar PS-28, Mysuru",Unspecified,,0.5,24/7,50
POI-000634,Jewellery Shop - Krishnarajanagar PS-28 Area,Jewellery Shop,12.4613,76.62749,STN-KA-MYS-0027,KA-MYS,"Near Krishnarajanagar PS-28, Mysuru",Unspecified,,0.5,24/7,50
POI-000635,Bank - Krishnarajanagar PS-28 Area,Bank,12.50908,76.64991,STN-KA-MYS-0027,KA-MYS,"Near Krishnarajanagar PS-28, Mysuru",Unspecified,,0.5,24/7,50
POI-000636,Metro Station - Krishnarajanagar PS-28 Area,Metro Station,12.4651,76.66659,STN-KA-MYS-0027,KA-MYS,"Near Krishnarajanagar PS-28, Mysuru",Unspecified,,0.5,24/7,50
POI-000637,Jewellery Shop - Krishnarajanagar PS-29 Area,Jewellery Shop,12.22274,76.50378,STN-KA-MYS-0028,KA-MYS,"Near Krishnarajanagar PS-29, Mysuru",Unspecified,,0.5,24/7,50
POI-000638,Liquor Store - Krishnarajanagar PS-29 Area,Liquor Store,12.23892,76.5043,STN-KA-MYS-0028,KA-MYS,"Near Krishnarajanagar PS-29, Mysuru",Unspecified,,0.5,24/7,50
POI-000639,School - Krishnarajanagar PS-29 Area,School,12.19278,76.53491,STN-KA-MYS-0028,KA-MYS,"Near Krishnarajanagar PS-29, Mysuru",Unspecified,,0.5,24/7,50
POI-000640,Liquor Store - Krishnarajanagar PS-30 Area,Liquor Store,12.24341,76.70595,STN-KA-MYS-0029,KA-MYS,"Near Krishnarajanagar PS-30, Mysuru",Unspecified,,0.5,24/7,50
POI-000641,Temple - Krishnarajanagar PS-30 Area,Temple,12.28244,76.66935,STN-KA-MYS-0029,KA-MYS,"Near Krishnarajanagar PS-30, Mysuru",Unspecified,,0.5,24/7,50
POI-000642,Jewellery Shop - Krishnarajanagar PS-30 Area,Jewellery Shop,12.28373,76.70657,STN-KA-MYS-0029,KA-MYS,"Near Krishnarajanagar PS-30, Mysuru",Unspecified,,0.5,24/7,50
POI-000643,Metro Station - Krishnarajanagar PS-30 Area,Metro Station,12.23673,76.72723,STN-KA-MYS-0029,KA-MYS,"Near Krishnarajanagar PS-30, Mysuru",Unspecified,,0.5,24/7,50
POI-000644,Temple - Krishnarajanagar PS-30 Area,Temple,12.23287,76.68004,STN-KA-MYS-0029,KA-MYS,"Near Krishnarajanagar PS-30, Mysuru",Unspecified,,0.5,24/7,50
POI-000645,Liquor Store - Krishnarajanagar PS-30 Area,Liquor Store,12.2766,76.68496,STN-KA-MYS-0029,KA-MYS,"Near Krishnarajanagar PS-30, Mysuru",Unspecified,,0.5,24/7,50
POI-000646,Metro Station - Krishnarajanagar PS-30 Area,Metro Station,12.27535,76.71487,STN-KA-MYS-0029,KA-MYS,"Near Krishnarajanagar PS-30, Mysuru",Unspecified,,0.5,24/7,50
POI-000647,Metro Station - Krishnarajanagar PS-30 Area,Metro Station,12.27636,76.67092,STN-KA-MYS-0029,KA-MYS,"Near Krishnarajanagar PS-30, Mysuru",Unspecified,,0.5,24/7,50
POI-000648,Temple - Mangaluru Town PS Area,Temple,12.55822,75.37462,STN-KA-MGL-0000,KA-MGL,"Near Mangaluru Town PS, Dakshina Kannada",Unspecified,,0.5,24/7,50
POI-000649,Jewellery Shop - Mangaluru Town PS Area,Jewellery Shop,12.52592,75.3842,STN-KA-MGL-0000,KA-MGL,"Near Mangaluru Town PS, Dakshina Kannada",Unspecified,,0.5,24/7,50
POI-000650,Metro Station - Mangaluru Town PS Area,Metro Station,12.55731,75.36011,STN-KA-MGL-0000,KA-MGL,"Near Mangaluru Town PS, Dakshina Kannada",Unspecified,,0.5,24/7,50
POI-000651,Bank - Mangaluru Town PS Area,Bank,12.56573,75.35408,STN-KA-MGL-0000,KA-MGL,"Near Mangaluru Town PS, Dakshina Kannada",Unspecified,,0.5,24/7,50
POI-000652,ATM - Mangaluru Town PS Area,ATM,12.56308,75.37247,STN-KA-MGL-0000,KA-MGL,"Near Mangaluru Town PS, Dakshina Kannada",Unspecified,,0.5,24/7,50
POI-000653,Liquor Store - Mangaluru Town PS Area,Liquor Store,12.57948,75.38035,STN-KA-MGL-0000,KA-MGL,"Near Mangaluru Town PS, Dakshina Kannada",Unspecified,,0.5,24/7,50
POI-000654,Liquor Store - Mangaluru Town PS Area,Liquor Store,12.55112,75.39626,STN-KA-MGL-0000,KA-MGL,"Near Mangaluru Town PS, Dakshina Kannada",Unspecified,,0.5,24/7,50
POI-000655,Market - Mangaluru Town PS Area,Market,12.5783,75.37353,STN-KA-MGL-0000,KA-MGL,"Near Mangaluru Town PS, Dakshina Kannada",Unspecified,,0.5,24/7,50
POI-000656,ATM - Mangaluru Town PS Area,ATM,12.53364,75.39952,STN-KA-MGL-0000,KA-MGL,"Near Mangaluru Town PS, Dakshina Kannada",Unspecified,,0.5,24/7,50
POI-000657,ATM - Mangaluru PS-2 Area,ATM,12.78656,75.20139,STN-KA-MGL-0001,KA-MGL,"Near Mangaluru PS-2, Dakshina Kannada",Unspecified,,0.5,24/7,50
POI-000658,Liquor Store - Mangaluru PS-2 Area,Liquor Store,12.78613,75.21712,STN-KA-MGL-0001,KA-MGL,"Near Mangaluru PS-2, Dakshina Kannada",Unspecified,,0.5,24/7,50
POI-000659,Market - Mangaluru PS-2 Area,Market,12.81751,75.17785,STN-KA-MGL-0001,KA-MGL,"Near Mangaluru PS-2, Dakshina Kannada",Unspecified,,0.5,24/7,50
POI-000660,Market - Mangaluru PS-2 Area,Market,12.83602,75.21506,STN-KA-MGL-0001,KA-MGL,"Near Mangaluru PS-2, Dakshina Kannada",Unspecified,,0.5,24/7,50
POI-000661,Metro Station - Mangaluru PS-2 Area,Metro Station,12.80017,75.19292,STN-KA-MGL-0001,KA-MGL,"Near Mangaluru PS-2, Dakshina Kannada",Unspecified,,0.5,24/7,50
POI-000662,Metro Station - Mangaluru PS-2 Area,Metro Station,12.79853,75.21483,STN-KA-MGL-0001,KA-MGL,"Near Mangaluru PS-2, Dakshina Kannada",Unspecified,,0.5,24/7,50
POI-000663,Metro Station - Mangaluru PS-2 Area,Metro Station,12.79255,75.17673,STN-KA-MGL-0001,KA-MGL,"Near Mangaluru PS-2, Dakshina Kannada",Unspecified,,0.5,24/7,50
POI-000664,Temple - Mangaluru PS-2 Area,Temple,12.80232,75.20125,STN-KA-MGL-0001,KA-MGL,"Near Mangaluru PS-2, Dakshina Kannada",Unspecified,,0.5,24/7,50
POI-000665,Bank - Mangaluru PS-2 Area,Bank,12.83373,75.16867,STN-KA-MGL-0001,KA-MGL,"Near Mangaluru PS-2, Dakshina Kannada",Unspecified,,0.5,24/7,50
POI-000666,Market - Mangaluru PS-2 Area,Market,12.78108,75.18563,STN-KA-MGL-0001,KA-MGL,"Near Mangaluru PS-2, Dakshina Kannada",Unspecified,,0.5,24/7,50
POI-000667,Market - Mangaluru PS-3 Area,Market,12.76349,74.96935,STN-KA-MGL-0002,KA-MGL,"Near Mangaluru PS-3, Dakshina Kannada",Unspecified,,0.5,24/7,50
POI-000668,Temple - Mangaluru PS-3 Area,Temple,12.76316,74.99379,STN-KA-MGL-0002,KA-MGL,"Near Mangaluru PS-3, Dakshina Kannada",Unspecified,,0.5,24/7,50
POI-000669,Temple - Mangaluru PS-3 Area,Temple,12.73351,74.97385,STN-KA-MGL-0002,KA-MGL,"Near Mangaluru PS-3, Dakshina Kannada",Unspecified,,0.5,24/7,50
POI-000670,Metro Station - Mangaluru PS-3 Area,Metro Station,12.71555,74.99968,STN-KA-MGL-0002,KA-MGL,"Near Mangaluru PS-3, Dakshina Kannada",Unspecified,,0.5,24/7,50
POI-000671,ATM - Mangaluru PS-3 Area,ATM,12.75227,74.98118,STN-KA-MGL-0002,KA-MGL,"Near Mangaluru PS-3, Dakshina Kannada",Unspecified,,0.5,24/7,50
POI-000672,Liquor Store - Mangaluru PS-4 Area,Liquor Store,12.60404,74.84203,STN-KA-MGL-0003,KA-MGL,"Near Mangaluru PS-4, Dakshina Kannada",Unspecified,,0.5,24/7,50
POI-000673,Bank - Mangaluru PS-4 Area,Bank,12.60103,74.89986,STN-KA-MGL-0003,KA-MGL,"Near Mangaluru PS-4, Dakshina Kannada",Unspecified,,0.5,24/7,50
POI-000674,ATM - Mangaluru PS-4 Area,ATM,12.60884,74.84882,STN-KA-MGL-0003,KA-MGL,"Near Mangaluru PS-4, Dakshina Kannada",Unspecified,,0.5,24/7,50
POI-000675,Bank - Mangaluru PS-4 Area,Bank,12.61668,74.85315,STN-KA-MGL-0003,KA-MGL,"Near Mangaluru PS-4, Dakshina Kannada",Unspecified,,0.5,24/7,50
POI-000676,Market - Mangaluru PS-4 Area,Market,12.6079,74.84912,STN-KA-MGL-0003,KA-MGL,"Near Mangaluru PS-4, Dakshina Kannada",Unspecified,,0.5,24/7,50
POI-000677,School - Mangaluru PS-4 Area,School,12.63549,74.86717,STN-KA-MGL-0003,KA-MGL,"Near Mangaluru PS-4, Dakshina Kannada",Unspecified,,0.5,24/7,50
POI-000678,ATM - Mangaluru PS-4 Area,ATM,12.60358,74.88832,STN-KA-MGL-0003,KA-MGL,"Near Mangaluru PS-4, Dakshina Kannada",Unspecified,,0.5,24/7,50
POI-000679,School - Mangaluru PS-4 Area,School,12.62052,74.84841,STN-KA-MGL-0003,KA-MGL,"Near Mangaluru PS-4, Dakshina Kannada",Unspecified,,0.5,24/7,50
POI-000680,ATM - Mangaluru PS-4 Area,ATM,12.59634,74.87381,STN-KA-MGL-0003,KA-MGL,"Near Mangaluru PS-4, Dakshina Kannada",Unspecified,,0.5,24/7,50
POI-000681,Temple - Mangaluru PS-4 Area,Temple,12.59879,74.8695,STN-KA-MGL-0003,KA-MGL,"Near Mangaluru PS-4, Dakshina Kannada",Unspecified,,0.5,24/7,50
POI-000682,Metro Station - Mangaluru PS-5 Area,Metro Station,12.90177,74.97386,STN-KA-MGL-0004,KA-MGL,"Near Mangaluru PS-5, Dakshina Kannada",Unspecified,,0.5,24/7,50
POI-000683,Market - Mangaluru PS-5 Area,Market,12.89089,74.99584,STN-KA-MGL-0004,KA-MGL,"Near Mangaluru PS-5, Dakshina Kannada",Unspecified,,0.5,24/7,50
