station_id,name,district_id,district_name,taluk,station_type,jurisdiction_area_km2,population_served,officer_quota,latitude,longitude,established_year,is_cyber_cell,is_traffic_cell,phone,address
STN-KA-MGL-0017,Puttur PS-18,KA-MGL,Dakshina Kannada,Puttur,city,6.13,81591,31,12.507989,74.8948,2003,false,false,080-27525204,"Near Court Complex, Puttur, Dakshina Kannada"
STN-KA-MGL-0018,Puttur PS-19,KA-MGL,Dakshina Kannada,Puttur,rural,456.09,6887,10,12.717306,75.309501,1978,false,false,080-25005700,"Near Court Complex, Puttur, Dakshina Kannada"
STN-KA-MGL-0019,Puttur PS-20,KA-MGL,Dakshina Kannada,Puttur,rural,236.63,12032,4,12.885687,75.093468,1952,false,true,080-29964729,"Near Main Road, Puttur, Dakshina Kannada"
STN-KA-MGL-0020,Sullia PS-21,KA-MGL,Dakshina Kannada,Sullia,rural,167.04,16181,12,12.530362,75.404611,1957,true,false,080-23928578,"Near Taluk Office, Sullia, Dakshina Kannada"
STN-KA-MGL-0021,Sullia PS-22,KA-MGL,Dakshina Kannada,Sullia,town,135.15,38972,18,12.734031,75.214167,1972,false,false,080-28315137,"Near Main Road, Sullia, Dakshina Kannada"
STN-KA-MGL-0022,Sullia PS-23,KA-MGL,Dakshina Kannada,Sullia,town,110.56,64568,19,12.510327,75.17655,1980,false,false,080-22421820,"Near Court Complex, Sullia, Dakshina Kannada"
STN-KA-MGL-0023,Sullia PS-24,KA-MGL,Dakshina Kannada,Sullia,city,19.06,120303,38,12.788024,75.445558,1997,true,false,080-23195751,"Near Main Road, Sullia, Dakshina Kannada"
STN-KA-MGL-0024,Sullia PS-25,KA-MGL,Dakshina Kannada,Sullia,town,102.6,34662,16,12.581913,75.436296,1977,false,false,080-21968239,"Near Court Complex, Sullia, Dakshina Kannada"
STN-KA-MGL-0025,Kadaba PS-26,KA-MGL,Dakshina Kannada,Kadaba,town,114.45,52154,24,12.789233,75.015896,1996,false,false,080-21654371,"Near Court Complex, Kadaba, Dakshina Kannada"
STN-KA-MGL-0026,Kadaba PS-27,KA-MGL,Dakshina Kannada,Kadaba,town,74.48,39002,18,12.960855,75.2054,2003,false,true,080-23859072,"Near Court Complex, Kadaba, Dakshina Kannada"
STN-KA-MGL-0027,Kadaba PS-28,KA-MGL,Dakshina Kannada,Kadaba,town,108.55,74044,15,12.501559,75.304219,2012,true,false,080-20985360,"Near Main Road, Kadaba, Dakshina Kannada"
STN-KA-MGL-0028,Kadaba PS-29,KA-MGL,Dakshina Kannada,Kadaba,city,28.63,266212,32,12.531232,75.119207,1957,false,false,080-28106820,"Near Court Complex, Kadaba, Dakshina Kannada"
STN-KA-MGL-0029,Kadaba PS-30,KA-MGL,Dakshina Kannada,Kadaba,city,5.17,327567,30,12.883701,75.436841,1963,false,false,080-24042786,"Near Bus Stand, Kadaba, Dakshina Kannada"
STN-KA-HBL-0000,Hubballi Town PS,KA-HBL,Hubballi-Dharwad,Hubballi,town,62.08,63218,17,15.179985,75.379643,1960,false,false,080-20531577,"Near Main Road, Hubballi, Hubballi-Dharwad"
STN-KA-HBL-0001,Hubballi PS-2,KA-HBL,Hubballi-Dharwad,Hubballi,rural,169.64,5709,9,15.339514,75.400572,1962,false,false,080-23854842,"Near Bus Stand, Hubballi, Hubballi-Dharwad"
STN-KA-HBL-0002,Hubballi PS-3,KA-HBL,Hubballi-Dharwad,Hubballi,rural,389.55,8877,4,15.576882,75.210925,2000,false,true,080-29461648,"Near Bus Stand, Hubballi, Hubballi-Dharwad"
STN-KA-HBL-0003,Hubballi PS-4,KA-HBL,Hubballi-Dharwad,Hubballi,rural,284.35,5569,4,15.058611,74.962501,1959,false,false,080-29992655,"Near Court Complex, Hubballi, Hubballi-Dharwad"
STN-KA-HBL-0004,Hubballi PS-5,KA-HBL,Hubballi-Dharwad,Hubballi,town,62.8,39902,22,15.111443,75.210113,1998,true,false,080-24134741,"Near Main Road, Hubballi, Hubballi-Dharwad"
STN-KA-HBL-0005,Hubballi PS-6,KA-HBL,Hubballi-Dharwad,Hubballi,city,11.7,130885,41,15.003117,75.015787,1996,false,true,080-21464604,"Near Bus Stand, Hubballi, Hubballi-Dharwad"
STN-KA-HBL-0006,Dharwad PS-7,KA-HBL,Hubballi-Dharwad,Dharwad,rural,292.82,14597,9,15.518231,74.808638,2002,false,true,080-29387465,"Near Bus Stand, Dharwad, Hubballi-Dharwad"
STN-KA-HBL-0007,Dharwad PS-8,KA-HBL,Hubballi-Dharwad,Dharwad,town,50.34,74634,15,15.165577,75.009827,1959,false,false,080-28318184,"Near Bus Stand, Dharwad, Hubballi-Dharwad"
STN-KA-HBL-0008,Dharwad PS-9,KA-HBL,Hubballi-Dharwad,Dharwad,rural,482.09,13798,10,15.489285,75.401656,1967,false,false,080-23369728,"Near Court Complex, Dharwad, Hubballi-Dharwad"
STN-KA-HBL-0009,Dharwad PS-10,KA-HBL,Hubballi-Dharwad,Dharwad,town,77.79,74357,22,15.489897,75.075055,1964,false,true,080-29154137,"Near Bus Stand, Dharwad, Hubballi-Dharwad"
STN-KA-HBL-0010,Dharwad PS-11,KA-HBL,Hubballi-Dharwad,Dharwad,city,28.83,279876,56,15.083507,75.011983,1982,false,false,080-26324856,"Near Main Road, Dharwad, Hubballi-Dharwad"
STN-KA-HBL-0011,Dharwad PS-12,KA-HBL,Hubballi-Dharwad,Dharwad,rural,290.28,4204,12,15.356292,75.440081,1963,false,false,080-25956059,"Near Bus Stand, Dharwad, Hubballi-Dharwad"
STN-KA-HBL-0012,Kalghatagi PS-13,KA-HBL,Hubballi-Dharwad,Kalghatagi,city,19.08,444622,33,15.155243,75.157473,1978,false,false,080-29874900,"Near Bus Stand, Kalghatagi, Hubballi-Dharwad"
STN-KA-HBL-0013,Kalghatagi PS-14,KA-HBL,Hubballi-Dharwad,Kalghatagi,town,87.93,25213,19,15.2732,74.944807,2011,false,true,080-27590804,"Near Taluk Office, Kalghatagi, Hubballi-Dharwad"
STN-KA-HBL-0014,Kalghatagi PS-15,KA-HBL,Hubballi-Dharwad,Kalghatagi,city,12.51,495214,51,15.309596,75.186337,1992,false,false,080-23889890,"Near Court Complex, Kalghatagi, Hubballi-Dharwad"
STN-KA-HBL-0015,Kalghatagi PS-16,KA-HBL,Hubballi-Dharwad,Kalghatagi,town,108.88,35863,23,15.00267,74.950357,1985,false,false,080-21049645,"Near Main Road, Kalghatagi, Hubballi-Dharwad"
STN-KA-HBL-0016,Kalghatagi PS-17,KA-HBL,Hubballi-Dharwad,Kalghatagi,town,53.65,74157,22,15.352203,75.043547,2008,false,false,080-24990296,"Near Main Road, Kalghatagi, Hubballi-Dharwad"
STN-KA-HBL-0017,Kalghatagi PS-18,KA-HBL,Hubballi-Dharwad,Kalghatagi,town,58.63,28528,23,15.344884,75.096127,2012,false,false,080-22906397,"Near Bus Stand, Kalghatagi, Hubballi-Dharwad"
STN-KA-HBL-0018,Navalgund PS-19,KA-HBL,Hubballi-Dharwad,Navalgund,rural,444.69,14764,11,15.081921,75.370651,2014,false,false,080-28249791,"Near Court Complex, Navalgund, Hubballi-Dharwad"
STN-KA-HBL-0019,Navalgund PS-20,KA-HBL,Hubballi-Dharwad,Navalgund,rural,160.8,12571,7,15.322565,74.917746,2008,false,false,080-28309978,"Near Main Road, Navalgund, Hubballi-Dharwad"
STN-KA-HBL-0020,Navalgund PS-21,KA-HBL,Hubballi-Dharwad,Navalgund,city,11.7,334186,47,15.06145,75.38105,1981,false,false,080-27545256,"Near Taluk Office, Navalgund, Hubballi-Dharwad"
STN-KA-HBL-0021,Navalgund PS-22,KA-HBL,Hubballi-Dharwad,Navalgund,town,40.44,41056,28,15.516629,75.227183,2004,true,true,080-23466502,"Near Bus Stand, Navalgund, Hubballi-Dharwad"
STN-KA-HBL-0022,Navalgund PS-23,KA-HBL,Hubballi-Dharwad,Navalgund,city,19.25,138278,39,15.571438,75.16009,1962,true,false,080-26905438,"Near Main Road, Navalgund, Hubballi-Dharwad"
STN-KA-HBL-0023,Navalgund PS-24,KA-HBL,Hubballi-Dharwad,Navalgund,town,45.23,29168,17,15.293675,75.204198,1984,false,false,080-21266952,"Near Main Road, Navalgund, Hubballi-Dharwad"
STN-KA-HBL-0024,Kundgol PS-25,KA-HBL,Hubballi-Dharwad,Kundgol,rural,477.72,18992,4,15.521345,75.393017,1961,false,false,080-26009980,"Near Main Road, Kundgol, Hubballi-Dharwad"
STN-KA-HBL-0025,Kundgol PS-26,KA-HBL,Hubballi-Dharwad,Kundgol,rural,224.15,12292,6,15.339685,75.139737,1993,false,false,080-20770794,"Near Main Road, Kundgol, Hubballi-Dharwad"
STN-KA-HBL-0026,Kundgol PS-27,KA-HBL,Hubballi-Dharwad,Kundgol,rural,205.29,17018,8,15.095386,75.452908,1985,true,false,080-21382787,"Near Taluk Office, Kundgol, Hubballi-Dharwad"
STN-KA-HBL-0027,Kundgol PS-28,KA-HBL,Hubballi-Dharwad,Kundgol,town,105.07,40689,12,15.000652,75.133765,1966,false,false,080-27466983,"Near Main Road, Kundgol, Hubballi-Dharwad"
STN-KA-HBL-0028,Kundgol PS-29,KA-HBL,Hubballi-Dharwad,Kundgol,city,22.39,271414,32,15.053599,75.36417,1963,false,false,080-22300647,"Near Court Complex, Kundgol, Hubballi-Dharwad"
STN-KA-HBL-0029,Kundgol PS-30,KA-HBL,Hubballi-Dharwad,Kundgol,town,111.26,11110,21,15.376848,74.905962,2002,false,false,080-23644760,"Near Main Road, Kundgol, Hubballi-Dharwad"
STN-KA-BLG-0000,Belagavi  PS,KA-BLG,Belagavi,Belagavi,city,8.5,234305,55,15.749271,74.284249,1986,false,false,080-25060836,"Near Bus Stand, Belagavi, Belagavi"
STN-KA-BLG-0001,Belagavi PS-2,KA-BLG,Belagavi,Belagavi,town,65.47,41370,13,15.949624,74.79393,1951,false,false,080-22214305,"Near Court Complex, Belagavi, Belagavi"
STN-KA-BLG-0002,Belagavi PS-3,KA-BLG,Belagavi,Belagavi,rural,416.95,3546,4,15.735967,74.239827,1957,false,false,080-24806467,"Near Court Complex, Belagavi, Belagavi"
STN-KA-BLG-0003,Belagavi PS-4,KA-BLG,Belagavi,Belagavi,rural,337.8,12092,5,15.960174,74.403197,1969,false,false,080-21109227,"Near Taluk Office, Belagavi, Belagavi"
STN-KA-BLG-0004,Belagavi PS-5,KA-BLG,Belagavi,Belagavi,rural,170.27,6800,4,15.778361,74.941694,1972,true,false,080-20190431,"Near Bus Stand, Belagavi, Belagavi"
STN-KA-BLG-0005,Belagavi PS-6,KA-BLG,Belagavi,Belagavi,rural,424.05,8471,8,16.159642,74.318057,1953,false,false,080-28788815,"Near Main Road, Belagavi, Belagavi"
STN-KA-BLG-0006,Belagavi PS-7,KA-BLG,Belagavi,Belagavi,town,99.2,76949,25,15.830919,74.455116,1963,false,false,080-21934976,"Near Bus Stand, Belagavi, Belagavi"
STN-KA-BLG-0007,Belagavi PS-8,KA-BLG,Belagavi,Belagavi,city,6.1,297340,59,16.338044,75.057485,2003,false,true,080-25367620,"Near Taluk Office, Belagavi, Belagavi"
STN-KA-BLG-0008,Belagavi PS-9,KA-BLG,Belagavi,Belagavi,city,19.29,77615,55,16.358671,74.268926,2009,false,false,080-25212643,"Near Taluk Office, Belagavi, Belagavi"
STN-KA-BLG-0009,Gokak PS-10,KA-BLG,Belagavi,Gokak,city,18.83,345597,44,16.398008,74.975886,1981,true,false,080-20401147,"Near Bus Stand, Gokak, Belagavi"
STN-KA-BLG-0010,Gokak PS-11,KA-BLG,Belagavi,Gokak,town,113.22,10191,19,15.684675,75.183116,2003,false,true,080-22388630,"Near Taluk Office, Gokak, Belagavi"
STN-KA-BLG-0011,Gokak PS-12,KA-BLG,Belagavi,Gokak,city,6.1,266560,53,15.954885,74.837216,2000,true,false,080-27297801,"Near Bus Stand, Gokak, Belagavi"
STN-KA-BLG-0012,Hukkeri PS-13,KA-BLG,Belagavi,Hukkeri,town,132.11,52762,18,15.567219,74.402713,1963,true,true,080-27819107,"Near Taluk Office, Hukkeri, Belagavi"
STN-KA-BLG-0013,Hukkeri PS-14,KA-BLG,Belagavi,Hukkeri,rural,419.62,18182,5,15.641854,74.886055,1955,false,false,080-22488460,"Near Main Road, Hukkeri, Belagavi"
STN-KA-BLG-0014,Hukkeri PS-15,KA-BLG,Belagavi,Hukkeri,town,77.55,44100,22,16.000358,74.750121,1962,false,false,080-22345338,"Near Main Road, Hukkeri, Belagavi"
STN-KA-BLG-0015,Khanapur PS-16,KA-BLG,Belagavi,Khanapur,city,6.54,153878,51,16.024091,74.458821,1959,true,true,080-27439543,"Near Bus Stand, Khanapur, Belagavi"
STN-KA-BLG-0016,Khanapur PS-17,KA-BLG,Belagavi,Khanapur,city,27.63,72385,35,16.239517,74.594999,1953,false,false,080-25938182,"Near Bus Stand, Khanapur, Belagavi"
STN-KA-BLG-0017,Khanapur PS-18,KA-BLG,Belagavi,Khanapur,town,83.52,42215,23,15.931128,74.287722,1999,true,true,080-28821696,"Near Bus Stand, Khanapur, Belagavi"
STN-KA-BLG-0018,Chikkodi PS-19,KA-BLG,Belagavi,Chikkodi,city,29.74,335484,59,15.789444,74.470436,1953,false,true,080-24713268,"Near Main Road, Chikkodi, Belagavi"
STN-KA-BLG-0019,Chikkodi PS-20,KA-BLG,Belagavi,Chikkodi,rural,499.86,11121,8,15.980321,74.991237,1957,false,false,080-29658510,"Near Court Complex, Chikkodi, Belagavi"
STN-KA-BLG-0020,Chikkodi PS-21,KA-BLG,Belagavi,Chikkodi,town,148.99,51681,28,16.133108,74.551682,1968,false,true,080-28258194,"Near Taluk Office, Chikkodi, Belagavi"
STN-KA-BLG-0021,Raibag PS-22,KA-BLG,Belagavi,Raibag,town,40.83,12612,20,16.225801,74.540759,1972,false,false,080-25428919,"Near Main Road, Raibag, Belagavi"
STN-KA-BLG-0022,Raibag PS-23,KA-BLG,Belagavi,Raibag,city,8.69,108154,60,16.134084,74.86214,1962,false,false,080-22642476,"Near Court Complex, Raibag, Belagavi"
STN-KA-BLG-0023,Raibag PS-24,KA-BLG,Belagavi,Raibag,rural,489.06,10315,6,15.840546,74.933995,1987,true,false,080-29610573,"Near Court Complex, Raibag, Belagavi"
STN-KA-BLG-0024,Ramdurg PS-25,KA-BLG,Belagavi,Ramdurg,city,9.55,370539,59,15.798052,74.277807,1994,false,true,080-21488575,"Near Taluk Office, Ramdurg, Belagavi"
STN-KA-BLG-0025,Ramdurg PS-26,KA-BLG,Belagavi,Ramdurg,rural,392.61,6540,4,15.847343,74.932584,1971,false,false,080-26353742,"Near Taluk Office, Ramdurg, Belagavi"
STN-KA-BLG-0026,Ramdurg PS-27,KA-BLG,Belagavi,Ramdurg,rural,452.42,8329,4,15.765418,74.518717,1963,true,true,080-26299138,"Near Bus Stand, Ramdurg, Belagavi"
STN-KA-BLG-0027,Savadatti PS-28,KA-BLG,Belagavi,Savadatti,city,18.68,361443,43,16.046586,74.6342,1956,true,true,080-23187406,"Near Court Complex, Savadatti, Belagavi"
STN-KA-BLG-0028,Savadatti PS-29,KA-BLG,Belagavi,Savadatti,town,65.69,74349,21,15.884845,74.494549,2011,true,true,080-22866088,"Near Taluk Office, Savadatti, Belagavi"
STN-KA-BLG-0029,Savadatti PS-30,KA-BLG,Belagavi,Savadatti,city,16.84,296910,32,15.848774,74.571021,1998,false,false,080-24417373,"Near Court Complex, Savadatti, Belagavi"
STN-KA-KLP-0000,Kalaburagi Rural PS,KA-KLP,Kalaburagi,Kalaburagi,rural,347.49,5808,12,17.289791,77.256457,1979,false,false,080-28767475,"Near Court Complex, Kalaburagi, Kalaburagi"
STN-KA-KLP-0001,Kalaburagi PS-2,KA-KLP,Kalaburagi,Kalaburagi,rural,254.6,19452,6,17.084197,77.257189,1972,false,true,080-23554926,"Near Bus Stand, Kalaburagi, Kalaburagi"
STN-KA-KLP-0002,Kalaburagi PS-3,KA-KLP,Kalaburagi,Kalaburagi,town,39.4,29382,12,17.271669,76.897355,1991,false,false,080-20207430,"Near Court Complex, Kalaburagi, Kalaburagi"
STN-KA-KLP-0003,Kalaburagi PS-4,KA-KLP,Kalaburagi,Kalaburagi,city,15.36,447608,48,17.607233,77.380136,2002,false,false,080-29596957,"Near Court Complex, Kalaburagi, Kalaburagi"
STN-KA-KLP-0004,Kalaburagi PS-5,KA-KLP,Kalaburagi,Kalaburagi,city,9.3,406942,42,17.034504,76.975218,1984,false,true,080-25084418,"Near Taluk Office, Kalaburagi, Kalaburagi"
STN-KA-KLP-0005,Kalaburagi PS-6,KA-KLP,Kalaburagi,Kalaburagi,town,132.99,27614,24,17.188594,76.916773,1961,true,true,080-26831185,"Near Court Complex, Kalaburagi, Kalaburagi"
STN-KA-KLP-0006,Afzalpur PS-7,KA-KLP,Kalaburagi,Afzalpur,town,91.83,76426,26,17.121616,77.375181,1975,false,true,080-27657937,"Near Main Road, Afzalpur, Kalaburagi"
STN-KA-KLP-0007,Afzalpur PS-8,KA-KLP,Kalaburagi,Afzalpur,town,62.88,62028,10,17.260727,77.094044,1972,false,false,080-29249844,"Near Taluk Office, Afzalpur, Kalaburagi"
STN-KA-KLP-0008,Afzalpur PS-9,KA-KLP,Kalaburagi,Afzalpur,town,137.34,21847,22,17.114035,77.072258,1977,false,false,080-23468370,"Near Taluk Office, Afzalpur, Kalaburagi"
STN-KA-KLP-0009,Afzalpur PS-10,KA-KLP,Kalaburagi,Afzalpur,rural,488.5,18535,6,17.420799,76.508464,1982,false,false,080-24620085,"Near Court Complex, Afzalpur, Kalaburagi"
STN-KA-KLP-0010,Chittapur PS-11,KA-KLP,Kalaburagi,Chittapur,rural,226.37,16013,4,17.35806,77.162355,1997,false,false,080-24742531,"Near Taluk Office, Chittapur, Kalaburagi"
STN-KA-KLP-0011,Chittapur PS-12,KA-KLP,Kalaburagi,Chittapur,city,17.04,220465,50,17.131852,77.017294,1980,false,false,080-26779646,"Near Taluk Office, Chittapur, Kalaburagi"
STN-KA-KLP-0012,Chittapur PS-13,KA-KLP,Kalaburagi,Chittapur,town,108.65,64862,11,17.240217,77.213369,2010,false,false,080-28511330,"Near Taluk Office, Chittapur, Kalaburagi"
STN-KA-KLP-0013,Chittapur PS-14,KA-KLP,Kalaburagi,Chittapur,town,135.18,71706,18,17.534043,76.683068,1992,false,true,080-23746820,"Near Taluk Office, Chittapur, Kalaburagi"
STN-KA-KLP-0014,Gulbarga PS-15,KA-KLP,Kalaburagi,Gulbarga,rural,241.2,6859,5,17.330554,76.694544,1965,false,false,080-25005578,"Near Court Complex, Gulbarga, Kalaburagi"
STN-KA-KLP-0015,Gulbarga PS-16,KA-KLP,Kalaburagi,Gulbarga,city,26.77,229657,34,17.545259,76.987581,1972,false,true,080-27584194,"Near Taluk Office, Gulbarga, Kalaburagi"
STN-KA-KLP-0016,Gulbarga PS-17,KA-KLP,Kalaburagi,Gulbarga,town,50.23,21539,23,17.282375,77.465328,1999,true,false,080-26259602,"Near Main Road, Gulbarga, Kalaburagi"
STN-KA-KLP-0017,Gulbarga PS-18,KA-KLP,Kalaburagi,Gulbarga,town,93.72,42613,21,17.090252,76.88355,1989,true,false,080-25003003,"Near Taluk Office, Gulbarga, Kalaburagi"
STN-KA-KLP-0018,Sedam PS-19,KA-KLP,Kalaburagi,Sedam,rural,268.24,14230,9,17.525081,76.664884,2001,true,true,080-22201267,"Near Bus Stand, Sedam, Kalaburagi"
STN-KA-KLP-0019,Sedam PS-20,KA-KLP,Kalaburagi,Sedam,city,19.74,391070,58,17.539875,77.123135,1956,false,false,080-20331211,"Near Main Road, Sedam, Kalaburagi"
STN-KA-KLP-0020,Sedam PS-21,KA-KLP,Kalaburagi,Sedam,city,15.42,298720,52,17.210782,77.161665,1984,false,false,080-27026730,"Near Main Road, Sedam, Kalaburagi"
STN-KA-KLP-0021,Sedam PS-22,KA-KLP,Kalaburagi,Sedam,city,12.07,369292,56,17.250545,76.909756,1970,true,false,080-23484526,"Near Court Complex, Sedam, Kalaburagi"
STN-KA-KLP-0022,Shorapur PS-23,KA-KLP,Kalaburagi,Shorapur,town,31.53,74763,12,17.052534,77.223576,1982,false,false,080-24966428,"Near Taluk Office, Shorapur, Kalaburagi"
STN-KA-KLP-0023,Shorapur PS-24,KA-KLP,Kalaburagi,Shorapur,rural,455.95,14803,10,17.516978,76.594998,1955,true,true,080-22860721,"Near Taluk Office, Shorapur, Kalaburagi"
STN-KA-KLP-0024,Shorapur PS-25,KA-KLP,Kalaburagi,Shorapur,town,144.61,22183,20,17.079682,76.90025,2008,false,false,080-28023619,"Near Court Complex, Shorapur, Kalaburagi"
STN-KA-KLP-0025,Shorapur PS-26,KA-KLP,Kalaburagi,Shorapur,town,113.54,30892,28,17.561585,77.178393,1973,false,false,080-20483456,"Near Bus Stand, Shorapur, Kalaburagi"
STN-KA-KLP-0026,Yadgir PS-27,KA-KLP,Kalaburagi,Yadgir,rural,293.95,11572,4,17.493198,77.177929,1978,false,false,080-25675742,"Near Main Road, Yadgir, Kalaburagi"
STN-KA-KLP-0027,Yadgir PS-28,KA-KLP,Kalaburagi,Yadgir,rural,271.01,7871,4,17.008151,77.434371,2014,false,false,080-22775016,"Near Main Road, Yadgir, Kalaburagi"
STN-KA-KLP-0028,Yadgir PS-29,KA-KLP,Kalaburagi,Yadgir,rural,247.35,15407,5,17.321366,77.301261,2007,true,false,080-25302632,"Near Main Road, Yadgir, Kalaburagi"
STN-KA-KLP-0029,Yadgir PS-30,KA-KLP,Kalaburagi,Yadgir,rural,291.2,5978,8,17.623078,77.062333,2008,false,false,080-20910586,"Near Bus Stand, Yadgir, Kalaburagi"
STN-KA-DVG-0000,Davanagere Rural PS,KA-DVG,Davanagere,Davanagere,rural,359.98,17828,7,14.201318,75.848597,1987,false,false,080-21783791,"Near Main Road, Davanagere, Davanagere"
STN-KA-DVG-0001,Davanagere PS-2,KA-DVG,Davanagere,Davanagere,town,128.62,24019,16,14.272447,76.196536,1977,false,false,080-25669584,"Near Main Road, Davanagere, Davanagere"
STN-KA-DVG-0002,Davanagere PS-3,KA-DVG,Davanagere,Davanagere,rural,385.25,17987,12,14.280782,75.94918,1956,false,false,080-29816696,"Near Court Complex, Davanagere, Davanagere"
STN-KA-DVG-0003,Davanagere PS-4,KA-DVG,Davanagere,Davanagere,town,50.84,60778,22,14.7877,76.241137,1981,false,false,080-24935413,"Near Court Complex, Davanagere, Davanagere"
STN-KA-DVG-0004,Davanagere PS-5,KA-DVG,Davanagere,Davanagere,town,102.3,49179,27,14.320533,76.036917,1987,false,false,080-22225862,"Near Bus Stand, Davanagere, Davanagere"
STN-KA-DVG-0005,Davanagere PS-6,KA-DVG,Davanagere,Davanagere,rural,346.8,12369,4,14.513638,75.61769,1968,true,true,080-24479152,"Near Bus Stand, Davanagere, Davanagere"
STN-KA-DVG-0006,Harihar PS-7,KA-DVG,Davanagere,Harihar,rural,171.71,9684,4,14.415209,75.916816,1978,false,false,080-23986190,"Near Taluk Office, Harihar, Davanagere"
STN-KA-DVG-0007,Harihar PS-8,KA-DVG,Davanagere,Harihar,town,76.51,50980,18,14.572337,76.146647,2006,false,false,080-26169672,"Near Bus Stand, Harihar, Davanagere"
STN-KA-DVG-0008,Harihar PS-9,KA-DVG,Davanagere,Harihar,town,51.29,32779,22,14.457105,75.989619,1966,true,false,080-20094709,"Near Taluk Office, Harihar, Davanagere"
STN-KA-DVG-0009,Channagiri PS-10,KA-DVG,Davanagere,Channagiri,rural,203.8,12868,12,14.414851,76.148822,1990,false,false,080-28734324,"Near Main Road, Channagiri, Davanagere"
STN-KA-DVG-0010,Channagiri PS-11,KA-DVG,Davanagere,Channagiri,town,94.44,37964,21,14.331067,76.126859,2010,false,false,080-20147701,"Near Main Road, Channagiri, Davanagere"
STN-KA-DVG-0011,Channagiri PS-12,KA-DVG,Davanagere,Channagiri,rural,364.8,4306,10,14.749559,76.261491,1999,false,false,080-20414493,"Near Taluk Office, Channagiri, Davanagere"
STN-KA-DVG-0012,Harapanahalli PS-13,KA-DVG,Davanagere,Harapanahalli,rural,378.03,5698,6,14.782977,76.141323,1950,false,true,080-23576485,"Near Court Complex, Harapanahalli, Davanagere"
STN-KA-DVG-0013,Harapanahalli PS-14,KA-DVG,Davanagere,Harapanahalli,town,129.45,67047,14,14.475535,75.832201,1961,true,true,080-24226314,"Near Main Road, Harapanahalli, Davanagere"
STN-KA-DVG-0014,Harapanahalli PS-15,KA-DVG,Davanagere,Harapanahalli,town,78.92,66757,22,14.520901,76.048996,1958,false,false,080-21217848,"Near Taluk Office, Harapanahalli, Davanagere"
STN-KA-DVG-0015,Jagalur PS-16,KA-DVG,Davanagere,Jagalur,town,112.31,67367,10,14.293794,75.753906,2000,false,false,080-24948917,"Near Bus Stand, Jagalur, Davanagere"
STN-KA-DVG-0016,Jagalur PS-17,KA-DVG,Davanagere,Jagalur,rural,428.26,3365,6,14.273941,75.603521,2000,false,false,080-25111869,"Near Bus Stand, Jagalur, Davanagere"
STN-KA-DVG-0017,Jagalur PS-18,KA-DVG,Davanagere,Jagalur,rural,448.01,9029,8,14.316596,75.726951,1956,false,false,080-29208193,"Near Court Complex, Jagalur, Davanagere"
STN-KA-SHV-0000,Shivamogga Town PS,KA-SHV,Shivamogga,Shivamogga,town,38.08,73857,14,13.770032,75.457564,1974,false,false,080-25128383,"Near Bus Stand, Shivamogga, Shivamogga"
STN-KA-SHV-0001,Shivamogga PS-2,KA-SHV,Shivamogga,Shivamogga,rural,209.02,10258,10,13.893676,75.223537,1992,false,false,080-26018685,"Near Taluk Office, Shivamogga, Shivamogga"
STN-KA-SHV-0002,Shivamogga PS-3,KA-SHV,Shivamogga,Shivamogga,rural,362.32,7587,7,13.884264,75.697702,1959,false,false,080-28509040,"Near Main Road, Shivamogga, Shivamogga"
STN-KA-SHV-0003,Bhadravati PS-4,KA-SHV,Shivamogga,Bhadravati,rural,162.83,7870,7,14.324006,75.430641,1987,true,false,080-21519244,"Near Court Complex, Bhadravati, Shivamogga"
STN-KA-SHV-0004,Bhadravati PS-5,KA-SHV,Shivamogga,Bhadravati,rural,446.79,19847,6,13.825402,75.753841,1968,false,false,080-26019590,"Near Main Road, Bhadravati, Shivamogga"
STN-KA-SHV-0005,Bhadravati PS-6,KA-SHV,Shivamogga,Bhadravati,town,57.81,15610,21,14.028772,75.309179,1955,true,false,080-21731828,"Near Taluk Office, Bhadravati, Shivamogga"
STN-KA-SHV-0006,Tirthahalli PS-7,KA-SHV,Shivamogga,Tirthahalli,rural,281.83,5550,10,14.380872,75.100609,2001,false,false,080-28168181,"Near Court Complex, Tirthahalli, Shivamogga"
STN-KA-SHV-0007,Tirthahalli PS-8,KA-SHV,Shivamogga,Tirthahalli,town,46.68,77441,14,13.81015,75.441818,1965,false,false,080-25540252,"Near Main Road, Tirthahalli, Shivamogga"
STN-KA-SHV-0008,Tirthahalli PS-9,KA-SHV,Shivamogga,Tirthahalli,rural,356.78,3735,6,14.101441,75.045016,2015,true,false,080-20938047,"Near Bus Stand, Tirthahalli, Shivamogga"
STN-KA-SHV-0009,Soraba PS-10,KA-SHV,Shivamogga,Soraba,rural,291.91,12288,7,14.014442,75.793498,2011,true,false,080-22394312,"Near Bus Stand, Soraba, Shivamogga"
STN-KA-SHV-0010,Soraba PS-11,KA-SHV,Shivamogga,Soraba,rural,472.82,10530,6,13.775999,75.082114,2014,false,false,080-21615622,"Near Bus Stand, Soraba, Shivamogga"
STN-KA-SHV-0011,Soraba PS-12,KA-SHV,Shivamogga,Soraba,rural,457.21,6850,6,14.331389,75.385357,1950,false,false,080-27239315,"Near Court Complex, Soraba, Shivamogga"
