camera_id,latitude,longitude,district_id,station_id,camera_type,resolution,coverage_radius,orientation,field_of_view,installation_height,day_night,operational_status
CAM-003293,15.44048,75.46631,KA-HBL,STN-KA-HBL-0027,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003294,15.41448,75.48577,KA-HBL,STN-KA-HBL-0027,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003295,15.40515,75.46672,KA-HBL,STN-KA-HBL-0027,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003296,15.44357,75.51725,KA-HBL,STN-KA-HBL-0027,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003297,15.41852,75.49659,KA-HBL,STN-KA-HBL-0027,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003298,15.42315,75.5121,KA-HBL,STN-KA-HBL-0027,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003299,15.41537,75.50696,KA-HBL,STN-KA-HBL-0027,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003300,15.41167,75.51782,KA-HBL,STN-KA-HBL-0027,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003301,15.3941,75.49047,KA-HBL,STN-KA-HBL-0027,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003302,15.39298,75.47965,KA-HBL,STN-KA-HBL-0027,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003303,15.44506,75.4914,KA-HBL,STN-KA-HBL-0027,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003304,15.4138,75.46653,KA-HBL,STN-KA-HBL-0027,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003305,15.42412,75.49237,KA-HBL,STN-KA-HBL-0027,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003306,15.4043,75.48554,KA-HBL,STN-KA-HBL-0027,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003307,15.40025,75.46307,KA-HBL,STN-KA-HBL-0027,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003308,15.30846,75.37969,KA-HBL,STN-KA-HBL-0028,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003309,15.30671,75.37107,KA-HBL,STN-KA-HBL-0028,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003310,15.31601,75.41095,KA-HBL,STN-KA-HBL-0028,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003311,15.29593,75.37131,KA-HBL,STN-KA-HBL-0028,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003312,15.34004,75.4164,KA-HBL,STN-KA-HBL-0028,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003313,15.32542,75.37581,KA-HBL,STN-KA-HBL-0028,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003314,15.28602,75.39368,KA-HBL,STN-KA-HBL-0028,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003315,15.3219,75.38584,KA-HBL,STN-KA-HBL-0028,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003316,15.31168,75.38065,KA-HBL,STN-KA-HBL-0028,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003317,15.32462,75.37555,KA-HBL,STN-KA-HBL-0028,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003318,15.28281,75.36122,KA-HBL,STN-KA-HBL-0028,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003319,15.30825,75.36062,KA-HBL,STN-KA-HBL-0028,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003320,15.29835,75.37669,KA-HBL,STN-KA-HBL-0028,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003321,15.31792,75.40338,KA-HBL,STN-KA-HBL-0028,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003322,15.34094,75.39483,KA-HBL,STN-KA-HBL-0028,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003323,15.30919,75.41629,KA-HBL,STN-KA-HBL-0028,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003324,15.32674,75.39116,KA-HBL,STN-KA-HBL-0028,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003325,15.32793,75.40942,KA-HBL,STN-KA-HBL-0028,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003326,15.31638,75.39128,KA-HBL,STN-KA-HBL-0028,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003327,15.29871,75.40897,KA-HBL,STN-KA-HBL-0028,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003328,15.31608,75.38973,KA-HBL,STN-KA-HBL-0028,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003329,15.33807,75.41351,KA-HBL,STN-KA-HBL-0028,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003330,15.29422,75.37101,KA-HBL,STN-KA-HBL-0028,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003331,15.30976,75.37129,KA-HBL,STN-KA-HBL-0028,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003332,15.303,75.36181,KA-HBL,STN-KA-HBL-0028,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003333,15.33907,75.38428,KA-HBL,STN-KA-HBL-0028,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003334,15.16487,74.89606,KA-HBL,STN-KA-HBL-0029,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003335,15.20065,74.9264,KA-HBL,STN-KA-HBL-0029,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003336,15.19045,74.87785,KA-HBL,STN-KA-HBL-0029,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003337,15.16065,74.87814,KA-HBL,STN-KA-HBL-0029,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003338,15.1425,74.91978,KA-HBL,STN-KA-HBL-0029,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003339,15.16118,74.8758,KA-HBL,STN-KA-HBL-0029,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003340,15.19,74.91476,KA-HBL,STN-KA-HBL-0029,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003341,15.1893,74.91963,KA-HBL,STN-KA-HBL-0029,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003342,15.20145,74.91374,KA-HBL,STN-KA-HBL-0029,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003343,15.16591,74.92714,KA-HBL,STN-KA-HBL-0029,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003344,15.18804,74.87599,KA-HBL,STN-KA-HBL-0029,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003345,15.74371,74.66919,KA-BLG,STN-KA-BLG-0000,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003346,15.70227,74.66824,KA-BLG,STN-KA-BLG-0000,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003347,15.72749,74.66901,KA-BLG,STN-KA-BLG-0000,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003348,15.7073,74.68135,KA-BLG,STN-KA-BLG-0000,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003349,15.70103,74.66229,KA-BLG,STN-KA-BLG-0000,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003350,15.73351,74.65794,KA-BLG,STN-KA-BLG-0000,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003351,15.73973,74.66599,KA-BLG,STN-KA-BLG-0000,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003352,15.74003,74.6788,KA-BLG,STN-KA-BLG-0000,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003353,15.73528,74.66843,KA-BLG,STN-KA-BLG-0000,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003354,15.74434,74.67848,KA-BLG,STN-KA-BLG-0000,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003355,15.73738,74.64068,KA-BLG,STN-KA-BLG-0000,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003356,15.70104,74.66778,KA-BLG,STN-KA-BLG-0000,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003357,15.72793,74.64205,KA-BLG,STN-KA-BLG-0000,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003358,15.70351,74.63884,KA-BLG,STN-KA-BLG-0000,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003359,15.75316,74.68263,KA-BLG,STN-KA-BLG-0000,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003360,15.70557,74.66743,KA-BLG,STN-KA-BLG-0000,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003361,15.70608,74.68393,KA-BLG,STN-KA-BLG-0000,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003362,15.7252,74.67592,KA-BLG,STN-KA-BLG-0000,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003363,15.73633,74.68165,KA-BLG,STN-KA-BLG-0000,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003364,15.69585,74.63092,KA-BLG,STN-KA-BLG-0000,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003365,15.69373,74.66634,KA-BLG,STN-KA-BLG-0000,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003366,15.69886,74.62795,KA-BLG,STN-KA-BLG-0000,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003367,15.7527,74.65865,KA-BLG,STN-KA-BLG-0000,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003368,15.73557,74.64469,KA-BLG,STN-KA-BLG-0000,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003369,15.72981,74.6465,KA-BLG,STN-KA-BLG-0000,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003370,15.71713,74.65851,KA-BLG,STN-KA-BLG-0000,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003371,15.75081,74.67037,KA-BLG,STN-KA-BLG-0000,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003372,15.72111,74.63243,KA-BLG,STN-KA-BLG-0000,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003373,16.22456,75.15159,KA-BLG,STN-KA-BLG-0001,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003374,16.22582,75.13516,KA-BLG,STN-KA-BLG-0001,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003375,16.2244,75.12854,KA-BLG,STN-KA-BLG-0001,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003376,16.2283,75.12756,KA-BLG,STN-KA-BLG-0001,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003377,16.17924,75.16439,KA-BLG,STN-KA-BLG-0001,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003378,16.18721,75.12843,KA-BLG,STN-KA-BLG-0001,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003379,16.19967,75.12096,KA-BLG,STN-KA-BLG-0001,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003380,16.21376,75.13609,KA-BLG,STN-KA-BLG-0001,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003381,16.21667,75.15144,KA-BLG,STN-KA-BLG-0001,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003382,16.20072,75.16695,KA-BLG,STN-KA-BLG-0001,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003383,16.22704,75.13919,KA-BLG,STN-KA-BLG-0001,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003384,16.19343,75.15603,KA-BLG,STN-KA-BLG-0001,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003385,16.2203,75.12097,KA-BLG,STN-KA-BLG-0001,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003386,16.17505,75.1642,KA-BLG,STN-KA-BLG-0001,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003387,16.198,75.11259,KA-BLG,STN-KA-BLG-0001,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003388,16.18482,75.12135,KA-BLG,STN-KA-BLG-0001,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003389,16.18997,75.16828,KA-BLG,STN-KA-BLG-0001,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003390,16.19501,75.15824,KA-BLG,STN-KA-BLG-0001,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003391,16.18932,75.12287,KA-BLG,STN-KA-BLG-0001,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003392,16.19593,75.1141,KA-BLG,STN-KA-BLG-0001,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003393,16.18661,75.15845,KA-BLG,STN-KA-BLG-0001,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003394,16.2136,75.15335,KA-BLG,STN-KA-BLG-0001,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003395,16.02035,74.32574,KA-BLG,STN-KA-BLG-0002,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003396,15.98223,74.36152,KA-BLG,STN-KA-BLG-0002,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003397,15.98947,74.33261,KA-BLG,STN-KA-BLG-0002,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003398,15.98673,74.33424,KA-BLG,STN-KA-BLG-0002,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003399,15.97952,74.37178,KA-BLG,STN-KA-BLG-0002,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003400,15.97159,74.33409,KA-BLG,STN-KA-BLG-0002,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003401,15.96882,74.33953,KA-BLG,STN-KA-BLG-0002,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003402,15.96236,74.37502,KA-BLG,STN-KA-BLG-0002,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003403,15.97495,74.36627,KA-BLG,STN-KA-BLG-0002,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003404,15.96863,74.35675,KA-BLG,STN-KA-BLG-0002,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003405,15.98935,74.35961,KA-BLG,STN-KA-BLG-0002,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003406,15.9642,74.32988,KA-BLG,STN-KA-BLG-0002,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003407,15.97281,74.37193,KA-BLG,STN-KA-BLG-0002,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003408,15.99179,74.359,KA-BLG,STN-KA-BLG-0002,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003409,15.97427,74.33193,KA-BLG,STN-KA-BLG-0002,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003410,15.98305,74.3219,KA-BLG,STN-KA-BLG-0002,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003411,16.01194,74.34774,KA-BLG,STN-KA-BLG-0002,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003412,15.97893,74.33246,KA-BLG,STN-KA-BLG-0002,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003413,15.96705,74.33572,KA-BLG,STN-KA-BLG-0002,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003414,15.99959,74.32526,KA-BLG,STN-KA-BLG-0002,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003415,16.01486,74.34853,KA-BLG,STN-KA-BLG-0002,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003416,16.0042,74.32898,KA-BLG,STN-KA-BLG-0002,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003417,15.97952,74.37211,KA-BLG,STN-KA-BLG-0002,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003418,15.99265,74.3625,KA-BLG,STN-KA-BLG-0002,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003419,15.97641,74.35332,KA-BLG,STN-KA-BLG-0002,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003420,15.98708,74.32341,KA-BLG,STN-KA-BLG-0002,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003421,16.01604,74.32593,KA-BLG,STN-KA-BLG-0002,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003422,15.97664,74.36684,KA-BLG,STN-KA-BLG-0002,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003423,15.98598,74.3728,KA-BLG,STN-KA-BLG-0002,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003424,15.51874,75.15581,KA-BLG,STN-KA-BLG-0003,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003425,15.52851,75.1438,KA-BLG,STN-KA-BLG-0003,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003426,15.53444,75.1621,KA-BLG,STN-KA-BLG-0003,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003427,15.57443,75.17171,KA-BLG,STN-KA-BLG-0003,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003428,15.56533,75.13595,KA-BLG,STN-KA-BLG-0003,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003429,15.55228,75.14567,KA-BLG,STN-KA-BLG-0003,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003430,15.57089,75.14229,KA-BLG,STN-KA-BLG-0003,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003431,15.57138,75.15885,KA-BLG,STN-KA-BLG-0003,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003432,15.5504,75.15695,KA-BLG,STN-KA-BLG-0003,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003433,15.52891,75.13748,KA-BLG,STN-KA-BLG-0003,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003434,15.53447,75.12314,KA-BLG,STN-KA-BLG-0003,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003435,15.53691,75.17485,KA-BLG,STN-KA-BLG-0003,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003436,15.55034,75.17335,KA-BLG,STN-KA-BLG-0003,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003437,15.57071,75.16295,KA-BLG,STN-KA-BLG-0003,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003438,15.56298,75.15133,KA-BLG,STN-KA-BLG-0003,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003439,15.54841,75.16729,KA-BLG,STN-KA-BLG-0003,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003440,15.57047,75.15802,KA-BLG,STN-KA-BLG-0003,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003441,15.5407,75.14134,KA-BLG,STN-KA-BLG-0003,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003442,15.51779,75.12628,KA-BLG,STN-KA-BLG-0003,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003443,15.522,75.12384,KA-BLG,STN-KA-BLG-0003,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003444,15.55051,75.16967,KA-BLG,STN-KA-BLG-0003,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003445,15.53791,75.1641,KA-BLG,STN-KA-BLG-0003,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003446,15.54813,75.12093,KA-BLG,STN-KA-BLG-0003,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003447,15.51898,75.12054,KA-BLG,STN-KA-BLG-0003,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003448,15.56402,75.12872,KA-BLG,STN-KA-BLG-0003,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003449,15.54596,75.13524,KA-BLG,STN-KA-BLG-0003,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003450,15.52956,75.13986,KA-BLG,STN-KA-BLG-0003,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003451,15.54411,75.16794,KA-BLG,STN-KA-BLG-0003,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003452,15.93072,74.47968,KA-BLG,STN-KA-BLG-0004,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003453,15.92469,74.45169,KA-BLG,STN-KA-BLG-0004,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003454,15.902,74.50717,KA-BLG,STN-KA-BLG-0004,PUBLIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003455,15.87907,74.45398,KA-BLG,STN-KA-BLG-0004,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003456,15.88145,74.46948,KA-BLG,STN-KA-BLG-0004,PRIVATE,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003457,15.88213,74.47649,KA-BLG,STN-KA-BLG-0004,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003458,15.87612,74.48396,KA-BLG,STN-KA-BLG-0004,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003459,15.89268,74.4608,KA-BLG,STN-KA-BLG-0004,PUBLIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003460,15.92031,74.46653,KA-BLG,STN-KA-BLG-0004,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003461,15.87936,74.4964,KA-BLG,STN-KA-BLG-0004,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003462,15.89913,74.4858,KA-BLG,STN-KA-BLG-0004,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003463,15.90714,74.47512,KA-BLG,STN-KA-BLG-0004,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003464,15.88434,74.50409,KA-BLG,STN-KA-BLG-0004,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003465,15.89713,74.50566,KA-BLG,STN-KA-BLG-0004,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003466,15.8822,74.49109,KA-BLG,STN-KA-BLG-0004,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003467,15.92304,74.47231,KA-BLG,STN-KA-BLG-0004,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003468,15.9023,74.47377,KA-BLG,STN-KA-BLG-0004,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003469,15.87803,74.46534,KA-BLG,STN-KA-BLG-0004,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003470,15.88046,74.4741,KA-BLG,STN-KA-BLG-0004,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003471,15.92706,74.46044,KA-BLG,STN-KA-BLG-0004,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003472,15.90145,74.45861,KA-BLG,STN-KA-BLG-0004,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003473,15.87854,74.49338,KA-BLG,STN-KA-BLG-0004,PRIVATE,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003474,15.91168,74.49916,KA-BLG,STN-KA-BLG-0004,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003475,15.89987,74.48046,KA-BLG,STN-KA-BLG-0004,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003476,15.67461,74.85717,KA-BLG,STN-KA-BLG-0005,PRIVATE,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003477,15.6544,74.85796,KA-BLG,STN-KA-BLG-0005,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003478,15.67078,74.85679,KA-BLG,STN-KA-BLG-0005,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003479,15.63948,74.85622,KA-BLG,STN-KA-BLG-0005,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003480,15.66563,74.87079,KA-BLG,STN-KA-BLG-0005,TRAFFIC,720p,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003481,15.63856,74.87091,KA-BLG,STN-KA-BLG-0005,PUBLIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003482,15.67053,74.86389,KA-BLG,STN-KA-BLG-0005,TRAFFIC,4K,50.0,0.0,90.0,5.0,true,ACTIVE
CAM-003483,15.69305,74.86508,KA-BLG,STN-KA-BLG-0005,TRAFFIC,1080p,50.0,0.0,90.0,5.0,true,ACTIVE
