tower_id,latitude,longitude,district_id,station_id,provider,radius,operator,sector_count,coverage_polygon
TOW-00751,15.15912,75.30084,KA-HBL,STN-KA-HBL-0021,BSNL,5000.0,Airtel,3,
TOW-00752,15.10612,75.24945,KA-HBL,STN-KA-HBL-0021,BSNL,5000.0,Airtel,3,
TOW-00753,15.08217,75.29301,KA-HBL,STN-KA-HBL-0021,Jio,5000.0,Airtel,3,
TOW-00754,15.39344,74.77952,KA-HBL,STN-KA-HBL-0022,Jio,5000.0,Airtel,3,
TOW-00755,15.4622,74.84064,KA-HBL,STN-KA-HBL-0022,BSNL,5000.0,Airtel,3,
TOW-00756,15.46181,74.77955,KA-HBL,STN-KA-HBL-0022,Vi,5000.0,Airtel,3,
TOW-00757,15.0086,74.99585,KA-HBL,STN-KA-HBL-0023,Jio,5000.0,Airtel,3,
TOW-00758,14.99333,74.96323,KA-HBL,STN-KA-HBL-0023,Airtel,5000.0,Airtel,3,
TOW-00759,15.01842,74.98294,KA-HBL,STN-KA-HBL-0023,Airtel,5000.0,Airtel,3,
TOW-00760,15.00595,74.95846,KA-HBL,STN-KA-HBL-0023,Vi,5000.0,Airtel,3,
TOW-00761,14.99835,75.31862,KA-HBL,STN-KA-HBL-0024,Airtel,5000.0,Airtel,3,
TOW-00762,15.03739,75.32248,KA-HBL,STN-KA-HBL-0024,Jio,5000.0,Airtel,3,
TOW-00763,14.96811,75.33981,KA-HBL,STN-KA-HBL-0024,Airtel,5000.0,Airtel,3,
TOW-00764,14.97931,75.37353,KA-HBL,STN-KA-HBL-0024,Airtel,5000.0,Airtel,3,
TOW-00765,15.00881,75.35007,KA-HBL,STN-KA-HBL-0024,BSNL,5000.0,Airtel,3,
TOW-00766,15.0858,75.32522,KA-HBL,STN-KA-HBL-0025,Airtel,5000.0,Airtel,3,
TOW-00767,15.06638,75.34002,KA-HBL,STN-KA-HBL-0025,Jio,5000.0,Airtel,3,
TOW-00768,15.11295,75.30421,KA-HBL,STN-KA-HBL-0025,Vi,5000.0,Airtel,3,
TOW-00769,15.08358,75.35629,KA-HBL,STN-KA-HBL-0025,Vi,5000.0,Airtel,3,
TOW-00770,15.06428,75.33498,KA-HBL,STN-KA-HBL-0025,Vi,5000.0,Airtel,3,
TOW-00771,15.11165,75.35502,KA-HBL,STN-KA-HBL-0025,BSNL,5000.0,Airtel,3,
TOW-00772,15.09931,75.30226,KA-HBL,STN-KA-HBL-0025,Vi,5000.0,Airtel,3,
TOW-00773,15.14587,75.14178,KA-HBL,STN-KA-HBL-0026,Vi,5000.0,Airtel,3,
TOW-00774,15.1589,75.12656,KA-HBL,STN-KA-HBL-0026,Vi,5000.0,Airtel,3,
TOW-00775,15.14064,75.1618,KA-HBL,STN-KA-HBL-0026,BSNL,5000.0,Airtel,3,
TOW-00776,15.09906,75.15222,KA-HBL,STN-KA-HBL-0026,Vi,5000.0,Airtel,3,
TOW-00777,15.16277,75.1128,KA-HBL,STN-KA-HBL-0026,Vi,5000.0,Airtel,3,
TOW-00778,15.144,75.12581,KA-HBL,STN-KA-HBL-0026,Jio,5000.0,Airtel,3,
TOW-00779,15.14442,75.15618,KA-HBL,STN-KA-HBL-0026,BSNL,5000.0,Airtel,3,
TOW-00780,15.38915,75.45591,KA-HBL,STN-KA-HBL-0027,Jio,5000.0,Airtel,3,
TOW-00781,15.41079,75.52887,KA-HBL,STN-KA-HBL-0027,Jio,5000.0,Airtel,3,
TOW-00782,15.44993,75.4732,KA-HBL,STN-KA-HBL-0027,Airtel,5000.0,Airtel,3,
TOW-00783,15.38034,75.46495,KA-HBL,STN-KA-HBL-0027,Airtel,5000.0,Airtel,3,
TOW-00784,15.43015,75.52758,KA-HBL,STN-KA-HBL-0027,Airtel,5000.0,Airtel,3,
TOW-00785,15.45484,75.45679,KA-HBL,STN-KA-HBL-0027,Jio,5000.0,Airtel,3,
TOW-00786,15.41054,75.47348,KA-HBL,STN-KA-HBL-0027,Vi,5000.0,Airtel,3,
TOW-00787,15.2877,75.37452,KA-HBL,STN-KA-HBL-0028,Airtel,5000.0,Airtel,3,
TOW-00788,15.28335,75.36695,KA-HBL,STN-KA-HBL-0028,BSNL,5000.0,Airtel,3,
TOW-00789,15.27397,75.3951,KA-HBL,STN-KA-HBL-0028,BSNL,5000.0,Airtel,3,
TOW-00790,15.33475,75.42843,KA-HBL,STN-KA-HBL-0028,Jio,5000.0,Airtel,3,
TOW-00791,15.29642,75.38378,KA-HBL,STN-KA-HBL-0028,Jio,5000.0,Airtel,3,
TOW-00792,15.17512,74.92062,KA-HBL,STN-KA-HBL-0029,Vi,5000.0,Airtel,3,
TOW-00793,15.17552,74.87332,KA-HBL,STN-KA-HBL-0029,Airtel,5000.0,Airtel,3,
TOW-00794,15.20296,74.92029,KA-HBL,STN-KA-HBL-0029,BSNL,5000.0,Airtel,3,
TOW-00795,15.20808,74.92792,KA-HBL,STN-KA-HBL-0029,Jio,5000.0,Airtel,3,
TOW-00796,15.19929,74.91635,KA-HBL,STN-KA-HBL-0029,Jio,5000.0,Airtel,3,
TOW-00797,15.17139,74.89069,KA-HBL,STN-KA-HBL-0029,BSNL,5000.0,Airtel,3,
TOW-00798,15.13764,74.91204,KA-HBL,STN-KA-HBL-0029,Vi,5000.0,Airtel,3,
TOW-00799,15.70226,74.65546,KA-BLG,STN-KA-BLG-0000,Jio,5000.0,Airtel,3,
TOW-00800,15.73106,74.67378,KA-BLG,STN-KA-BLG-0000,Jio,5000.0,Airtel,3,
TOW-00801,15.7354,74.6652,KA-BLG,STN-KA-BLG-0000,Jio,5000.0,Airtel,3,
TOW-00802,15.73974,74.69304,KA-BLG,STN-KA-BLG-0000,BSNL,5000.0,Airtel,3,
TOW-00803,16.22306,75.1574,KA-BLG,STN-KA-BLG-0001,Airtel,5000.0,Airtel,3,
TOW-00804,16.17951,75.17073,KA-BLG,STN-KA-BLG-0001,Vi,5000.0,Airtel,3,
TOW-00805,16.21337,75.15665,KA-BLG,STN-KA-BLG-0001,Vi,5000.0,Airtel,3,
TOW-00806,16.17416,75.13971,KA-BLG,STN-KA-BLG-0001,Vi,5000.0,Airtel,3,
TOW-00807,16.22769,75.13423,KA-BLG,STN-KA-BLG-0001,Jio,5000.0,Airtel,3,
TOW-00808,16.1946,75.16669,KA-BLG,STN-KA-BLG-0001,Vi,5000.0,Airtel,3,
TOW-00809,16.01557,74.34345,KA-BLG,STN-KA-BLG-0002,Vi,5000.0,Airtel,3,
TOW-00810,16.01803,74.33665,KA-BLG,STN-KA-BLG-0002,Vi,5000.0,Airtel,3,
TOW-00811,15.99686,74.31876,KA-BLG,STN-KA-BLG-0002,Vi,5000.0,Airtel,3,
TOW-00812,15.52226,75.18016,KA-BLG,STN-KA-BLG-0003,BSNL,5000.0,Airtel,3,
TOW-00813,15.56868,75.17668,KA-BLG,STN-KA-BLG-0003,Jio,5000.0,Airtel,3,
TOW-00814,15.5475,75.11722,KA-BLG,STN-KA-BLG-0003,Vi,5000.0,Airtel,3,
TOW-00815,15.51653,75.15829,KA-BLG,STN-KA-BLG-0003,BSNL,5000.0,Airtel,3,
TOW-00816,15.54453,75.11523,KA-BLG,STN-KA-BLG-0003,Jio,5000.0,Airtel,3,
TOW-00817,15.5537,75.11164,KA-BLG,STN-KA-BLG-0003,BSNL,5000.0,Airtel,3,
TOW-00818,15.51831,75.11643,KA-BLG,STN-KA-BLG-0003,Airtel,5000.0,Airtel,3,
TOW-00819,15.90478,74.49325,KA-BLG,STN-KA-BLG-0004,Airtel,5000.0,Airtel,3,
TOW-00820,15.8958,74.48522,KA-BLG,STN-KA-BLG-0004,Airtel,5000.0,Airtel,3,
TOW-00821,15.88586,74.46966,KA-BLG,STN-KA-BLG-0004,Airtel,5000.0,Airtel,3,
TOW-00822,15.89593,74.49401,KA-BLG,STN-KA-BLG-0004,Airtel,5000.0,Airtel,3,
TOW-00823,15.86831,74.47543,KA-BLG,STN-KA-BLG-0004,BSNL,5000.0,Airtel,3,
TOW-00824,15.89525,74.51667,KA-BLG,STN-KA-BLG-0004,Airtel,5000.0,Airtel,3,
TOW-00825,15.66817,74.90989,KA-BLG,STN-KA-BLG-0005,Airtel,5000.0,Airtel,3,
TOW-00826,15.62867,74.90278,KA-BLG,STN-KA-BLG-0005,Jio,5000.0,Airtel,3,
TOW-00827,15.64017,74.89061,KA-BLG,STN-KA-BLG-0005,Vi,5000.0,Airtel,3,
TOW-00828,15.69845,74.89672,KA-BLG,STN-KA-BLG-0005,Jio,5000.0,Airtel,3,
TOW-00829,15.68735,74.88289,KA-BLG,STN-KA-BLG-0005,BSNL,5000.0,Airtel,3,
TOW-00830,15.63675,74.83836,KA-BLG,STN-KA-BLG-0005,Airtel,5000.0,Airtel,3,
TOW-00831,15.81875,74.2148,KA-BLG,STN-KA-BLG-0006,Vi,5000.0,Airtel,3,
TOW-00832,15.77699,74.25788,KA-BLG,STN-KA-BLG-0006,Vi,5000.0,Airtel,3,
TOW-00833,15.81306,74.20049,KA-BLG,STN-KA-BLG-0006,Vi,5000.0,Airtel,3,
TOW-00834,15.81793,74.26129,KA-BLG,STN-KA-BLG-0006,Jio,5000.0,Airtel,3,
TOW-00835,15.77247,74.22217,KA-BLG,STN-KA-BLG-0006,Jio,5000.0,Airtel,3,
TOW-00836,16.35705,74.51654,KA-BLG,STN-KA-BLG-0007,Jio,5000.0,Airtel,3,
TOW-00837,16.4065,74.55472,KA-BLG,STN-KA-BLG-0007,BSNL,5000.0,Airtel,3,
TOW-00838,16.3937,74.55224,KA-BLG,STN-KA-BLG-0007,Vi,5000.0,Airtel,3,
TOW-00839,16.41125,74.51769,KA-BLG,STN-KA-BLG-0007,Vi,5000.0,Airtel,3,
TOW-00840,16.35642,74.54985,KA-BLG,STN-KA-BLG-0007,Airtel,5000.0,Airtel,3,
TOW-00841,16.38338,74.57646,KA-BLG,STN-KA-BLG-0007,Airtel,5000.0,Airtel,3,
TOW-00842,15.71175,74.44641,KA-BLG,STN-KA-BLG-0008,BSNL,5000.0,Airtel,3,
TOW-00843,15.74603,74.45418,KA-BLG,STN-KA-BLG-0008,Jio,5000.0,Airtel,3,
TOW-00844,15.74234,74.43649,KA-BLG,STN-KA-BLG-0008,BSNL,5000.0,Airtel,3,
TOW-00845,15.73549,74.50315,KA-BLG,STN-KA-BLG-0008,Jio,5000.0,Airtel,3,
TOW-00846,15.67824,74.49761,KA-BLG,STN-KA-BLG-0008,Airtel,5000.0,Airtel,3,
TOW-00847,15.6885,74.43809,KA-BLG,STN-KA-BLG-0008,BSNL,5000.0,Airtel,3,
TOW-00848,16.17639,75.18182,KA-BLG,STN-KA-BLG-0009,Airtel,5000.0,Airtel,3,
TOW-00849,16.21011,75.20383,KA-BLG,STN-KA-BLG-0009,Vi,5000.0,Airtel,3,
TOW-00850,16.2141,75.17586,KA-BLG,STN-KA-BLG-0009,Vi,5000.0,Airtel,3,
TOW-00851,16.18677,74.51151,KA-BLG,STN-KA-BLG-0010,Jio,5000.0,Airtel,3,
TOW-00852,16.24833,74.51757,KA-BLG,STN-KA-BLG-0010,Vi,5000.0,Airtel,3,
TOW-00853,16.23757,74.52581,KA-BLG,STN-KA-BLG-0010,Airtel,5000.0,Airtel,3,
TOW-00854,16.19153,74.49932,KA-BLG,STN-KA-BLG-0010,Vi,5000.0,Airtel,3,
TOW-00855,16.29419,74.31132,KA-BLG,STN-KA-BLG-0011,BSNL,5000.0,Airtel,3,
TOW-00856,16.25396,74.3116,KA-BLG,STN-KA-BLG-0011,Jio,5000.0,Airtel,3,
TOW-00857,16.24962,74.28737,KA-BLG,STN-KA-BLG-0011,Vi,5000.0,Airtel,3,
TOW-00858,16.27739,74.27106,KA-BLG,STN-KA-BLG-0011,Airtel,5000.0,Airtel,3,
TOW-00859,16.29534,74.29593,KA-BLG,STN-KA-BLG-0011,Vi,5000.0,Airtel,3,
TOW-00860,16.26751,74.31984,KA-BLG,STN-KA-BLG-0011,Vi,5000.0,Airtel,3,
TOW-00861,15.88942,74.56564,KA-BLG,STN-KA-BLG-0012,BSNL,5000.0,Airtel,3,
TOW-00862,15.84569,74.49982,KA-BLG,STN-KA-BLG-0012,BSNL,5000.0,Airtel,3,
TOW-00863,15.89708,74.51292,KA-BLG,STN-KA-BLG-0012,Airtel,5000.0,Airtel,3,
TOW-00864,15.90631,74.49774,KA-BLG,STN-KA-BLG-0012,Jio,5000.0,Airtel,3,
TOW-00865,15.84864,74.56727,KA-BLG,STN-KA-BLG-0012,Airtel,5000.0,Airtel,3,
TOW-00866,16.38564,74.9555,KA-BLG,STN-KA-BLG-0013,Airtel,5000.0,Airtel,3,
TOW-00867,16.36848,75.00933,KA-BLG,STN-KA-BLG-0013,Vi,5000.0,Airtel,3,
TOW-00868,16.35442,74.99477,KA-BLG,STN-KA-BLG-0013,Airtel,5000.0,Airtel,3,
TOW-00869,16.34667,74.98632,KA-BLG,STN-KA-BLG-0013,BSNL,5000.0,Airtel,3,
TOW-00870,16.40871,75.02265,KA-BLG,STN-KA-BLG-0013,Vi,5000.0,Airtel,3,
TOW-00871,16.34585,75.01481,KA-BLG,STN-KA-BLG-0013,Airtel,5000.0,Airtel,3,
TOW-00872,16.36881,74.9823,KA-BLG,STN-KA-BLG-0013,Airtel,5000.0,Airtel,3,
TOW-00873,16.04026,74.91787,KA-BLG,STN-KA-BLG-0014,Airtel,5000.0,Airtel,3,
TOW-00874,16.04426,74.9302,KA-BLG,STN-KA-BLG-0014,Vi,5000.0,Airtel,3,
TOW-00875,15.98127,74.92359,KA-BLG,STN-KA-BLG-0014,Airtel,5000.0,Airtel,3,
TOW-00876,15.96816,74.93001,KA-BLG,STN-KA-BLG-0014,Airtel,5000.0,Airtel,3,
TOW-00877,15.99297,74.9482,KA-BLG,STN-KA-BLG-0014,BSNL,5000.0,Airtel,3,
TOW-00878,16.04143,74.90136,KA-BLG,STN-KA-BLG-0014,Jio,5000.0,Airtel,3,
TOW-00879,15.65445,74.49315,KA-BLG,STN-KA-BLG-0015,Airtel,5000.0,Airtel,3,
TOW-00880,15.67059,74.49867,KA-BLG,STN-KA-BLG-0015,Airtel,5000.0,Airtel,3,
TOW-00881,15.63138,74.54966,KA-BLG,STN-KA-BLG-0015,Airtel,5000.0,Airtel,3,
TOW-00882,15.5973,74.31243,KA-BLG,STN-KA-BLG-0016,Vi,5000.0,Airtel,3,
TOW-00883,15.57813,74.34168,KA-BLG,STN-KA-BLG-0016,Airtel,5000.0,Airtel,3,
TOW-00884,15.61561,74.31136,KA-BLG,STN-KA-BLG-0016,Airtel,5000.0,Airtel,3,
TOW-00885,15.56648,74.30431,KA-BLG,STN-KA-BLG-0016,Jio,5000.0,Airtel,3,
TOW-00886,15.57707,74.28039,KA-BLG,STN-KA-BLG-0016,Jio,5000.0,Airtel,3,
TOW-00887,15.56753,74.32687,KA-BLG,STN-KA-BLG-0016,Vi,5000.0,Airtel,3,
TOW-00888,15.5815,74.21875,KA-BLG,STN-KA-BLG-0017,Jio,5000.0,Airtel,3,
TOW-00889,15.53725,74.23728,KA-BLG,STN-KA-BLG-0017,BSNL,5000.0,Airtel,3,
TOW-00890,15.54225,74.22662,KA-BLG,STN-KA-BLG-0017,Vi,5000.0,Airtel,3,
TOW-00891,15.98909,74.47665,KA-BLG,STN-KA-BLG-0018,Vi,5000.0,Airtel,3,
TOW-00892,16.01409,74.48812,KA-BLG,STN-KA-BLG-0018,Vi,5000.0,Airtel,3,
TOW-00893,16.02026,74.5206,KA-BLG,STN-KA-BLG-0018,Jio,5000.0,Airtel,3,
TOW-00894,16.00456,74.49297,KA-BLG,STN-KA-BLG-0018,Airtel,5000.0,Airtel,3,
TOW-00895,15.97136,74.49151,KA-BLG,STN-KA-BLG-0018,Airtel,5000.0,Airtel,3,
TOW-00896,16.00726,74.51841,KA-BLG,STN-KA-BLG-0018,Vi,5000.0,Airtel,3,
TOW-00897,16.21288,74.59298,KA-BLG,STN-KA-BLG-0019,Airtel,5000.0,Airtel,3,
TOW-00898,16.16048,74.59043,KA-BLG,STN-KA-BLG-0019,Jio,5000.0,Airtel,3,
TOW-00899,16.15644,74.59151,KA-BLG,STN-KA-BLG-0019,BSNL,5000.0,Airtel,3,
TOW-00900,16.15943,74.58424,KA-BLG,STN-KA-BLG-0019,Airtel,5000.0,Airtel,3,
TOW-00901,16.22829,74.59673,KA-BLG,STN-KA-BLG-0019,Airtel,5000.0,Airtel,3,
TOW-00902,15.58157,74.75106,KA-BLG,STN-KA-BLG-0020,Jio,5000.0,Airtel,3,
TOW-00903,15.61017,74.74373,KA-BLG,STN-KA-BLG-0020,BSNL,5000.0,Airtel,3,
TOW-00904,15.60082,74.77189,KA-BLG,STN-KA-BLG-0020,Airtel,5000.0,Airtel,3,
TOW-00905,15.54855,74.72203,KA-BLG,STN-KA-BLG-0020,Airtel,5000.0,Airtel,3,
TOW-00906,15.50776,74.77438,KA-BLG,STN-KA-BLG-0021,Vi,5000.0,Airtel,3,
TOW-00907,15.54457,74.75392,KA-BLG,STN-KA-BLG-0021,BSNL,5000.0,Airtel,3,
TOW-00908,15.55473,74.79557,KA-BLG,STN-KA-BLG-0021,Airtel,5000.0,Airtel,3,
TOW-00909,16.16194,74.43617,KA-BLG,STN-KA-BLG-0022,Airtel,5000.0,Airtel,3,
TOW-00910,16.15503,74.36133,KA-BLG,STN-KA-BLG-0022,BSNL,5000.0,Airtel,3,
TOW-00911,16.19243,74.37755,KA-BLG,STN-KA-BLG-0022,Airtel,5000.0,Airtel,3,
TOW-00912,16.18621,74.397,KA-BLG,STN-KA-BLG-0022,BSNL,5000.0,Airtel,3,
TOW-00913,16.16072,74.38474,KA-BLG,STN-KA-BLG-0022,BSNL,5000.0,Airtel,3,
TOW-00914,16.20216,74.4021,KA-BLG,STN-KA-BLG-0022,Vi,5000.0,Airtel,3,
TOW-00915,16.1648,75.13241,KA-BLG,STN-KA-BLG-0023,Airtel,5000.0,Airtel,3,
TOW-00916,16.1178,75.18152,KA-BLG,STN-KA-BLG-0023,Airtel,5000.0,Airtel,3,
TOW-00917,16.1344,75.18348,KA-BLG,STN-KA-BLG-0023,Jio,5000.0,Airtel,3,
TOW-00918,16.15068,75.14844,KA-BLG,STN-KA-BLG-0023,Airtel,5000.0,Airtel,3,
TOW-00919,15.5819,74.57517,KA-BLG,STN-KA-BLG-0024,BSNL,5000.0,Airtel,3,
TOW-00920,15.54708,74.58786,KA-BLG,STN-KA-BLG-0024,Airtel,5000.0,Airtel,3,
TOW-00921,15.57275,74.55851,KA-BLG,STN-KA-BLG-0024,Airtel,5000.0,Airtel,3,
TOW-00922,15.58246,74.57763,KA-BLG,STN-KA-BLG-0024,BSNL,5000.0,Airtel,3,
TOW-00923,15.57809,74.58459,KA-BLG,STN-KA-BLG-0024,BSNL,5000.0,Airtel,3,
TOW-00924,15.58349,74.56243,KA-BLG,STN-KA-BLG-0024,Jio,5000.0,Airtel,3,
TOW-00925,15.56412,74.4816,KA-BLG,STN-KA-BLG-0025,Airtel,5000.0,Airtel,3,
TOW-00926,15.54289,74.46956,KA-BLG,STN-KA-BLG-0025,Airtel,5000.0,Airtel,3,
TOW-00927,15.57628,74.4351,KA-BLG,STN-KA-BLG-0025,BSNL,5000.0,Airtel,3,
TOW-00928,16.13724,75.10094,KA-BLG,STN-KA-BLG-0026,BSNL,5000.0,Airtel,3,
TOW-00929,16.11933,75.06414,KA-BLG,STN-KA-BLG-0026,Airtel,5000.0,Airtel,3,
TOW-00930,16.15341,75.0991,KA-BLG,STN-KA-BLG-0026,Jio,5000.0,Airtel,3,
TOW-00931,16.14046,75.1016,KA-BLG,STN-KA-BLG-0026,BSNL,5000.0,Airtel,3,
TOW-00932,16.27325,74.24916,KA-BLG,STN-KA-BLG-0027,BSNL,5000.0,Airtel,3,
TOW-00933,16.26806,74.30153,KA-BLG,STN-KA-BLG-0027,Jio,5000.0,Airtel,3,
TOW-00934,16.29187,74.28484,KA-BLG,STN-KA-BLG-0027,Jio,5000.0,Airtel,3,
TOW-00935,16.2176,74.2537,KA-BLG,STN-KA-BLG-0027,Airtel,5000.0,Airtel,3,
TOW-00936,16.26125,74.32885,KA-BLG,STN-KA-BLG-0027,Jio,5000.0,Airtel,3,
TOW-00937,16.24682,74.2948,KA-BLG,STN-KA-BLG-0027,Vi,5000.0,Airtel,3,
TOW-00938,16.26876,74.32181,KA-BLG,STN-KA-BLG-0027,BSNL,5000.0,Airtel,3,
TOW-00939,15.65823,75.05288,KA-BLG,STN-KA-BLG-0028,Jio,5000.0,Airtel,3,
TOW-00940,15.66383,74.99242,KA-BLG,STN-KA-BLG-0028,Jio,5000.0,Airtel,3,
TOW-00941,15.61937,75.01143,KA-BLG,STN-KA-BLG-0028,Jio,5000.0,Airtel,3,
TOW-00942,15.63004,75.02386,KA-BLG,STN-KA-BLG-0028,Vi,5000.0,Airtel,3,
TOW-00943,15.8155,74.50772,KA-BLG,STN-KA-BLG-0029,Vi,5000.0,Airtel,3,
TOW-00944,15.78863,74.51808,KA-BLG,STN-KA-BLG-0029,Vi,5000.0,Airtel,3,
TOW-00945,15.75962,74.52014,KA-BLG,STN-KA-BLG-0029,Airtel,5000.0,Airtel,3,
TOW-00946,15.8122,74.46633,KA-BLG,STN-KA-BLG-0029,Vi,5000.0,Airtel,3,
TOW-00947,15.77752,74.51084,KA-BLG,STN-KA-BLG-0029,Jio,5000.0,Airtel,3,
TOW-00948,15.76295,74.46978,KA-BLG,STN-KA-BLG-0029,Jio,5000.0,Airtel,3,
TOW-00949,16.98854,76.53762,KA-KLP,STN-KA-KLP-0000,Vi,5000.0,Airtel,3,
TOW-00950,17.01312,76.55806,KA-KLP,STN-KA-KLP-0000,Jio,5000.0,Airtel,3,
TOW-00951,16.99486,76.56557,KA-KLP,STN-KA-KLP-0000,BSNL,5000.0,Airtel,3,
TOW-00952,16.99365,76.56409,KA-KLP,STN-KA-KLP-0000,BSNL,5000.0,Airtel,3,
TOW-00953,16.99291,76.54687,KA-KLP,STN-KA-KLP-0000,BSNL,5000.0,Airtel,3,
TOW-00954,16.98591,76.54906,KA-KLP,STN-KA-KLP-0000,Jio,5000.0,Airtel,3,
TOW-00955,17.71718,76.77595,KA-KLP,STN-KA-KLP-0001,Jio,5000.0,Airtel,3,
TOW-00956,17.69649,76.73392,KA-KLP,STN-KA-KLP-0001,Jio,5000.0,Airtel,3,
TOW-00957,17.68113,76.72383,KA-KLP,STN-KA-KLP-0001,Vi,5000.0,Airtel,3,
TOW-00958,17.70658,76.76504,KA-KLP,STN-KA-KLP-0001,Airtel,5000.0,Airtel,3,
TOW-00959,17.70993,76.74845,KA-KLP,STN-KA-KLP-0001,Vi,5000.0,Airtel,3,
TOW-00960,17.22929,76.80547,KA-KLP,STN-KA-KLP-0002,BSNL,5000.0,Airtel,3,
TOW-00961,17.21554,76.86703,KA-KLP,STN-KA-KLP-0002,Vi,5000.0,Airtel,3,
TOW-00962,17.20642,76.81166,KA-KLP,STN-KA-KLP-0002,BSNL,5000.0,Airtel,3,
TOW-00963,17.24273,76.83375,KA-KLP,STN-KA-KLP-0002,Airtel,5000.0,Airtel,3,
TOW-00964,17.1883,76.82351,KA-KLP,STN-KA-KLP-0002,Jio,5000.0,Airtel,3,
TOW-00965,17.16848,76.81721,KA-KLP,STN-KA-KLP-0002,Airtel,5000.0,Airtel,3,
TOW-00966,17.68455,76.66133,KA-KLP,STN-KA-KLP-0003,Vi,5000.0,Airtel,3,
TOW-00967,17.65895,76.6606,KA-KLP,STN-KA-KLP-0003,Airtel,5000.0,Airtel,3,
TOW-00968,17.63243,76.62797,KA-KLP,STN-KA-KLP-0003,Vi,5000.0,Airtel,3,
TOW-00969,17.62148,76.64191,KA-KLP,STN-KA-KLP-0003,BSNL,5000.0,Airtel,3,
TOW-00970,17.51223,77.07628,KA-KLP,STN-KA-KLP-0004,Jio,5000.0,Airtel,3,
TOW-00971,17.48846,77.08689,KA-KLP,STN-KA-KLP-0004,Airtel,5000.0,Airtel,3,
TOW-00972,17.50654,77.11346,KA-KLP,STN-KA-KLP-0004,Airtel,5000.0,Airtel,3,
TOW-00973,17.50575,77.061,KA-KLP,STN-KA-KLP-0004,Airtel,5000.0,Airtel,3,
TOW-00974,17.35335,76.97515,KA-KLP,STN-KA-KLP-0005,Jio,5000.0,Airtel,3,
TOW-00975,17.35467,77.01562,KA-KLP,STN-KA-KLP-0005,Airtel,5000.0,Airtel,3,
TOW-00976,17.36239,77.01498,KA-KLP,STN-KA-KLP-0005,Jio,5000.0,Airtel,3,
TOW-00977,17.36151,76.98111,KA-KLP,STN-KA-KLP-0005,BSNL,5000.0,Airtel,3,
TOW-00978,17.40468,76.98016,KA-KLP,STN-KA-KLP-0005,Jio,5000.0,Airtel,3,
TOW-00979,17.3396,77.14469,KA-KLP,STN-KA-KLP-0006,BSNL,5000.0,Airtel,3,
TOW-00980,17.35939,77.12236,KA-KLP,STN-KA-KLP-0006,Jio,5000.0,Airtel,3,
TOW-00981,17.36803,77.09904,KA-KLP,STN-KA-KLP-0006,Vi,5000.0,Airtel,3,
TOW-00982,17.38408,77.07175,KA-KLP,STN-KA-KLP-0006,BSNL,5000.0,Airtel,3,
TOW-00983,17.39405,77.10775,KA-KLP,STN-KA-KLP-0006,Airtel,5000.0,Airtel,3,
TOW-00984,17.41612,77.0901,KA-KLP,STN-KA-KLP-0006,Jio,5000.0,Airtel,3,
TOW-00985,17.38704,77.12119,KA-KLP,STN-KA-KLP-0006,Jio,5000.0,Airtel,3,
TOW-00986,17.44541,77.05303,KA-KLP,STN-KA-KLP-0007,BSNL,5000.0,Airtel,3,
TOW-00987,17.40444,77.08125,KA-KLP,STN-KA-KLP-0007,Vi,5000.0,Airtel,3,
TOW-00988,17.42076,77.1306,KA-KLP,STN-KA-KLP-0007,Vi,5000.0,Airtel,3,
TOW-00989,17.6929,77.0082,KA-KLP,STN-KA-KLP-0008,Vi,5000.0,Airtel,3,
TOW-00990,17.66492,77.03255,KA-KLP,STN-KA-KLP-0008,Vi,5000.0,Airtel,3,
TOW-00991,17.67846,77.02942,KA-KLP,STN-KA-KLP-0008,Jio,5000.0,Airtel,3,
TOW-00992,17.69284,77.01526,KA-KLP,STN-KA-KLP-0008,Jio,5000.0,Airtel,3,
TOW-00993,17.24566,76.57795,KA-KLP,STN-KA-KLP-0009,Vi,5000.0,Airtel,3,
TOW-00994,17.24745,76.53823,KA-KLP,STN-KA-KLP-0009,BSNL,5000.0,Airtel,3,
TOW-00995,17.29065,76.52335,KA-KLP,STN-KA-KLP-0009,Vi,5000.0,Airtel,3,
TOW-00996,17.2696,76.52227,KA-KLP,STN-KA-KLP-0009,Vi,5000.0,Airtel,3,
TOW-00997,17.29677,76.53103,KA-KLP,STN-KA-KLP-0009,Vi,5000.0,Airtel,3,
TOW-00998,17.55875,76.78048,KA-KLP,STN-KA-KLP-0010,BSNL,5000.0,Airtel,3,
TOW-00999,17.55859,76.77123,KA-KLP,STN-KA-KLP-0010,Airtel,5000.0,Airtel,3,
TOW-01000,17.60347,76.75955,KA-KLP,STN-KA-KLP-0010,Jio,5000.0,Airtel,3,
TOW-01001,17.58062,76.76541,KA-KLP,STN-KA-KLP-0010,Jio,5000.0,Airtel,3,
TOW-01002,17.61887,76.80172,KA-KLP,STN-KA-KLP-0010,Jio,5000.0,Airtel,3,
TOW-01003,17.54998,76.75463,KA-KLP,STN-KA-KLP-0010,Jio,5000.0,Airtel,3,
TOW-01004,17.57866,76.61394,KA-KLP,STN-KA-KLP-0011,Jio,5000.0,Airtel,3,
TOW-01005,17.59741,76.6475,KA-KLP,STN-KA-KLP-0011,BSNL,5000.0,Airtel,3,
TOW-01006,17.59965,76.68308,KA-KLP,STN-KA-KLP-0011,BSNL,5000.0,Airtel,3,
