crime_event_id,criminal_id,entry_method,time_slot,target_type,escape_vehicle,weapon,stolen_property,num_offenders,operates_at_night,is_solo,uses_vehicle_escape,is_violent
EVT-CAMP-06130075,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-CAMP-87191865,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,motorcycle,none,electronics,3,False,False,True,False
EVT-60492504,CRM-0000014,rear_entry,morning_0600_0900,bus_stand,motorcycle,none,livestock,5,False,False,True,False
EVT-CAMP-21950379,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,none,3,False,False,False,False
EVT-CAMP-90388505,CRM-0000141,roof_entry,morning_0600_0900,bus_stand,motorcycle,none,electronics,3,False,False,True,False
EVT-CAMP-97484706,CRM-0000206,social_engineering,evening_1600_1900,atm,car,none,documents,1,False,True,True,False
EVT-CAMP-19685682,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,bicycle,none,electronics,3,False,False,True,False
EVT-CAMP-81302857,CRM-0000206,open_access,evening_1600_1900,atm,car,none,documents,1,False,True,True,False
EVT-03085038,CRM-0000210,fake_delivery,early_morning_0400_0600,street,bicycle,none,none,3,True,False,True,False
EVT-CAMP-16013398,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-CAMP-95749181,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,auto_rickshaw,none,electronics,3,False,False,True,False
EVT-CAMP-83316161,CRM-0000206,social_engineering,evening_1600_1900,atm,motorcycle,none,gold_jewellery,1,False,True,True,False
EVT-CAMP-50859086,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,electronics,3,True,False,False,False
EVT-07254625,CRM-0000135,rear_entry,evening_1600_1900,vehicle_parked,bicycle,none,cash,4,False,False,True,False
EVT-27535930,,digital_access,early_morning_0400_0600,school,motorcycle,acid,vehicle,2,True,False,True,True
EVT-CAMP-37759983,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,motorcycle,none,documents,3,False,False,True,False
EVT-CAMP-52187706,CRM-0000206,social_engineering,evening_1600_1900,atm,car,none,documents,1,False,True,True,False
EVT-97748201,,fake_delivery,afternoon_1200_1600,railway_station,motorcycle,acid,mixed_valuables,2,False,False,True,True
EVT-53370054,,rear_entry,early_morning_0400_0600,residential_house,bicycle,none,livestock,1,False,True,True,False
EVT-16422875,CRM-0000063,forced_entry,early_morning_0400_0600,atm,car,none,vehicle,2,True,False,True,False
EVT-77059420,CRM-0000137,front_door,night_1900_2200,residential_house,unknown,none,laptop,3,True,False,False,False
EVT-CAMP-26679830,CRM-0000141,roof_entry,evening_1600_1900,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-CAMP-70995755,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,electronics,4,False,False,False,False
EVT-CAMP-74924672,CRM-0000206,social_engineering,evening_1600_1900,atm,on_foot,none,documents,1,False,True,False,False
EVT-CAMP-92001804,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,auto_rickshaw,none,vehicle,3,False,False,True,False
EVT-CAMP-73888318,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,cash,1,False,True,False,False
EVT-CAMP-73149293,CRM-0000206,social_engineering,evening_1600_1900,atm,car,none,documents,1,False,True,True,False
EVT-CAMP-03123005,CRM-0000141,rear_entry,afternoon_1200_1600,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-06872598,,social_engineering,evening_1600_1900,atm,auto_rickshaw,stone,livestock,2,True,False,True,True
EVT-65778979,CRM-0000238,window_entry,mid_morning_0900_1200,highway,motorcycle,none,laptop,5,False,False,True,False
EVT-CAMP-51813757,CRM-0000141,roof_entry,afternoon_1200_1600,shop,unknown,none,electronics,3,False,False,False,False
EVT-CAMP-72115677,CRM-0000206,social_engineering,evening_1600_1900,hospital,car,none,mobile_phone,1,False,True,True,False
EVT-03622928,,fake_police,afternoon_1200_1600,temple,unknown,country_bomb,vehicle,1,True,True,False,True
EVT-CAMP-89835212,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,motorcycle,none,cash,2,False,False,True,False
EVT-CAMP-66786754,CRM-0000206,social_engineering,evening_1600_1900,atm,car,iron_rod,documents,1,False,True,True,True
EVT-25746027,CRM-0000070,forced_entry,late_night_2200_0400,street,auto_rickshaw,stone,laptop,2,True,False,True,True
EVT-CAMP-72081569,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-CAMP-62801239,CRM-0000206,social_engineering,evening_1600_1900,atm,car,none,documents,1,False,True,True,False
EVT-CAMP-06860897,CRM-0000141,social_engineering,afternoon_1200_1600,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-25724867,CRM-0000060,fake_police,morning_0600_0900,commercial,motorcycle,acid,cash,2,False,False,True,True
EVT-62219260,CRM-0000214,social_engineering,mid_morning_0900_1200,bank,bicycle,none,gold_jewellery,2,False,False,True,False
EVT-30040432,CRM-0000046,front_door,evening_1600_1900,railway_station,on_foot,none,none,3,True,False,False,False
EVT-44723022,CRM-0000137,front_door,night_1900_2200,residential_house,unknown,none,mixed_valuables,1,True,True,False,False
EVT-41340002,,window_entry,evening_1600_1900,bank,car,firearm,vehicle,1,False,True,True,True
EVT-CAMP-92252313,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-63715362,,roof_entry,late_night_2200_0400,railway_station,motorcycle,none,mixed_valuables,2,True,False,True,False
EVT-CAMP-87859204,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,electronics,4,False,False,False,False
EVT-CAMP-53679639,CRM-0000206,social_engineering,evening_1600_1900,atm,car,none,documents,1,False,True,True,False
EVT-72170823,CRM-0000221,social_engineering,evening_1600_1900,street,auto_rickshaw,bare_hands,gold_jewellery,2,True,False,True,False
EVT-02265977,,digital_access,early_morning_0400_0600,bus_stand,unknown,firearm,livestock,2,False,False,False,True
EVT-23984282,,tunneling,early_morning_0400_0600,bank,car,iron_rod,electronics,1,False,True,True,True
EVT-14832266,CRM-0000046,front_door,night_1900_2200,atm,on_foot,none,mobile_phone,3,True,False,False,False
EVT-98775971,CRM-0000061,front_door,evening_1600_1900,bank,on_foot,knife,none,4,True,False,False,True
EVT-46857950,CRM-0000123,open_access,morning_0600_0900,residential_house,public_bus,iron_rod,cash,2,False,False,True,True
EVT-CAMP-37353083,CRM-0000206,social_engineering,evening_1600_1900,atm,car,none,documents,5,False,False,True,False
EVT-35985726,CRM-0000052,open_access,late_night_2200_0400,residential,car,none,vehicle,1,True,True,True,False
EVT-08914851,CRM-0000139,fake_police,evening_1600_1900,residential,car,none,cash,2,False,False,True,False
EVT-93313070,CRM-0000152,digital_access,evening_1600_1900,market,bicycle,iron_rod,livestock,2,False,False,True,True
EVT-87652594,CRM-0000165,forced_entry,late_night_2200_0400,market,on_foot,firearm,mobile_phone,2,True,False,False,True
EVT-54542220,CRM-0000243,tunneling,late_night_2200_0400,street,car,none,electronics,2,True,False,True,False
EVT-88380555,CRM-0000060,fake_police,morning_0600_0900,railway_station,motorcycle,knife,mixed_valuables,2,False,False,True,True
EVT-CAMP-74165103,CRM-0000206,tunneling,evening_1600_1900,atm,car,none,livestock,1,False,True,True,False
EVT-04646805,CRM-0000156,digital_access,afternoon_1200_1600,residential,bicycle,none,documents,3,False,False,True,False
EVT-CAMP-23371664,CRM-0000206,social_engineering,evening_1600_1900,shop,auto_rickshaw,none,documents,1,True,True,True,False
EVT-80723437,,forced_entry,early_morning_0400_0600,bank,car,stone,mobile_phone,5,False,False,True,True
EVT-36385281,CRM-0000118,rear_entry,morning_0600_0900,bank,motorcycle,bare_hands,none,3,True,False,True,False
EVT-67303223,CRM-0000173,fake_delivery,afternoon_1200_1600,vehicle_parked,motorcycle,bare_hands,livestock,1,True,True,True,False
EVT-30784613,,forced_entry,night_1900_2200,school,public_bus,rope,none,2,True,False,True,True
EVT-52305168,CRM-0000125,fake_police,evening_1600_1900,shop,bicycle,bare_hands,electronics,2,False,False,True,False
EVT-86520600,,open_access,late_night_2200_0400,temple,auto_rickshaw,rope,livestock,3,True,False,True,True
EVT-CAMP-27785473,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-23614437,CRM-0000070,forced_entry,late_night_2200_0400,commercial,auto_rickshaw,none,laptop,2,True,False,True,False
EVT-CAMP-58761283,CRM-0000141,forced_entry,afternoon_1200_1600,bus_stand,unknown,iron_rod,electronics,3,False,False,False,True
EVT-83537744,CRM-0000181,roof_entry,afternoon_1200_1600,school,public_bus,none,mixed_valuables,2,True,False,True,False
EVT-52047539,CRM-0000010,fake_police,morning_0600_0900,shop,public_bus,rope,gold_jewellery,2,False,False,True,True
EVT-81308329,,forced_entry,afternoon_1200_1600,residential_house,motorcycle,bare_hands,documents,1,False,True,True,False
EVT-51872598,CRM-0000149,rear_entry,afternoon_1200_1600,temple,unknown,none,none,1,False,True,False,False
EVT-14652775,,digital_access,afternoon_1200_1600,bus_stand,car,none,cash,3,True,False,True,False
EVT-CAMP-41529001,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-37139473,CRM-0000235,fake_delivery,morning_0600_0900,bus_stand,bicycle,none,electronics,1,False,True,True,False
EVT-CAMP-58129263,CRM-0000141,roof_entry,afternoon_1200_1600,bank,unknown,none,electronics,3,False,False,False,False
EVT-13264452,CRM-0000089,tunneling,morning_0600_0900,bus_stand,public_transit,none,documents,2,False,False,True,False
EVT-42058989,CRM-0000237,rear_entry,early_morning_0400_0600,bus_stand,motorcycle,iron_rod,laptop,1,False,True,True,True
EVT-49342011,CRM-0000186,social_engineering,evening_1600_1900,street,on_foot,rope,mixed_valuables,2,True,False,False,True
EVT-14360269,CRM-0000131,digital_access,morning_0600_0900,commercial,motorcycle,none,mixed_valuables,1,False,True,True,False
EVT-CAMP-31090230,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,public_bus,firearm,none,3,False,False,True,True
EVT-03539217,CRM-0000065,open_access,early_morning_0400_0600,street,bicycle,none,cash,2,True,False,True,False
EVT-76394722,CRM-0000147,fake_police,morning_0600_0900,highway,unknown,none,laptop,2,True,False,False,False
EVT-CAMP-75645099,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,none,3,False,False,False,False
EVT-26993766,CRM-0000206,social_engineering,evening_1600_1900,atm,car,bare_hands,documents,1,False,True,True,False
EVT-46185507,CRM-0000189,digital_access,afternoon_1200_1600,atm,bicycle,none,cash,3,False,False,True,False
EVT-33253058,,rear_entry,late_night_2200_0400,railway_station,auto_rickshaw,stone,vehicle,3,False,False,True,True
EVT-80866581,CRM-0000176,fake_police,mid_morning_0900_1200,market,motorcycle,knife,vehicle,4,True,False,True,True
EVT-53969377,CRM-0000171,social_engineering,afternoon_1200_1600,residential_house,public_bus,none,documents,2,False,False,True,False
EVT-53034702,CRM-0000106,roof_entry,late_night_2200_0400,bank,motorcycle,none,documents,3,False,False,True,False
EVT-93175916,,front_door,late_night_2200_0400,street,auto_rickshaw,acid,vehicle,4,True,False,True,True
EVT-42730164,CRM-0000146,fake_police,morning_0600_0900,bus_stand,unknown,none,electronics,5,False,False,False,False
EVT-64505345,,open_access,evening_1600_1900,school,car,knife,electronics,3,False,False,True,True
EVT-57029375,CRM-0000091,tunneling,night_1900_2200,market,bicycle,none,electronics,2,True,False,True,False
EVT-70677296,CRM-0000101,open_access,early_morning_0400_0600,bank,bicycle,iron_rod,electronics,3,True,False,True,True
EVT-82313994,CRM-0000089,open_access,morning_0600_0900,school,public_transit,none,documents,2,False,False,True,False
EVT-30691611,CRM-0000242,digital_access,mid_morning_0900_1200,atm,auto_rickshaw,none,none,3,False,False,True,False
EVT-01440517,,fake_police,late_night_2200_0400,bus_stand,public_bus,acid,mobile_phone,1,False,True,True,True
EVT-20074775,,fake_delivery,morning_0600_0900,apartment,bicycle,stone,livestock,4,True,False,True,True
EVT-25911200,,forced_entry,early_morning_0400_0600,vehicle_parked,car,country_bomb,none,4,False,False,True,True
EVT-51307583,CRM-0000190,social_engineering,night_1900_2200,vehicle_parked,public_bus,iron_rod,mixed_valuables,2,True,False,True,True
EVT-66326855,CRM-0000110,digital_access,evening_1600_1900,commercial,motorcycle,bare_hands,documents,1,True,True,True,False
EVT-21381018,CRM-0000081,fake_delivery,late_night_2200_0400,bank,public_bus,acid,documents,3,True,False,True,True
EVT-77128427,CRM-0000129,social_engineering,evening_1600_1900,apartment,on_foot,knife,cash,5,False,False,False,True
EVT-98739006,CRM-0000102,fake_delivery,early_morning_0400_0600,commercial,motorcycle,none,gold_jewellery,2,True,False,True,False
EVT-70084619,CRM-0000120,digital_access,early_morning_0400_0600,bank,motorcycle,none,laptop,4,True,False,True,False
EVT-62216913,CRM-0000006,front_door,early_morning_0400_0600,shop,public_bus,none,laptop,1,False,True,True,False
EVT-36473743,CRM-0000005,rear_entry,late_night_2200_0400,temple,unknown,knife,vehicle,2,True,False,False,True
EVT-CAMP-56352462,CRM-0000064,window_entry,morning_0600_0900,bank,public_bus,knife,laptop,3,False,False,True,True
EVT-26349396,CRM-0000237,rear_entry,early_morning_0400_0600,commercial,motorcycle,knife,laptop,1,True,True,True,True
EVT-CAMP-81021046,CRM-0000064,window_entry,morning_0600_0900,bank,public_bus,bare_hands,mixed_valuables,3,False,False,True,False
EVT-20312861,,roof_entry,evening_1600_1900,residential_house,motorcycle,country_bomb,vehicle,4,True,False,True,True
EVT-28959379,CRM-0000110,digital_access,night_1900_2200,atm,motorcycle,bare_hands,cash,1,True,True,True,False
EVT-46626137,CRM-0000147,fake_police,morning_0600_0900,highway,unknown,none,none,2,False,False,False,False
EVT-CAMP-10737874,CRM-0000064,fake_police,morning_0600_0900,bank,auto_rickshaw,bare_hands,laptop,3,False,False,True,False
EVT-97309927,CRM-0000108,fake_police,morning_0600_0900,residential,unknown,none,livestock,4,False,False,False,False
EVT-28140694,CRM-0000137,front_door,night_1900_2200,atm,unknown,none,mixed_valuables,1,True,True,False,False
EVT-70732466,,forced_entry,mid_morning_0900_1200,street,public_bus,country_bomb,livestock,2,False,False,True,True
EVT-41623298,CRM-0000000,fake_police,evening_1600_1900,highway,on_foot,country_bomb,none,2,False,False,False,True
EVT-85644714,CRM-0000002,digital_access,morning_0600_0900,hospital,unknown,none,documents,1,False,True,False,False
EVT-36387315,CRM-0000136,open_access,morning_0600_0900,school,motorcycle,none,mobile_phone,3,False,False,True,False
EVT-08052041,CRM-0000109,front_door,evening_1600_1900,commercial,auto_rickshaw,iron_rod,cash,5,False,False,True,True
EVT-CAMP-42029669,CRM-0000064,window_entry,morning_0600_0900,shop,public_bus,bare_hands,laptop,3,False,False,True,False
EVT-CAMP-37106331,CRM-0000141,digital_access,afternoon_1200_1600,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-26523705,,social_engineering,early_morning_0400_0600,hospital,motorcycle,bare_hands,electronics,2,True,False,True,False
EVT-CAMP-15034078,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,electronics,2,False,False,False,False
EVT-90598873,,fake_police,evening_1600_1900,school,car,bare_hands,none,2,False,False,True,False
EVT-CAMP-59327983,CRM-0000064,forced_entry,morning_0600_0900,bank,car,bare_hands,laptop,4,False,False,True,False
EVT-CAMP-17578918,CRM-0000141,digital_access,afternoon_1200_1600,bus_stand,unknown,none,electronics,1,False,True,False,False
EVT-CAMP-03020358,CRM-0000064,window_entry,late_night_2200_0400,shop,public_bus,bare_hands,mobile_phone,3,False,False,True,False
EVT-CAMP-39079757,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,electronics,1,False,True,False,False
EVT-10210278,CRM-0000225,rear_entry,early_morning_0400_0600,highway,on_foot,country_bomb,electronics,1,True,True,False,True
EVT-CAMP-57477581,CRM-0000064,open_access,morning_0600_0900,bank,public_bus,bare_hands,laptop,3,False,False,True,False
EVT-CAMP-24695245,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-CAMP-56950376,CRM-0000206,social_engineering,morning_0600_0900,atm,car,none,documents,1,False,True,True,False
EVT-68064205,,open_access,early_morning_0400_0600,shop,unknown,iron_rod,electronics,1,True,True,False,True
EVT-CAMP-38606144,CRM-0000064,window_entry,morning_0600_0900,bank,public_bus,bare_hands,laptop,3,False,False,True,False
EVT-CAMP-29437496,CRM-0000206,social_engineering,evening_1600_1900,atm,car,none,documents,1,False,True,True,False
EVT-CAMP-66334250,CRM-0000033,window_entry,evening_1600_1900,street,car,none,cash,2,False,False,True,False
EVT-CAMP-31597319,CRM-0000064,window_entry,morning_0600_0900,bank,public_bus,bare_hands,laptop,3,False,False,True,False
EVT-CAMP-66284326,CRM-0000206,social_engineering,evening_1600_1900,atm,car,none,documents,1,False,True,True,False
EVT-CAMP-73732360,CRM-0000033,window_entry,evening_1600_1900,street,car,none,cash,2,False,False,True,False
EVT-CAMP-61967144,CRM-0000064,window_entry,morning_0600_0900,bank,unknown,bare_hands,laptop,3,False,False,False,False
EVT-CAMP-41518627,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-CAMP-14283509,CRM-0000206,tunneling,evening_1600_1900,atm,car,iron_rod,documents,1,False,True,True,True
EVT-CAMP-90077125,CRM-0000033,forced_entry,evening_1600_1900,street,car,bare_hands,cash,2,False,False,True,False
EVT-CAMP-57650635,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-CAMP-44114640,CRM-0000064,window_entry,morning_0600_0900,bank,public_bus,iron_rod,laptop,3,False,False,True,True
EVT-CAMP-13989033,CRM-0000141,window_entry,afternoon_1200_1600,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-CAMP-17050353,CRM-0000206,social_engineering,evening_1600_1900,atm,car,none,documents,1,False,True,True,False
EVT-CAMP-57402064,CRM-0000033,window_entry,evening_1600_1900,street,car,none,cash,2,False,False,True,False
EVT-CAMP-93379038,CRM-0000206,social_engineering,evening_1600_1900,atm,car,none,documents,1,False,True,True,False
EVT-CAMP-69474636,CRM-0000033,window_entry,evening_1600_1900,street,car,none,cash,2,False,False,True,False
EVT-CAMP-00822666,CRM-0000064,digital_access,morning_0600_0900,bank,public_bus,bare_hands,laptop,3,False,False,True,False
EVT-CAMP-40198103,CRM-0000141,roof_entry,morning_0600_0900,bus_stand,car,none,electronics,3,False,False,True,False
EVT-CAMP-22677403,CRM-0000206,social_engineering,evening_1600_1900,atm,car,none,documents,2,False,False,True,False
EVT-CAMP-82822208,CRM-0000033,window_entry,evening_1600_1900,street,car,none,cash,2,False,False,True,False
EVT-CAMP-64469552,CRM-0000064,tunneling,morning_0600_0900,bank,public_bus,bare_hands,laptop,3,False,False,True,False
EVT-CAMP-61051007,CRM-0000206,social_engineering,evening_1600_1900,atm,car,none,documents,1,False,True,True,False
EVT-CAMP-56334226,CRM-0000033,window_entry,evening_1600_1900,school,car,none,cash,2,False,False,True,False
EVT-CAMP-09137062,CRM-0000064,front_door,morning_0600_0900,bank,public_bus,bare_hands,laptop,3,False,False,True,False
EVT-CAMP-52857677,CRM-0000141,tunneling,afternoon_1200_1600,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-CAMP-51998664,CRM-0000206,social_engineering,evening_1600_1900,hospital,car,none,documents,1,False,True,True,False
EVT-CAMP-12989454,CRM-0000141,roof_entry,night_1900_2200,bus_stand,unknown,none,mixed_valuables,3,False,False,False,False
EVT-CAMP-39256906,CRM-0000064,fake_police,morning_0600_0900,temple,public_bus,bare_hands,laptop,3,False,False,True,False
EVT-CAMP-96049949,CRM-0000206,social_engineering,evening_1600_1900,atm,car,none,documents,1,False,True,True,False
EVT-CAMP-31194236,CRM-0000033,forced_entry,morning_0600_0900,street,car,none,cash,2,False,False,True,False
EVT-CAMP-94806052,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-CAMP-12119310,CRM-0000064,window_entry,morning_0600_0900,bank,public_bus,bare_hands,laptop,3,False,False,True,False
EVT-CAMP-93520764,CRM-0000206,front_door,evening_1600_1900,atm,car,none,documents,1,False,True,True,False
EVT-CAMP-97529654,CRM-0000033,digital_access,evening_1600_1900,street,car,none,cash,2,False,False,True,False
EVT-CAMP-75687397,CRM-0000141,roof_entry,morning_0600_0900,bus_stand,unknown,none,mixed_valuables,3,False,False,False,False
EVT-CAMP-00258905,CRM-0000206,social_engineering,evening_1600_1900,atm,on_foot,none,documents,1,False,True,False,False
EVT-CAMP-30682663,CRM-0000033,window_entry,afternoon_1200_1600,street,car,none,gold_jewellery,2,False,False,True,False
EVT-CAMP-67595511,CRM-0000141,open_access,afternoon_1200_1600,bus_stand,car,rope,electronics,4,False,False,True,True
EVT-CAMP-71256707,CRM-0000206,social_engineering,evening_1600_1900,atm,car,firearm,cash,1,False,True,True,True
EVT-54412556,CRM-0000092,front_door,late_night_2200_0400,highway,unknown,none,vehicle,3,True,False,False,False
EVT-CAMP-87618259,CRM-0000206,social_engineering,night_1900_2200,atm,car,none,documents,1,False,True,True,False
EVT-CAMP-75150008,CRM-0000033,window_entry,evening_1600_1900,street,car,none,laptop,2,False,False,True,False
EVT-CAMP-80424243,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-CAMP-05578322,CRM-0000206,social_engineering,afternoon_1200_1600,school,car,firearm,documents,5,False,False,True,True
EVT-52138214,CRM-0000048,front_door,night_1900_2200,bus_stand,public_bus,none,livestock,5,True,False,True,False
EVT-CAMP-74120149,CRM-0000206,social_engineering,evening_1600_1900,bus_stand,car,stone,documents,1,False,True,True,True
EVT-CAMP-20199974,CRM-0000033,window_entry,evening_1600_1900,street,car,none,cash,2,False,False,True,False
EVT-CAMP-49401177,CRM-0000141,roof_entry,afternoon_1200_1600,bank,unknown,stone,mixed_valuables,3,False,False,False,True
EVT-CAMP-14733858,CRM-0000206,social_engineering,evening_1600_1900,bus_stand,auto_rickshaw,none,gold_jewellery,1,False,True,True,False
EVT-CAMP-98390317,CRM-0000033,window_entry,evening_1600_1900,street,on_foot,none,cash,2,False,False,False,False
EVT-CAMP-11130992,CRM-0000141,fake_delivery,evening_1600_1900,bus_stand,unknown,none,none,3,False,False,False,False
EVT-CAMP-06235054,CRM-0000064,window_entry,morning_0600_0900,bank,public_bus,bare_hands,laptop,3,False,False,True,False
EVT-CAMP-84527931,CRM-0000206,social_engineering,early_morning_0400_0600,atm,car,knife,documents,1,False,True,True,True
EVT-CAMP-98296270,CRM-0000064,window_entry,morning_0600_0900,bank,public_bus,bare_hands,laptop,3,False,False,True,False
EVT-24592021,CRM-0000225,front_door,early_morning_0400_0600,highway,bicycle,none,electronics,1,True,True,True,False
EVT-CAMP-32239680,CRM-0000206,social_engineering,night_1900_2200,atm,car,none,documents,1,True,True,True,False
EVT-CAMP-43040701,CRM-0000064,window_entry,evening_1600_1900,bank,public_bus,bare_hands,laptop,3,False,False,True,False
EVT-CAMP-70459680,CRM-0000064,window_entry,morning_0600_0900,bank,on_foot,acid,vehicle,3,False,False,False,True
EVT-CAMP-53340819,CRM-0000064,window_entry,morning_0600_0900,bank,public_bus,bare_hands,laptop,3,False,False,True,False
EVT-61337679,CRM-0000036,social_engineering,mid_morning_0900_1200,residential,unknown,none,documents,5,False,False,False,False
EVT-CAMP-79432532,CRM-0000064,window_entry,morning_0600_0900,bank,public_bus,country_bomb,laptop,3,False,False,True,True
EVT-04102321,,forced_entry,evening_1600_1900,bus_stand,unknown,stone,vehicle,2,False,False,False,True
EVT-CAMP-49694965,CRM-0000064,window_entry,morning_0600_0900,bank,public_bus,bare_hands,documents,3,False,False,True,False
EVT-26068560,CRM-0000150,open_access,mid_morning_0900_1200,school,unknown,stone,cash,5,True,False,False,True
EVT-CAMP-31493477,CRM-0000064,window_entry,morning_0600_0900,bank,public_bus,iron_rod,laptop,3,False,False,True,True
EVT-10268065,,tunneling,evening_1600_1900,railway_station,unknown,rope,mixed_valuables,2,True,False,False,True
EVT-CAMP-73369601,CRM-0000064,window_entry,morning_0600_0900,bank,public_bus,bare_hands,laptop,3,False,False,True,False
EVT-36811028,CRM-0000006,front_door,early_morning_0400_0600,highway,motorcycle,none,laptop,1,True,True,True,False
EVT-42321525,,digital_access,mid_morning_0900_1200,atm,public_bus,country_bomb,documents,3,True,False,True,True
EVT-CAMP-37694935,CRM-0000141,digital_access,afternoon_1200_1600,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-62326175,CRM-0000054,open_access,evening_1600_1900,bank,motorcycle,none,cash,1,False,True,True,False
EVT-CAMP-36377872,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,electronics,1,False,True,False,False
EVT-20698243,CRM-0000175,social_engineering,early_morning_0400_0600,residential_house,motorcycle,none,livestock,1,True,True,True,False
EVT-36189656,CRM-0000072,forced_entry,mid_morning_0900_1200,highway,unknown,none,gold_jewellery,1,False,True,False,False
EVT-88395247,CRM-0000149,front_door,afternoon_1200_1600,residential_house,unknown,none,none,3,False,False,False,False
EVT-CAMP-10444420,CRM-0000141,forced_entry,afternoon_1200_1600,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-10424069,,roof_entry,night_1900_2200,shop,auto_rickshaw,none,documents,4,False,False,True,False
EVT-CAMP-47790285,CRM-0000141,roof_entry,afternoon_1200_1600,hospital,unknown,iron_rod,electronics,3,False,False,False,True
EVT-52405688,CRM-0000150,open_access,early_morning_0400_0600,school,unknown,iron_rod,cash,5,True,False,False,True
EVT-39934873,,open_access,morning_0600_0900,railway_station,on_foot,rope,vehicle,2,False,False,False,True
EVT-89519805,CRM-0000121,social_engineering,mid_morning_0900_1200,street,auto_rickshaw,none,gold_jewellery,1,False,True,True,False
EVT-CAMP-17238894,CRM-0000118,fake_police,night_1900_2200,market,motorcycle,bare_hands,mobile_phone,3,True,False,True,False
EVT-84828418,CRM-0000124,front_door,early_morning_0400_0600,residential,bicycle,bare_hands,vehicle,5,True,False,True,False
EVT-CAMP-02506532,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,vehicle,3,False,False,False,False
EVT-CAMP-46263954,CRM-0000118,fake_police,late_night_2200_0400,bus_stand,motorcycle,bare_hands,vehicle,3,True,False,True,False
EVT-CAMP-87199100,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-CAMP-54234440,CRM-0000118,open_access,late_night_2200_0400,bank,motorcycle,bare_hands,mobile_phone,3,True,False,True,False
EVT-CAMP-85727245,CRM-0000141,rear_entry,afternoon_1200_1600,bus_stand,unknown,none,electronics,3,False,False,False,False
EVT-CAMP-16226003,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,bicycle,none,electronics,3,False,False,True,False
EVT-CAMP-85320843,CRM-0000118,fake_police,late_night_2200_0400,vehicle_parked,motorcycle,country_bomb,none,3,True,False,True,True
EVT-CAMP-33588357,CRM-0000141,roof_entry,afternoon_1200_1600,bus_stand,auto_rickshaw,none,vehicle,3,False,False,True,False
EVT-CAMP-71999011,CRM-0000118,fake_police,mid_morning_0900_1200,bank,motorcycle,bare_hands,mobile_phone,3,False,False,True,False
EVT-CAMP-71652926,CRM-0000118,fake_police,late_night_2200_0400,bank,motorcycle,bare_hands,mobile_phone,3,True,False,True,False
EVT-CAMP-87879448,CRM-0000141,roof_entry,mid_morning_0900_1200,bus_stand,unknown,none,electronics,3,False,False,False,False
