ping_id,phone_id,tower_id,timestamp,signal_strength
PING-00001670,PHN-00001669,TOW-00527,2021-03-29T07:18:00,-74
PING-00001671,PHN-00001669,TOW-00527,2021-03-29T07:33:00,-60
PING-00001672,PHN-00001669,TOW-00527,2021-03-29T07:48:00,-87
PING-00001673,PHN-00001669,TOW-00527,2021-03-29T08:03:00,-65
PING-00001674,PHN-00002862,TOW-02048,2021-03-29T21:33:00,-73
PING-00001675,PHN-00002862,TOW-02048,2021-03-29T21:48:00,-60
PING-00001676,PHN-00002862,TOW-02048,2021-03-29T22:03:00,-75
PING-00001677,PHN-00002862,TOW-02048,2021-03-29T22:18:00,-71
PING-00001678,PHN-00002862,TOW-02048,2021-03-29T22:33:00,-78
PING-00001679,PHN-00002862,TOW-02048,2021-03-29T22:48:00,-59
PING-00001680,PHN-00002862,TOW-02045,2021-03-29T23:03:00,-58
PING-00001681,PHN-00002862,TOW-02045,2021-03-29T23:18:00,-64
PING-00001682,PHN-00002862,TOW-02045,2021-03-29T23:33:00,-64
PING-00001683,PHN-00004083,TOW-00515,2021-03-30T07:14:00,-65
PING-00001684,PHN-00004083,TOW-00515,2021-03-30T07:29:00,-54
PING-00001685,PHN-00004083,TOW-00515,2021-03-30T07:44:00,-66
PING-00001686,PHN-00004083,TOW-00515,2021-03-30T07:59:00,-94
PING-00001687,PHN-00004083,TOW-00514,2021-03-30T08:14:00,-55
PING-00001688,PHN-00004083,TOW-00515,2021-03-30T08:29:00,-67
PING-00001689,PHN-00004083,TOW-00515,2021-03-30T08:44:00,-89
PING-00001690,PHN-00004083,TOW-00515,2021-03-30T08:59:00,-80
PING-00001691,PHN-00004083,TOW-00513,2021-03-30T09:14:00,-85
PING-00001692,PHN-00001669,TOW-00447,2021-03-31T05:24:00,-81
PING-00001693,PHN-00001669,TOW-00447,2021-03-31T05:39:00,-88
PING-00001694,PHN-00001669,TOW-00447,2021-03-31T05:54:00,-96
PING-00001695,PHN-00001669,TOW-00445,2021-03-31T06:09:00,-53
PING-00001696,PHN-00001669,TOW-00445,2021-03-31T06:24:00,-55
PING-00001697,PHN-00001669,TOW-00446,2021-03-31T06:39:00,-78
PING-00001698,PHN-00001669,TOW-00446,2021-03-31T06:54:00,-56
PING-00001699,PHN-00001669,TOW-00446,2021-03-31T07:09:00,-73
PING-00001700,PHN-00001669,TOW-00446,2021-03-31T07:24:00,-58
PING-00001701,PHN-00000135,TOW-01976,2021-03-31T07:09:00,-84
PING-00001702,PHN-00000135,TOW-01975,2021-03-31T07:24:00,-68
PING-00001703,PHN-00000135,TOW-01975,2021-03-31T07:39:00,-85
PING-00001704,PHN-00000135,TOW-01975,2021-03-31T07:54:00,-56
PING-00001705,PHN-00000135,TOW-01975,2021-03-31T08:09:00,-61
PING-00001706,PHN-00000135,TOW-01975,2021-03-31T08:24:00,-99
PING-00001707,PHN-00000135,TOW-01975,2021-03-31T08:39:00,-76
PING-00001708,PHN-00000135,TOW-01975,2021-03-31T08:54:00,-83
PING-00001709,PHN-00000135,TOW-01975,2021-03-31T09:09:00,-58
PING-00001710,PHN-00001669,TOW-00494,2021-04-01T07:03:00,-75
PING-00001711,PHN-00001669,TOW-00494,2021-04-01T07:18:00,-83
PING-00001712,PHN-00001669,TOW-00494,2021-04-01T07:33:00,-86
PING-00001713,PHN-00001669,TOW-00494,2021-04-01T07:48:00,-87
PING-00001714,PHN-00001669,TOW-00498,2021-04-01T08:03:00,-72
PING-00001715,PHN-00001669,TOW-00498,2021-04-01T08:18:00,-96
PING-00001716,PHN-00001669,TOW-00499,2021-04-01T08:33:00,-55
PING-00001717,PHN-00001669,TOW-00499,2021-04-01T08:48:00,-77
PING-00001718,PHN-00001669,TOW-00499,2021-04-01T09:03:00,-90
PING-00001719,PHN-00003522,TOW-00800,2021-04-01T21:54:00,-80
PING-00001720,PHN-00003522,TOW-00800,2021-04-01T22:09:00,-66
PING-00001721,PHN-00003522,TOW-00800,2021-04-01T22:24:00,-63
PING-00001722,PHN-00003522,TOW-00800,2021-04-01T22:39:00,-95
PING-00001723,PHN-00003522,TOW-00800,2021-04-01T22:54:00,-74
PING-00001724,PHN-00003522,TOW-00800,2021-04-01T23:09:00,-57
PING-00001725,PHN-00003522,TOW-00800,2021-04-01T23:24:00,-100
PING-00001726,PHN-00003522,TOW-00800,2021-04-01T23:39:00,-84
PING-00001727,PHN-00003522,TOW-00800,2021-04-01T23:54:00,-74
PING-00001728,PHN-00004083,TOW-00490,2021-04-02T22:31:00,-92
PING-00001729,PHN-00004083,TOW-00490,2021-04-02T22:46:00,-74
PING-00001730,PHN-00004083,TOW-00490,2021-04-02T23:01:00,-56
PING-00001731,PHN-00004083,TOW-00489,2021-04-02T23:16:00,-58
PING-00001732,PHN-00004083,TOW-00489,2021-04-02T23:31:00,-78
PING-00001733,PHN-00004083,TOW-00489,2021-04-02T23:46:00,-60
PING-00001734,PHN-00004083,TOW-00492,2021-04-03T00:01:00,-65
PING-00001735,PHN-00004083,TOW-00492,2021-04-03T00:16:00,-66
PING-00001736,PHN-00004083,TOW-00492,2021-04-03T00:31:00,-71
PING-00001737,PHN-00003689,TOW-00019,2021-04-02T05:35:00,-69
PING-00001738,PHN-00003689,TOW-00019,2021-04-02T05:50:00,-100
PING-00001739,PHN-00003689,TOW-00019,2021-04-02T06:05:00,-80
PING-00001740,PHN-00003689,TOW-00019,2021-04-02T06:20:00,-60
PING-00001741,PHN-00003689,TOW-00019,2021-04-02T06:35:00,-94
PING-00001742,PHN-00003689,TOW-00019,2021-04-02T06:50:00,-75
PING-00001743,PHN-00003689,TOW-00019,2021-04-02T07:05:00,-65
PING-00001744,PHN-00003689,TOW-00019,2021-04-02T07:20:00,-92
PING-00001745,PHN-00003689,TOW-00020,2021-04-02T07:35:00,-60
PING-00001746,PHN-00004083,TOW-00490,2021-04-03T06:37:00,-74
PING-00001747,PHN-00004083,TOW-00490,2021-04-03T06:52:00,-83
PING-00001748,PHN-00004083,TOW-00490,2021-04-03T07:07:00,-90
PING-00001749,PHN-00004083,TOW-00490,2021-04-03T07:22:00,-74
PING-00001750,PHN-00004083,TOW-00490,2021-04-03T07:37:00,-85
PING-00001751,PHN-00004083,TOW-00490,2021-04-03T07:52:00,-98
PING-00001752,PHN-00004083,TOW-00490,2021-04-03T08:07:00,-57
PING-00001753,PHN-00004083,TOW-00490,2021-04-03T08:22:00,-71
PING-00001754,PHN-00004083,TOW-00489,2021-04-03T08:37:00,-61
PING-00001755,PHN-00003689,TOW-00296,2021-04-03T22:08:00,-96
PING-00001756,PHN-00003689,TOW-00296,2021-04-03T22:23:00,-80
PING-00001757,PHN-00003689,TOW-00296,2021-04-03T22:38:00,-71
PING-00001758,PHN-00003689,TOW-00296,2021-04-03T22:53:00,-83
PING-00001759,PHN-00003689,TOW-00296,2021-04-03T23:08:00,-54
PING-00001760,PHN-00003689,TOW-00296,2021-04-03T23:23:00,-76
PING-00001761,PHN-00003689,TOW-00296,2021-04-03T23:38:00,-63
PING-00001762,PHN-00003689,TOW-00296,2021-04-03T23:53:00,-60
PING-00001763,PHN-00003689,TOW-00296,2021-04-04T00:08:00,-52
PING-00001764,PHN-00001399,TOW-02819,2021-04-03T21:42:00,-69
PING-00001765,PHN-00001399,TOW-02819,2021-04-03T21:57:00,-56
PING-00001766,PHN-00001399,TOW-02822,2021-04-03T22:12:00,-61
PING-00001767,PHN-00001399,TOW-02818,2021-04-03T22:27:00,-72
PING-00001768,PHN-00001399,TOW-02818,2021-04-03T22:42:00,-62
PING-00001769,PHN-00001399,TOW-02818,2021-04-03T22:57:00,-70
PING-00001770,PHN-00001399,TOW-02818,2021-04-03T23:12:00,-86
PING-00001771,PHN-00001399,TOW-02818,2021-04-03T23:27:00,-91
PING-00001772,PHN-00001399,TOW-02818,2021-04-03T23:42:00,-80
PING-00001773,PHN-00004083,TOW-00432,2021-04-04T07:51:00,-80
PING-00001774,PHN-00004083,TOW-00432,2021-04-04T08:06:00,-75
PING-00001775,PHN-00004083,TOW-00433,2021-04-04T08:21:00,-88
PING-00001776,PHN-00004083,TOW-00433,2021-04-04T08:36:00,-94
PING-00001777,PHN-00004083,TOW-00433,2021-04-04T08:51:00,-99
PING-00001778,PHN-00004083,TOW-00433,2021-04-04T09:06:00,-94
PING-00001779,PHN-00004083,TOW-00433,2021-04-04T09:21:00,-93
PING-00001780,PHN-00004083,TOW-00432,2021-04-04T09:36:00,-53
PING-00001781,PHN-00004083,TOW-00432,2021-04-04T09:51:00,-62
PING-00001782,PHN-00003689,TOW-00215,2021-04-04T21:10:00,-89
PING-00001783,PHN-00003689,TOW-00215,2021-04-04T21:25:00,-64
PING-00001784,PHN-00003689,TOW-00216,2021-04-04T21:40:00,-79
PING-00001785,PHN-00003689,TOW-00216,2021-04-04T21:55:00,-76
PING-00001786,PHN-00003689,TOW-00216,2021-04-04T22:10:00,-94
PING-00001787,PHN-00003689,TOW-00216,2021-04-04T22:25:00,-100
PING-00001788,PHN-00003689,TOW-00216,2021-04-04T22:40:00,-60
PING-00001789,PHN-00003689,TOW-00216,2021-04-04T22:55:00,-62
PING-00001790,PHN-00003689,TOW-00217,2021-04-04T23:10:00,-82
PING-00001791,PHN-00004114,TOW-02806,2021-04-04T21:26:00,-51
PING-00001792,PHN-00004114,TOW-02806,2021-04-04T21:41:00,-77
PING-00001793,PHN-00004114,TOW-02806,2021-04-04T21:56:00,-54
PING-00001794,PHN-00004114,TOW-02806,2021-04-04T22:11:00,-85
PING-00001795,PHN-00004114,TOW-02806,2021-04-04T22:26:00,-68
PING-00001796,PHN-00004114,TOW-02806,2021-04-04T22:41:00,-85
PING-00001797,PHN-00004114,TOW-02806,2021-04-04T22:56:00,-88
PING-00001798,PHN-00004114,TOW-02806,2021-04-04T23:11:00,-71
PING-00001799,PHN-00004114,TOW-02806,2021-04-04T23:26:00,-77
PING-00001800,PHN-00001669,TOW-00507,2021-04-05T07:51:00,-86
PING-00001801,PHN-00001669,TOW-00507,2021-04-05T08:06:00,-63
PING-00001802,PHN-00001669,TOW-00507,2021-04-05T08:21:00,-87
PING-00001803,PHN-00001669,TOW-00507,2021-04-05T08:36:00,-88
PING-00001804,PHN-00001669,TOW-00507,2021-04-05T08:51:00,-85
PING-00001805,PHN-00001669,TOW-00508,2021-04-05T09:06:00,-82
PING-00001806,PHN-00001669,TOW-00508,2021-04-05T09:21:00,-61
PING-00001807,PHN-00001669,TOW-00508,2021-04-05T09:36:00,-99
PING-00001808,PHN-00001669,TOW-00508,2021-04-05T09:51:00,-99
PING-00001809,PHN-00003689,TOW-00062,2021-04-05T05:15:00,-78
PING-00001810,PHN-00003689,TOW-00062,2021-04-05T05:30:00,-66
PING-00001811,PHN-00003689,TOW-00062,2021-04-05T05:45:00,-94
PING-00001812,PHN-00003689,TOW-00062,2021-04-05T06:00:00,-80
PING-00001813,PHN-00003689,TOW-00062,2021-04-05T06:15:00,-80
PING-00001814,PHN-00003689,TOW-00062,2021-04-05T06:30:00,-59
PING-00001815,PHN-00003689,TOW-00062,2021-04-05T06:45:00,-62
PING-00001816,PHN-00003689,TOW-00062,2021-04-05T07:00:00,-72
PING-00001817,PHN-00003689,TOW-00062,2021-04-05T07:15:00,-51
PING-00001818,PHN-00004114,TOW-02839,2021-04-05T22:39:00,-87
PING-00001819,PHN-00004114,TOW-02839,2021-04-05T22:54:00,-92
PING-00001820,PHN-00004114,TOW-02839,2021-04-05T23:09:00,-90
PING-00001821,PHN-00004114,TOW-02839,2021-04-05T23:24:00,-100
PING-00001822,PHN-00004114,TOW-02839,2021-04-05T23:39:00,-96
PING-00001823,PHN-00004114,TOW-02839,2021-04-05T23:54:00,-79
PING-00001824,PHN-00004114,TOW-02839,2021-04-06T00:09:00,-83
PING-00001825,PHN-00004114,TOW-02837,2021-04-06T00:24:00,-58
PING-00001826,PHN-00004114,TOW-02837,2021-04-06T00:39:00,-52
PING-00001827,PHN-00001669,TOW-00448,2021-04-06T06:31:00,-72
PING-00001828,PHN-00001669,TOW-00448,2021-04-06T06:46:00,-59
PING-00001829,PHN-00001669,TOW-00448,2021-04-06T07:01:00,-59
PING-00001830,PHN-00001669,TOW-00450,2021-04-06T07:16:00,-98
PING-00001831,PHN-00001669,TOW-00450,2021-04-06T07:31:00,-69
PING-00001832,PHN-00001669,TOW-00450,2021-04-06T07:46:00,-98
PING-00001833,PHN-00001669,TOW-00450,2021-04-06T08:01:00,-52
PING-00001834,PHN-00001669,TOW-00450,2021-04-06T08:16:00,-88
PING-00001835,PHN-00001669,TOW-00448,2021-04-06T08:31:00,-97
PING-00001836,PHN-00003689,TOW-00076,2021-04-06T21:46:00,-82
PING-00001837,PHN-00003689,TOW-00076,2021-04-06T22:01:00,-52
PING-00001838,PHN-00003689,TOW-00076,2021-04-06T22:16:00,-74
PING-00001839,PHN-00003689,TOW-00076,2021-04-06T22:31:00,-97
PING-00001840,PHN-00003689,TOW-00076,2021-04-06T22:46:00,-71
PING-00001841,PHN-00003689,TOW-00076,2021-04-06T23:01:00,-87
PING-00001842,PHN-00003689,TOW-00076,2021-04-06T23:16:00,-53
PING-00001843,PHN-00003689,TOW-00076,2021-04-06T23:31:00,-68
PING-00001844,PHN-00003689,TOW-00076,2021-04-06T23:46:00,-64
PING-00001845,PHN-00001399,TOW-02857,2021-04-06T22:19:00,-72
PING-00001846,PHN-00001399,TOW-02857,2021-04-06T22:34:00,-76
PING-00001847,PHN-00001399,TOW-02857,2021-04-06T22:49:00,-70
PING-00001848,PHN-00001399,TOW-02857,2021-04-06T23:04:00,-100
PING-00001849,PHN-00001399,TOW-02857,2021-04-06T23:19:00,-87
PING-00001850,PHN-00001399,TOW-02857,2021-04-06T23:34:00,-71
PING-00001851,PHN-00001399,TOW-02857,2021-04-06T23:49:00,-95
PING-00001852,PHN-00001399,TOW-02857,2021-04-07T00:04:00,-76
PING-00001853,PHN-00001399,TOW-02857,2021-04-07T00:19:00,-74
PING-00001854,PHN-00001669,TOW-00556,2021-04-07T07:05:00,-56
PING-00001855,PHN-00001669,TOW-00556,2021-04-07T07:20:00,-77
PING-00001856,PHN-00001669,TOW-00556,2021-04-07T07:35:00,-59
PING-00001857,PHN-00001669,TOW-00556,2021-04-07T07:50:00,-79
PING-00001858,PHN-00001669,TOW-00556,2021-04-07T08:05:00,-99
PING-00001859,PHN-00001669,TOW-00554,2021-04-07T08:20:00,-57
PING-00001860,PHN-00001669,TOW-00554,2021-04-07T08:35:00,-89
PING-00001861,PHN-00001669,TOW-00554,2021-04-07T08:50:00,-81
PING-00001862,PHN-00001669,TOW-00554,2021-04-07T09:05:00,-69
PING-00001863,PHN-00003689,TOW-00008,2021-04-07T22:51:00,-67
PING-00001864,PHN-00003689,TOW-00008,2021-04-07T23:06:00,-96
PING-00001865,PHN-00003689,TOW-00008,2021-04-07T23:21:00,-84
PING-00001866,PHN-00003689,TOW-00008,2021-04-07T23:36:00,-63
PING-00001867,PHN-00003689,TOW-00008,2021-04-07T23:51:00,-52
PING-00001868,PHN-00003689,TOW-00008,2021-04-08T00:06:00,-83
PING-00001869,PHN-00003689,TOW-00008,2021-04-08T00:21:00,-87
PING-00001870,PHN-00003689,TOW-00008,2021-04-08T00:36:00,-82
PING-00001871,PHN-00003689,TOW-00008,2021-04-08T00:51:00,-91
PING-00001872,PHN-00004114,TOW-02842,2021-04-07T21:02:00,-61
PING-00001873,PHN-00004114,TOW-02841,2021-04-07T21:17:00,-57
PING-00001874,PHN-00004114,TOW-02841,2021-04-07T21:32:00,-80
PING-00001875,PHN-00004114,TOW-02841,2021-04-07T21:47:00,-86
PING-00001876,PHN-00004114,TOW-02841,2021-04-07T22:02:00,-56
PING-00001877,PHN-00004114,TOW-02840,2021-04-07T22:17:00,-96
PING-00001878,PHN-00004114,TOW-02840,2021-04-07T22:32:00,-70
PING-00001879,PHN-00004114,TOW-02840,2021-04-07T22:47:00,-90
PING-00001880,PHN-00004114,TOW-02840,2021-04-07T23:02:00,-91
PING-00001881,PHN-00001669,TOW-00457,2021-04-08T07:09:00,-58
PING-00001882,PHN-00001669,TOW-00455,2021-04-08T07:24:00,-96
PING-00001883,PHN-00001669,TOW-00455,2021-04-08T07:39:00,-63
PING-00001884,PHN-00001669,TOW-00455,2021-04-08T07:54:00,-90
PING-00001885,PHN-00001669,TOW-00455,2021-04-08T08:09:00,-59
PING-00001886,PHN-00001669,TOW-00455,2021-04-08T08:24:00,-54
PING-00001887,PHN-00001669,TOW-00455,2021-04-08T08:39:00,-66
PING-00001888,PHN-00001669,TOW-00458,2021-04-08T08:54:00,-86
PING-00001889,PHN-00001669,TOW-00458,2021-04-08T09:09:00,-66
PING-00001890,PHN-00003689,TOW-00267,2021-04-08T21:16:00,-99
PING-00001891,PHN-00003689,TOW-00267,2021-04-08T21:31:00,-62
PING-00001892,PHN-00003689,TOW-00267,2021-04-08T21:46:00,-92
PING-00001893,PHN-00003689,TOW-00268,2021-04-08T22:01:00,-89
PING-00001894,PHN-00003689,TOW-00268,2021-04-08T22:16:00,-99
PING-00001895,PHN-00003689,TOW-00268,2021-04-08T22:31:00,-73
PING-00001896,PHN-00003689,TOW-00267,2021-04-08T22:46:00,-85
PING-00001897,PHN-00003689,TOW-00267,2021-04-08T23:01:00,-86
PING-00001898,PHN-00003689,TOW-00267,2021-04-08T23:16:00,-79
PING-00001899,PHN-00004114,TOW-02872,2021-04-08T22:59:00,-94
PING-00001900,PHN-00004114,TOW-02872,2021-04-08T23:14:00,-78
PING-00001901,PHN-00004114,TOW-02872,2021-04-08T23:29:00,-75
PING-00001902,PHN-00004114,TOW-02872,2021-04-08T23:44:00,-80
PING-00001903,PHN-00004114,TOW-02872,2021-04-08T23:59:00,-59
PING-00001904,PHN-00004114,TOW-02872,2021-04-09T00:14:00,-69
PING-00001905,PHN-00004114,TOW-02872,2021-04-09T00:29:00,-76
PING-00001906,PHN-00004114,TOW-02872,2021-04-09T00:44:00,-68
PING-00001907,PHN-00004114,TOW-02872,2021-04-09T00:59:00,-99
PING-00001908,PHN-00001669,TOW-00414,2021-04-09T07:14:00,-81
PING-00001909,PHN-00001669,TOW-00414,2021-04-09T07:29:00,-64
PING-00001910,PHN-00001669,TOW-00414,2021-04-09T07:44:00,-75
PING-00001911,PHN-00001669,TOW-00414,2021-04-09T07:59:00,-75
PING-00001912,PHN-00001669,TOW-00414,2021-04-09T08:14:00,-71
PING-00001913,PHN-00001669,TOW-00414,2021-04-09T08:29:00,-52
PING-00001914,PHN-00001669,TOW-00414,2021-04-09T08:44:00,-100
PING-00001915,PHN-00001669,TOW-00414,2021-04-09T08:59:00,-87
PING-00001916,PHN-00001669,TOW-00412,2021-04-09T09:14:00,-76
PING-00001917,PHN-00003689,TOW-00009,2021-04-09T08:35:00,-95
PING-00001918,PHN-00003689,TOW-00012,2021-04-09T08:50:00,-70
PING-00001919,PHN-00003689,TOW-00012,2021-04-09T09:05:00,-80
PING-00001920,PHN-00003689,TOW-00012,2021-04-09T09:20:00,-95
PING-00001921,PHN-00003689,TOW-00012,2021-04-09T09:35:00,-65
PING-00001922,PHN-00003689,TOW-00010,2021-04-09T09:50:00,-62
PING-00001923,PHN-00003689,TOW-00010,2021-04-09T10:05:00,-98
PING-00001924,PHN-00003689,TOW-00007,2021-04-09T10:20:00,-57
PING-00001925,PHN-00003689,TOW-00007,2021-04-09T10:35:00,-71
PING-00001926,PHN-00001399,TOW-02870,2021-04-09T13:42:00,-81
PING-00001927,PHN-00001399,TOW-02870,2021-04-09T13:57:00,-66
PING-00001928,PHN-00001399,TOW-02870,2021-04-09T14:12:00,-62
PING-00001929,PHN-00001399,TOW-02870,2021-04-09T14:27:00,-71
PING-00001930,PHN-00001399,TOW-02870,2021-04-09T14:42:00,-88
PING-00001931,PHN-00001399,TOW-02870,2021-04-09T14:57:00,-68
PING-00001932,PHN-00001399,TOW-02872,2021-04-09T15:12:00,-75
PING-00001933,PHN-00001399,TOW-02872,2021-04-09T15:27:00,-74
PING-00001934,PHN-00001399,TOW-02872,2021-04-09T15:42:00,-82
PING-00001935,PHN-00001669,TOW-00414,2021-04-10T08:21:00,-85
PING-00001936,PHN-00001669,TOW-00414,2021-04-10T08:36:00,-55
PING-00001937,PHN-00001669,TOW-00414,2021-04-10T08:51:00,-62
PING-00001938,PHN-00001669,TOW-00414,2021-04-10T09:06:00,-76
PING-00001939,PHN-00001669,TOW-00414,2021-04-10T09:21:00,-64
PING-00001940,PHN-00001669,TOW-00414,2021-04-10T09:36:00,-74
PING-00001941,PHN-00001669,TOW-00414,2021-04-10T09:51:00,-51
PING-00001942,PHN-00001669,TOW-00412,2021-04-10T10:06:00,-70
PING-00001943,PHN-00001669,TOW-00412,2021-04-10T10:21:00,-93
PING-00001944,PHN-00003689,TOW-00093,2021-04-10T21:30:00,-93
PING-00001945,PHN-00003689,TOW-00093,2021-04-10T21:45:00,-74
PING-00001946,PHN-00003689,TOW-00093,2021-04-10T22:00:00,-93
PING-00001947,PHN-00003689,TOW-00093,2021-04-10T22:15:00,-96
PING-00001948,PHN-00003689,TOW-00093,2021-04-10T22:30:00,-89
PING-00001949,PHN-00003689,TOW-00093,2021-04-10T22:45:00,-71
PING-00001950,PHN-00003689,TOW-00093,2021-04-10T23:00:00,-57
PING-00001951,PHN-00003689,TOW-00093,2021-04-10T23:15:00,-75
PING-00001952,PHN-00003689,TOW-00093,2021-04-10T23:30:00,-56
PING-00001953,PHN-00004114,TOW-02809,2021-04-10T21:31:00,-74
PING-00001954,PHN-00004114,TOW-02809,2021-04-10T21:46:00,-90
PING-00001955,PHN-00004114,TOW-02809,2021-04-10T22:01:00,-66
PING-00001956,PHN-00004114,TOW-02809,2021-04-10T22:16:00,-56
PING-00001957,PHN-00004114,TOW-02809,2021-04-10T22:31:00,-79
PING-00001958,PHN-00004114,TOW-02813,2021-04-10T22:46:00,-54
PING-00001959,PHN-00004114,TOW-02813,2021-04-10T23:01:00,-60
PING-00001960,PHN-00004114,TOW-02813,2021-04-10T23:16:00,-58
PING-00001961,PHN-00004114,TOW-02813,2021-04-10T23:31:00,-88
PING-00001962,PHN-00001669,TOW-00428,2021-04-11T05:32:00,-81
PING-00001963,PHN-00001669,TOW-00428,2021-04-11T05:47:00,-96
PING-00001964,PHN-00001669,TOW-00426,2021-04-11T06:02:00,-100
PING-00001965,PHN-00001669,TOW-00426,2021-04-11T06:17:00,-94
PING-00001966,PHN-00001669,TOW-00426,2021-04-11T06:32:00,-70
PING-00001967,PHN-00001669,TOW-00426,2021-04-11T06:47:00,-68
PING-00001968,PHN-00001669,TOW-00426,2021-04-11T07:02:00,-63
PING-00001969,PHN-00001669,TOW-00427,2021-04-11T07:17:00,-57
PING-00001970,PHN-00001669,TOW-00424,2021-04-11T07:32:00,-69
PING-00001971,PHN-00003689,TOW-00185,2021-04-11T22:44:00,-56
PING-00001972,PHN-00003689,TOW-00185,2021-04-11T22:59:00,-82
PING-00001973,PHN-00003689,TOW-00185,2021-04-11T23:14:00,-69
PING-00001974,PHN-00003689,TOW-00185,2021-04-11T23:29:00,-53
PING-00001975,PHN-00003689,TOW-00185,2021-04-11T23:44:00,-85
PING-00001976,PHN-00003689,TOW-00185,2021-04-11T23:59:00,-89
PING-00001977,PHN-00003689,TOW-00185,2021-04-12T00:14:00,-73
PING-00001978,PHN-00003689,TOW-00185,2021-04-12T00:29:00,-76
PING-00001979,PHN-00003689,TOW-00185,2021-04-12T00:44:00,-69
PING-00001980,PHN-00004114,TOW-01999,2021-04-11T22:12:00,-76
PING-00001981,PHN-00004114,TOW-01999,2021-04-11T22:27:00,-60
PING-00001982,PHN-00004114,TOW-01999,2021-04-11T22:42:00,-70
PING-00001983,PHN-00004114,TOW-01999,2021-04-11T22:57:00,-98
PING-00001984,PHN-00004114,TOW-01994,2021-04-11T23:12:00,-70
PING-00001985,PHN-00004114,TOW-01994,2021-04-11T23:27:00,-88
PING-00001986,PHN-00004114,TOW-01994,2021-04-11T23:42:00,-99
PING-00001987,PHN-00004114,TOW-01994,2021-04-11T23:57:00,-61
PING-00001988,PHN-00004114,TOW-01994,2021-04-12T00:12:00,-69
PING-00001989,PHN-00004083,TOW-00533,2021-04-12T06:42:00,-80
PING-00001990,PHN-00004083,TOW-00533,2021-04-12T06:57:00,-86
PING-00001991,PHN-00004083,TOW-00529,2021-04-12T07:12:00,-85
PING-00001992,PHN-00004083,TOW-00529,2021-04-12T07:27:00,-53
PING-00001993,PHN-00004083,TOW-00529,2021-04-12T07:42:00,-57
PING-00001994,PHN-00004083,TOW-00529,2021-04-12T07:57:00,-85
PING-00001995,PHN-00004083,TOW-00534,2021-04-12T08:12:00,-52
PING-00001996,PHN-00004083,TOW-00534,2021-04-12T08:27:00,-94
PING-00001997,PHN-00004083,TOW-00534,2021-04-12T08:42:00,-81
PING-00001998,PHN-00003689,TOW-00232,2021-04-12T21:00:00,-68
PING-00001999,PHN-00003689,TOW-00232,2021-04-12T21:15:00,-83
PING-00002000,PHN-00003689,TOW-00232,2021-04-12T21:30:00,-85
PING-00002001,PHN-00003689,TOW-00232,2021-04-12T21:45:00,-100
PING-00002002,PHN-00003689,TOW-00232,2021-04-12T22:00:00,-79
PING-00002003,PHN-00003689,TOW-00232,2021-04-12T22:15:00,-74
PING-00002004,PHN-00003689,TOW-00232,2021-04-12T22:30:00,-93
PING-00002005,PHN-00003689,TOW-00232,2021-04-12T22:45:00,-68
PING-00002006,PHN-00003689,TOW-00232,2021-04-12T23:00:00,-73
PING-00002007,PHN-00003689,TOW-00222,2021-04-13T09:50:00,-57
PING-00002008,PHN-00003689,TOW-00222,2021-04-13T10:05:00,-88
PING-00002009,PHN-00003689,TOW-00222,2021-04-13T10:20:00,-89
PING-00002010,PHN-00003689,TOW-00222,2021-04-13T10:35:00,-69
PING-00002011,PHN-00003689,TOW-00225,2021-04-13T10:50:00,-73
PING-00002012,PHN-00003689,TOW-00225,2021-04-13T11:05:00,-63
PING-00002013,PHN-00003689,TOW-00225,2021-04-13T11:20:00,-67
PING-00002014,PHN-00003689,TOW-00225,2021-04-13T11:35:00,-70
PING-00002015,PHN-00003689,TOW-00225,2021-04-13T11:50:00,-64
PING-00002016,PHN-00002384,TOW-00872,2021-04-13T11:57:00,-87
PING-00002017,PHN-00002384,TOW-00872,2021-04-13T12:12:00,-56
PING-00002018,PHN-00002384,TOW-00872,2021-04-13T12:27:00,-79
PING-00002019,PHN-00002384,TOW-00872,2021-04-13T12:42:00,-51
PING-00002020,PHN-00002384,TOW-00869,2021-04-13T12:57:00,-66
PING-00002021,PHN-00002384,TOW-00872,2021-04-13T13:12:00,-55
PING-00002022,PHN-00002384,TOW-00872,2021-04-13T13:27:00,-76
PING-00002023,PHN-00002384,TOW-00870,2021-04-13T13:42:00,-87
PING-00002024,PHN-00002384,TOW-00870,2021-04-13T13:57:00,-79
PING-00002025,PHN-00000603,TOW-02740,2021-04-14T04:57:00,-53
PING-00002026,PHN-00000603,TOW-02742,2021-04-14T05:12:00,-77
PING-00002027,PHN-00000603,TOW-02742,2021-04-14T05:27:00,-97
PING-00002028,PHN-00000603,TOW-02742,2021-04-14T05:42:00,-62
PING-00002029,PHN-00000603,TOW-02742,2021-04-14T05:57:00,-54
PING-00002030,PHN-00000603,TOW-02741,2021-04-14T06:12:00,-78
PING-00002031,PHN-00000603,TOW-02741,2021-04-14T06:27:00,-92
PING-00002032,PHN-00000603,TOW-02741,2021-04-14T06:42:00,-60
PING-00002033,PHN-00000603,TOW-02741,2021-04-14T06:57:00,-94
PING-00002034,PHN-00001399,TOW-01946,2021-04-15T22:40:00,-92
PING-00002035,PHN-00001399,TOW-01946,2021-04-15T22:55:00,-63
PING-00002036,PHN-00001399,TOW-01946,2021-04-15T23:10:00,-85
