evidence_id,fir_id,evidence_type,description,collection_date,collection_officer_id,collection_location,condition,is_forensic,forensic_report_id,lab_name,lab_received_date,lab_result,is_recovered_property,estimated_value_inr,tags
EVI-00000509,FIR-DVG-2021-00014,fingerprints,Palm print lifted from window sill,2021-03-26,OFF-0001700,"Crime scene near lat:14.62649, lng:75.898585",damaged,true,FSL-0000510,District Forensic Lab,2021-03-31,Matches with accused sample,false,0.0,fingerprints|THEFT|property
EVI-00000510,FIR-DVG-2021-00014,witness_statement,Statement of auto driver who saw accused,2021-03-29,OFF-0001698,"Crime scene near lat:14.62649, lng:75.898585",partial,false,,,,,false,0.0,witness_statement|THEFT|property
EVI-00000511,FIR-DVG-2021-00014,cctv_footage,CCTV footage from nearby bank ATM showing accused,2021-03-27,OFF-0001697,"Crime scene near lat:14.62649, lng:75.898585",good,false,,,,,false,0.0,cctv_footage|THEFT|property
EVI-00000512,FIR-MGL-2021-00012,call_records,Call records linking accused to other suspects,2021-03-23,OFF-0001019,"Crime scene near lat:12.413742, lng:75.433513",good,false,,,,,false,0.0,call_records|CYBER|cyber
EVI-00000513,FIR-MGL-2021-00012,bank_records,UPI transaction records showing fund transfer,2021-03-25,OFF-0001018,"Crime scene near lat:12.413742, lng:75.433513",partial,false,,,,,false,0.0,bank_records|CYBER|cyber
EVI-00000514,FIR-UDR-2021-00019,recovered_property,Stolen jewellery identified and recovered,2021-03-24,OFF-0002581,"Crime scene near lat:13.132828, lng:74.914773",good,false,,,,,true,66353.81,recovered_property|ROBBERY|property|recovered_property
EVI-00000515,FIR-UDR-2021-00019,physical_object,Seized iron rod used as weapon,2021-03-25,OFF-0002581,"Crime scene near lat:13.132828, lng:74.914773",damaged,false,,,,,false,0.0,physical_object|ROBBERY|property
EVI-00000516,FIR-DVG-2021-00015,cctv_footage,Market CCTV footage retrieved,2021-03-30,OFF-0001728,"Crime scene near lat:14.598453, lng:75.801458",good,false,,,,,false,0.0,cctv_footage|THEFT|property
EVI-00000517,FIR-DVG-2021-00015,fingerprints,Latent fingerprints developed using powder technique,2021-03-31,OFF-0001730,"Crime scene near lat:14.598453, lng:75.801458",damaged,true,FSL-0000518,District Forensic Lab,2021-04-02,Matches with accused sample,false,0.0,fingerprints|THEFT|property
EVI-00000518,FIR-DVG-2021-00015,physical_object,Recovered stolen gold jewellery,2021-03-26,OFF-0001728,"Crime scene near lat:14.598453, lng:75.801458",damaged,false,,,,,false,0.0,physical_object|THEFT|property
EVI-00000519,FIR-DVG-2021-00015,witness_statement,Neighbour's statement recorded,2021-03-30,OFF-0001728,"Crime scene near lat:14.598453, lng:75.801458",contaminated,false,,,,,false,0.0,witness_statement|THEFT|property
EVI-00000520,FIR-BLG-2021-00007,fingerprints,Latent fingerprints developed using powder technique,2021-03-28,OFF-0001446,"Crime scene near lat:15.802578, lng:74.507472",partial,true,FSL-0000521,KFSL Bengaluru,2021-04-08,Fingerprint matched with accused,false,0.0,fingerprints|BURGLARY|property
EVI-00000521,FIR-KLP-2021-00026,recovered_property,Recovered vehicle from accused's possession,2021-03-26,OFF-0001690,"Crime scene near lat:17.191046, lng:77.067091",good,false,,,,,true,69190.06,recovered_property|ROBBERY|property|recovered_property
EVI-00000522,FIR-KLP-2021-00026,physical_object,Recovered stolen gold jewellery,2021-03-23,OFF-0001689,"Crime scene near lat:17.191046, lng:77.067091",good,false,,,,,false,0.0,physical_object|ROBBERY|property
EVI-00000523,FIR-MGL-2021-00013,witness_statement,Statement of shop keeper recorded,2021-03-28,OFF-0000979,"Crime scene near lat:12.462921, lng:75.161187",good,false,,,,,false,0.0,witness_statement|FRAUD|fraud
EVI-00000524,FIR-DVG-2021-00016,cctv_footage,Hotel CCTV showing accused check-in,2021-03-29,OFF-0001744,"Crime scene near lat:14.259528, lng:75.892271",partial,false,,,,,false,0.0,cctv_footage|THEFT|property
EVI-00000525,FIR-DVG-2021-00016,fingerprints,Latent fingerprints developed using powder technique,2021-03-28,OFF-0001748,"Crime scene near lat:14.259528, lng:75.892271",partial,true,FSL-0000526,KFSL Hubballi,2021-04-04,Positive for narcotics,false,0.0,fingerprints|THEFT|property
EVI-00000526,FIR-DVG-2021-00016,witness_statement,Neighbour's statement recorded,2021-03-24,OFF-0001746,"Crime scene near lat:14.259528, lng:75.892271",partial,false,,,,,false,0.0,witness_statement|THEFT|property
EVI-00000527,FIR-HVR-2021-00001,physical_object,Stolen mobile phone recovered from accused,2021-03-27,OFF-0003119,"Crime scene near lat:15.003577, lng:75.430239",partial,false,,,,,false,0.0,physical_object|THEFT|property
EVI-00000528,FIR-HVR-2021-00001,witness_statement,Voluntary statement of witness given,2021-03-31,OFF-0003121,"Crime scene near lat:15.003577, lng:75.430239",damaged,false,,,,,false,0.0,witness_statement|THEFT|property
EVI-00000529,FIR-MGL-2021-00014,witness_statement,Statement of shop keeper recorded,2021-04-02,OFF-0000950,"Crime scene near lat:12.74682, lng:75.38093",good,false,,,,,false,0.0,witness_statement|FRAUD|fraud
EVI-00000530,FIR-MGL-2021-00014,digital_evidence,Memory card with crime-related content,2021-04-01,OFF-0000952,"Crime scene near lat:12.74682, lng:75.38093",partial,false,,,,,false,0.0,digital_evidence|FRAUD|fraud
EVI-00000531,FIR-MGL-2021-00014,bank_records,ATM withdrawal records from crime location,2021-03-29,OFF-0000951,"Crime scene near lat:12.74682, lng:75.38093",good,false,,,,,false,0.0,bank_records|FRAUD|fraud
EVI-00000532,FIR-DVG-2021-00017,cctv_footage,Shop CCTV footage showing accused vehicle,2021-03-27,OFF-0001704,"Crime scene near lat:14.674247, lng:76.122033",partial,false,,,,,false,0.0,cctv_footage|THEFT|property
EVI-00000533,FIR-DVG-2021-00017,fingerprints,Fingerprints lifted from crime scene matched with accused,2021-03-27,OFF-0001702,"Crime scene near lat:14.674247, lng:76.122033",good,true,FSL-0000534,KFSL Mysuru,2021-04-04,DNA matches accused profile,false,0.0,fingerprints|THEFT|property
EVI-00000534,FIR-BLG-2021-00008,call_records,Tower location data obtained for accused phone,2021-03-28,OFF-0001320,"Crime scene near lat:16.306322, lng:74.498838",good,false,,,,,false,0.0,call_records|CYBER|cyber
EVI-00000535,FIR-DVG-2021-00018,witness_statement,Statement of shop keeper recorded,2021-03-27,OFF-0001764,"Crime scene near lat:14.32505, lng:75.965895",partial,false,,,,,false,0.0,witness_statement|THEFT|property
EVI-00000536,FIR-DVG-2021-00018,fingerprints,Palm print lifted from window sill,2021-03-30,OFF-0001765,"Crime scene near lat:14.32505, lng:75.965895",good,true,FSL-0000537,District Forensic Lab,2021-04-10,DNA matches accused profile,false,0.0,fingerprints|THEFT|property
EVI-00000537,FIR-DVG-2021-00018,physical_object,Stolen mobile phone recovered from accused,2021-03-30,OFF-0001762,"Crime scene near lat:14.32505, lng:75.965895",partial,false,,,,,false,0.0,physical_object|THEFT|property
EVI-00000538,FIR-HBL-2021-00009,bank_records,ATM withdrawal records from crime location,2021-04-02,OFF-0001193,"Crime scene near lat:15.328217, lng:75.161217",damaged,false,,,,,false,0.0,bank_records|CYBER|cyber
EVI-00000539,FIR-BDR-2021-00001,physical_object,Stolen two-wheeler recovered,2021-03-26,OFF-0002129,"Crime scene near lat:17.592547, lng:77.302513",good,false,,,,,false,0.0,physical_object|ROBBERY|property
EVI-00000540,FIR-BDR-2021-00001,witness_statement,Neighbour's statement recorded,2021-03-26,OFF-0002132,"Crime scene near lat:17.592547, lng:77.302513",good,false,,,,,false,0.0,witness_statement|ROBBERY|property
EVI-00000541,FIR-BDR-2021-00001,cctv_footage,Hotel CCTV showing accused check-in,2021-03-26,OFF-0002126,"Crime scene near lat:17.592547, lng:77.302513",good,false,,,,,false,0.0,cctv_footage|ROBBERY|property
EVI-00000542,FIR-BDR-2021-00001,recovered_property,Stolen jewellery identified and recovered,2021-03-26,OFF-0002131,"Crime scene near lat:17.592547, lng:77.302513",good,false,,,,,true,6929.41,recovered_property|ROBBERY|property|recovered_property
EVI-00000543,FIR-DVG-2021-00019,witness_statement,Statement of shop keeper recorded,2021-03-28,OFF-0001764,"Crime scene near lat:14.299986, lng:76.005866",damaged,false,,,,,false,0.0,witness_statement|THEFT|property
EVI-00000544,FIR-DVG-2021-00019,fingerprints,Latent fingerprints developed using powder technique,2021-03-28,OFF-0001762,"Crime scene near lat:14.299986, lng:76.005866",partial,true,FSL-0000545,KFSL Bengaluru,2021-04-10,Positive for narcotics,false,0.0,fingerprints|THEFT|property
EVI-00000545,FIR-DVG-2021-00019,physical_object,Seized iron rod used as weapon,2021-03-31,OFF-0001762,"Crime scene near lat:14.299986, lng:76.005866",damaged,false,,,,,false,0.0,physical_object|THEFT|property
EVI-00000546,FIR-DVG-2021-00019,cctv_footage,Market CCTV footage retrieved,2021-03-30,OFF-0001765,"Crime scene near lat:14.299986, lng:76.005866",good,false,,,,,false,0.0,cctv_footage|THEFT|property
EVI-00000547,FIR-BLRR-2021-00025,fingerprints,Fingerprints lifted from crime scene matched with accused,2021-03-28,OFF-0000625,"Crime scene near lat:13.211244, lng:77.590551",partial,true,FSL-0000548,KFSL Mysuru,2021-04-08,Matches with accused sample,false,0.0,fingerprints|THEFT|property
EVI-00000548,FIR-BLRR-2021-00025,cctv_footage,Traffic camera footage of escape route,2021-03-31,OFF-0000626,"Crime scene near lat:13.211244, lng:77.590551",good,false,,,,,false,0.0,cctv_footage|THEFT|property
EVI-00000549,FIR-BLRR-2021-00025,witness_statement,Voluntary statement of witness given,2021-03-30,OFF-0000624,"Crime scene near lat:13.211244, lng:77.590551",good,false,,,,,false,0.0,witness_statement|THEFT|property
EVI-00000550,FIR-BLRR-2021-00025,physical_object,Seized iron rod used as weapon,2021-03-27,OFF-0000623,"Crime scene near lat:13.211244, lng:77.590551",partial,false,,,,,false,0.0,physical_object|THEFT|property
EVI-00000551,FIR-SHV-2021-00003,cctv_footage,CCTV footage from nearby bank ATM showing accused,2021-03-27,OFF-0001833,"Crime scene near lat:14.3445, lng:75.682998",good,false,,,,,false,0.0,cctv_footage|CHAIN|property
EVI-00000552,FIR-SHV-2021-00003,witness_statement,Statement of eye witness recorded under Sec 161 CrPC,2021-03-30,OFF-0001834,"Crime scene near lat:14.3445, lng:75.682998",good,false,,,,,false,0.0,witness_statement|CHAIN|property
EVI-00000553,FIR-SHV-2021-00003,vehicle_tracking,FASTag records showing vehicle movement,2021-03-28,OFF-0001834,"Crime scene near lat:14.3445, lng:75.682998",good,false,,,,,false,0.0,vehicle_tracking|CHAIN|property
EVI-00000554,FIR-DVG-2021-00020,cctv_footage,Traffic camera footage of escape route,2021-03-27,OFF-0001721,"Crime scene near lat:14.310131, lng:76.101567",good,false,,,,,false,0.0,cctv_footage|THEFT|property
EVI-00000555,FIR-DVG-2021-00020,witness_statement,Neighbour's statement recorded,2021-03-31,OFF-0001720,"Crime scene near lat:14.310131, lng:76.101567",partial,false,,,,,false,0.0,witness_statement|THEFT|property
EVI-00000556,FIR-HSN-2021-00002,physical_object,Broken window glass collected from scene,2021-03-31,OFF-0002335,"Crime scene near lat:12.897418, lng:75.819135",good,false,,,,,false,0.0,physical_object|ROBBERY|property
EVI-00000557,FIR-RBG-2021-00030,vehicle_tracking,GPS tracker data from accused vehicle,2021-03-31,OFF-0003676,"Crime scene near lat:15.260144585583376, lng:74.84347394731239",good,false,,,,,false,0.0,vehicle_tracking|KIDNAP|violent
EVI-00000558,FIR-DVG-2021-00021,fingerprints,Fingerprints lifted from crime scene matched with accused,2021-04-04,OFF-0001740,"Crime scene near lat:14.435527, lng:76.166087",partial,true,FSL-0000559,KFSL Mysuru,2021-04-11,Matches with accused sample,false,0.0,fingerprints|THEFT|property
EVI-00000559,FIR-DVG-2021-00021,physical_object,Stolen mobile phone recovered from accused,2021-03-29,OFF-0001743,"Crime scene near lat:14.435527, lng:76.166087",partial,false,,,,,false,0.0,physical_object|THEFT|property
EVI-00000560,FIR-DVG-2021-00021,witness_statement,Voluntary statement of witness given,2021-03-29,OFF-0001743,"Crime scene near lat:14.435527, lng:76.166087",partial,false,,,,,false,0.0,witness_statement|THEFT|property
EVI-00000561,FIR-MYS-2021-00003,call_records,CDR of accused mobile obtained from service provider,2021-04-01,OFF-0000753,"Crime scene near lat:12.342626, lng:76.229811",good,false,,,,,false,0.0,call_records|CYBER|cyber
EVI-00000562,FIR-KLP-2021-00027,bank_records,ATM withdrawal records from crime location,2021-03-30,OFF-0001497,"Crime scene near lat:17.415359, lng:77.090919",good,false,,,,,false,0.0,bank_records|NARCOTICS|narcotics
EVI-00000563,FIR-MYS-2021-00004,call_records,Call records linking accused to other suspects,2021-04-01,OFF-0000782,"Crime scene near lat:12.134214, lng:76.424925",good,false,,,,,false,0.0,call_records|CYBER|cyber
EVI-00000564,FIR-MYS-2021-00004,bank_records,Bank account statement of accused showing proceeds,2021-04-02,OFF-0000782,"Crime scene near lat:12.134214, lng:76.424925",good,false,,,,,false,0.0,bank_records|CYBER|cyber
EVI-00000565,FIR-UDR-2021-00020,bank_records,Bank account statement of accused showing proceeds,2021-04-02,OFF-0002611,"Crime scene near lat:13.724755, lng:75.027709",good,false,,,,,false,0.0,bank_records|FRAUD|fraud
EVI-00000566,FIR-UDR-2021-00020,digital_evidence,Laptop seized with fraud-related files,2021-04-05,OFF-0002613,"Crime scene near lat:13.724755, lng:75.027709",good,false,,,,,false,0.0,digital_evidence|FRAUD|fraud
EVI-00000567,FIR-UDR-2021-00020,witness_statement,Neighbour's statement recorded,2021-04-03,OFF-0002610,"Crime scene near lat:13.724755, lng:75.027709",damaged,false,,,,,false,0.0,witness_statement|FRAUD|fraud
EVI-00000568,FIR-UDR-2021-00020,call_records,CDR of accused mobile obtained from service provider,2021-03-29,OFF-0002620,"Crime scene near lat:13.724755, lng:75.027709",good,false,,,,,false,0.0,call_records|FRAUD|fraud
EVI-00000569,FIR-KLP-2021-00028,fingerprints,Latent fingerprints developed using powder technique,2021-04-02,OFF-0001502,"Crime scene near lat:17.660928, lng:77.005793",damaged,true,FSL-0000570,KFSL Bengaluru,2021-04-15,No match found,false,0.0,fingerprints|BURGLARY|property
EVI-00000570,FIR-KLP-2021-00028,physical_object,Broken window glass collected from scene,2021-03-31,OFF-0001511,"Crime scene near lat:17.660928, lng:77.005793",damaged,false,,,,,false,0.0,physical_object|BURGLARY|property
EVI-00000571,FIR-KLP-2021-00028,forensic_report,Fingerprint report from KFSL,2021-03-31,OFF-0001505,"Crime scene near lat:17.660928, lng:77.005793",good,true,FSL-0000572,KFSL Hubballi,2021-04-05,DNA matches accused profile,false,0.0,forensic_report|BURGLARY|property
EVI-00000572,FIR-MYS-2021-00005,call_records,WhatsApp call records obtained,2021-04-05,OFF-0000768,"Crime scene near lat:11.945233, lng:76.364271",good,false,,,,,false,0.0,call_records|CYBER|cyber
EVI-00000573,FIR-MGL-2021-00015,physical_object,Country-made weapon seized,2021-04-04,OFF-0000890,"Crime scene near lat:12.57878, lng:75.443401",good,false,,,,,false,0.0,physical_object|TRESPASS|property
EVI-00000574,FIR-MGL-2021-00015,witness_statement,Statement of eye witness recorded under Sec 161 CrPC,2021-04-04,OFF-0000890,"Crime scene near lat:12.57878, lng:75.443401",damaged,false,,,,,false,0.0,witness_statement|TRESPASS|property
EVI-00000575,FIR-TKR-2021-00003,witness_statement,Statement of eye witness recorded under Sec 161 CrPC,2021-03-30,OFF-0001868,"Crime scene near lat:13.049318, lng:77.179227",partial,false,,,,,false,0.0,witness_statement|THEFT|property
EVI-00000576,FIR-TKR-2021-00003,physical_object,Recovered stolen gold jewellery,2021-04-04,OFF-0001869,"Crime scene near lat:13.049318, lng:77.179227",contaminated,false,,,,,false,0.0,physical_object|THEFT|property
EVI-00000577,FIR-TKR-2021-00003,fingerprints,Fingerprints lifted from crime scene matched with accused,2021-04-03,OFF-0001869,"Crime scene near lat:13.049318, lng:77.179227",good,true,FSL-0000578,District Forensic Lab,2021-04-05,Fingerprint matched with accused,false,0.0,fingerprints|THEFT|property
EVI-00000578,FIR-TKR-2021-00003,cctv_footage,Shop CCTV footage showing accused vehicle,2021-03-31,OFF-0001868,"Crime scene near lat:13.049318, lng:77.179227",partial,false,,,,,false,0.0,cctv_footage|THEFT|property
EVI-00000579,FIR-MYS-2021-00006,digital_evidence,SIM card seized,2021-04-09,OFF-0000692,"Crime scene near lat:11.919654, lng:76.775822",good,false,,,,,false,0.0,digital_evidence|CYBER|cyber
EVI-00000580,FIR-MYS-2021-00006,bank_records,UPI transaction records showing fund transfer,2021-04-12,OFF-0000692,"Crime scene near lat:11.919654, lng:76.775822",good,false,,,,,false,0.0,bank_records|CYBER|cyber
EVI-00000581,FIR-UDR-2021-00021,call_records,Tower location data obtained for accused phone,2021-04-04,OFF-0002498,"Crime scene near lat:13.589388, lng:74.720953",partial,false,,,,,false,0.0,call_records|CYBER|cyber
EVI-00000582,FIR-UDR-2021-00021,bank_records,UPI transaction records showing fund transfer,2021-04-04,OFF-0002497,"Crime scene near lat:13.589388, lng:74.720953",good,false,,,,,false,0.0,bank_records|CYBER|cyber
EVI-00000583,FIR-UDR-2021-00021,digital_evidence,SIM card seized,2021-04-07,OFF-0002496,"Crime scene near lat:13.589388, lng:74.720953",partial,false,,,,,false,0.0,digital_evidence|CYBER|cyber
EVI-00000584,FIR-RCR-2021-00002,physical_object,Stolen mobile phone recovered from accused,2021-04-02,OFF-0001972,"Crime scene near lat:16.239491, lng:76.811295",damaged,false,,,,,false,0.0,physical_object|THEFT|property
EVI-00000585,FIR-MYS-2021-00007,call_records,WhatsApp call records obtained,2021-04-01,OFF-0000746,"Crime scene near lat:12.031837, lng:76.623834",partial,false,,,,,false,0.0,call_records|CYBER|cyber
EVI-00000586,FIR-HBL-2021-00010,vehicle_tracking,Toll plaza records with vehicle photograph,2021-04-05,OFF-0001196,"Crime scene near lat:15.467094, lng:75.10894",damaged,false,,,,,false,0.0,vehicle_tracking|VEH_THEFT|property
EVI-00000587,FIR-HBL-2021-00010,cctv_footage,Shop CCTV footage showing accused vehicle,2021-04-05,OFF-0001196,"Crime scene near lat:15.467094, lng:75.10894",good,false,,,,,false,0.0,cctv_footage|VEH_THEFT|property
EVI-00000588,FIR-HBL-2021-00010,recovered_property,Stolen cash recovered from accused,2021-04-08,OFF-0001197,"Crime scene near lat:15.467094, lng:75.10894",damaged,false,,,,,true,448072.31,recovered_property|VEH_THEFT|property|recovered_property
EVI-00000589,FIR-BLR2-2021-00010,witness_statement,Statement of eye witness recorded under Sec 161 CrPC,2021-04-10,OFF-0003533,"Crime scene near lat:14.920955, lng:76.894667",damaged,false,,,,,false,0.0,witness_statement|THEFT|property
EVI-00000590,FIR-MYS-2021-00008,bank_records,ATM withdrawal records from crime location,2021-04-05,OFF-0000741,"Crime scene near lat:11.905625, lng:76.583531",good,false,,,,,false,0.0,bank_records|CYBER|cyber
EVI-00000591,FIR-MYS-2021-00008,digital_evidence,Laptop seized with fraud-related files,2021-04-05,OFF-0000743,"Crime scene near lat:11.905625, lng:76.583531",partial,false,,,,,false,0.0,digital_evidence|CYBER|cyber
EVI-00000592,FIR-MYS-2021-00008,call_records,Tower location data obtained for accused phone,2021-04-04,OFF-0000742,"Crime scene near lat:11.905625, lng:76.583531",good,false,,,,,false,0.0,call_records|CYBER|cyber
EVI-00000593,FIR-BLR-2021-00050,physical_object,Country-made weapon seized,2021-04-06,OFF-0000047,"Crime scene near lat:13.013419, lng:77.656502",good,false,,,,,false,0.0,physical_object|POSSESS|narcotics
EVI-00000594,FIR-BLR-2021-00050,witness_statement,Statement of auto driver who saw accused,2021-04-04,OFF-0000040,"Crime scene near lat:13.013419, lng:77.656502",good,false,,,,,false,0.0,witness_statement|POSSESS|narcotics
EVI-00000595,FIR-BLR-2021-00050,cctv_footage,CCTV footage from nearby bank ATM showing accused,2021-04-05,OFF-0000046,"Crime scene near lat:13.013419, lng:77.656502",damaged,false,,,,,false,0.0,cctv_footage|POSSESS|narcotics
EVI-00000596,FIR-MYS-2021-00009,call_records,WhatsApp call records obtained,2021-04-08,OFF-0000741,"Crime scene near lat:11.910026, lng:76.61827",partial,false,,,,,false,0.0,call_records|CYBER|cyber
EVI-00000597,FIR-BLR-2021-00051,physical_object,Stolen two-wheeler recovered,2021-04-11,OFF-0000550,"Crime scene near lat:13.210003, lng:77.43065",good,false,,,,,false,0.0,physical_object|POSSESS|narcotics
EVI-00000598,FIR-CTV-2021-00001,vehicle_tracking,GPS tracker data from accused vehicle,2021-04-14,OFF-0003329,"Crime scene near lat:14.168369, lng:76.869775",good,false,,,,,false,0.0,vehicle_tracking|VEH_THEFT|property
EVI-00000599,FIR-MYS-2021-00010,digital_evidence,Mobile phone seized containing incriminating photos,2021-04-09,OFF-0000677,"Crime scene near lat:12.331555, lng:76.918978",good,false,,,,,false,0.0,digital_evidence|CYBER|cyber
EVI-00000600,FIR-MYS-2021-00010,call_records,CDR of accused mobile obtained from service provider,2021-04-13,OFF-0000676,"Crime scene near lat:12.331555, lng:76.918978",good,false,,,,,false,0.0,call_records|CYBER|cyber
EVI-00000601,FIR-BLR-2021-00052,physical_object,Recovered stolen gold jewellery,2021-04-12,OFF-0000406,"Crime scene near lat:13.13841, lng:77.421364",contaminated,false,,,,,false,0.0,physical_object|POSSESS|narcotics
EVI-00000602,FIR-BLR-2021-00052,cctv_footage,Market CCTV footage retrieved,2021-04-08,OFF-0000406,"Crime scene near lat:13.13841, lng:77.421364",partial,false,,,,,false,0.0,cctv_footage|POSSESS|narcotics
EVI-00000603,FIR-BLR-2021-00052,witness_statement,Statement of eye witness recorded under Sec 161 CrPC,2021-04-07,OFF-0000404,"Crime scene near lat:13.13841, lng:77.421364",good,false,,,,,false,0.0,witness_statement|POSSESS|narcotics
EVI-00000604,FIR-CTV-2021-00002,recovered_property,Stolen cash recovered from accused,2021-04-13,OFF-0003315,"Crime scene near lat:13.915138, lng:77.03798",partial,false,,,,,true,24445.65,recovered_property|VEH_THEFT|property|recovered_property
EVI-00000605,FIR-CTV-2021-00002,cctv_footage,Market CCTV footage retrieved,2021-04-14,OFF-0003314,"Crime scene near lat:13.915138, lng:77.03798",good,false,,,,,false,0.0,cctv_footage|VEH_THEFT|property
EVI-00000606,FIR-CTV-2021-00002,vehicle_tracking,GPS tracker data from accused vehicle,2021-04-10,OFF-0003316,"Crime scene near lat:13.915138, lng:77.03798",good,false,,,,,false,0.0,vehicle_tracking|VEH_THEFT|property
EVI-00000607,FIR-MYS-2021-00011,digital_evidence,Laptop seized with fraud-related files,2021-04-11,OFF-0000754,"Crime scene near lat:12.322994, lng:76.164203",good,false,,,,,false,0.0,digital_evidence|CYBER|cyber
EVI-00000608,FIR-MYS-2021-00011,call_records,WhatsApp call records obtained,2021-04-12,OFF-0000753,"Crime scene near lat:12.322994, lng:76.164203",damaged,false,,,,,false,0.0,call_records|CYBER|cyber
EVI-00000609,FIR-BLR-2021-00053,physical_object,Stolen mobile phone recovered from accused,2021-04-08,OFF-0000146,"Crime scene near lat:12.871336, lng:77.573836",damaged,false,,,,,false,0.0,physical_object|POSSESS|narcotics
EVI-00000610,FIR-BLR-2021-00053,cctv_footage,Shop CCTV footage showing accused vehicle,2021-04-09,OFF-0000140,"Crime scene near lat:12.871336, lng:77.573836",damaged,false,,,,,false,0.0,cctv_footage|POSSESS|narcotics
EVI-00000611,FIR-BLR-2021-00053,witness_statement,Statement of shop keeper recorded,2021-04-05,OFF-0000145,"Crime scene near lat:12.871336, lng:77.573836",partial,false,,,,,false,0.0,witness_statement|POSSESS|narcotics
EVI-00000612,FIR-CTV-2021-00003,cctv_footage,Market CCTV footage retrieved,2021-04-16,OFF-0003343,"Crime scene near lat:14.557082, lng:76.578105",partial,false,,,,,false,0.0,cctv_footage|VEH_THEFT|property
EVI-00000613,FIR-CTV-2021-00003,vehicle_tracking,Toll plaza records with vehicle photograph,2021-04-13,OFF-0003341,"Crime scene near lat:14.557082, lng:76.578105",partial,false,,,,,false,0.0,vehicle_tracking|VEH_THEFT|property
EVI-00000614,FIR-MYS-2021-00012,digital_evidence,Memory card with crime-related content,2021-04-11,OFF-0000696,"Crime scene near lat:12.082254, lng:76.846446",good,false,,,,,false,0.0,digital_evidence|CYBER|cyber
EVI-00000615,FIR-MYS-2021-00012,call_records,WhatsApp call records obtained,2021-04-12,OFF-0000695,"Crime scene near lat:12.082254, lng:76.846446",damaged,false,,,,,false,0.0,call_records|CYBER|cyber
EVI-00000616,FIR-BLR-2021-00054,cctv_footage,Shop CCTV footage showing accused vehicle,2021-04-11,OFF-0000174,"Crime scene near lat:13.066077, lng:77.505901",damaged,false,,,,,false,0.0,cctv_footage|POSSESS|narcotics
EVI-00000617,FIR-CTV-2021-00004,vehicle_tracking,Toll plaza records with vehicle photograph,2021-04-06,OFF-0003361,"Crime scene near lat:14.085106, lng:76.514756",partial,false,,,,,false,0.0,vehicle_tracking|VEH_THEFT|property
EVI-00000618,FIR-CTV-2021-00004,recovered_property,Stolen jewellery identified and recovered,2021-04-11,OFF-0003360,"Crime scene near lat:14.085106, lng:76.514756",good,false,,,,,true,64160.57,recovered_property|VEH_THEFT|property|recovered_property
EVI-00000619,FIR-CTV-2021-00004,cctv_footage,Hotel CCTV showing accused check-in,2021-04-13,OFF-0003362,"Crime scene near lat:14.085106, lng:76.514756",good,false,,,,,false,0.0,cctv_footage|VEH_THEFT|property
EVI-00000620,FIR-MYS-2021-00013,call_records,Call records linking accused to other suspects,2021-04-15,OFF-0000809,"Crime scene near lat:12.443051, lng:76.678877",partial,false,,,,,false,0.0,call_records|CYBER|cyber
EVI-00000621,FIR-MYS-2021-00013,digital_evidence,SIM card seized,2021-04-13,OFF-0000809,"Crime scene near lat:12.443051, lng:76.678877",good,false,,,,,false,0.0,digital_evidence|CYBER|cyber
EVI-00000622,FIR-BLR-2021-00055,physical_object,Country-made weapon seized,2021-04-11,OFF-0000018,"Crime scene near lat:13.080003, lng:77.506053",damaged,false,,,,,false,0.0,physical_object|POSSESS|narcotics
EVI-00000623,FIR-BLR-2021-00055,cctv_footage,Shop CCTV footage showing accused vehicle,2021-04-09,OFF-0000020,"Crime scene near lat:13.080003, lng:77.506053",good,false,,,,,false,0.0,cctv_footage|POSSESS|narcotics
EVI-00000624,FIR-CTV-2021-00005,recovered_property,Recovered vehicle from accused's possession,2021-04-08,OFF-0003342,"Crime scene near lat:14.647886, lng:76.471039",good,false,,,,,true,927950.87,recovered_property|VEH_THEFT|property|recovered_property
EVI-00000625,FIR-MYS-2021-00014,digital_evidence,SIM card seized,2021-04-08,OFF-0000697,"Crime scene near lat:11.915112, lng:76.265804",good,false,,,,,false,0.0,digital_evidence|CYBER|cyber
EVI-00000626,FIR-MYS-2021-00014,bank_records,Bank account statement of accused showing proceeds,2021-04-13,OFF-0000701,"Crime scene near lat:11.915112, lng:76.265804",good,false,,,,,false,0.0,bank_records|CYBER|cyber
EVI-00000627,FIR-MYS-2021-00014,call_records,CDR of accused mobile obtained from service provider,2021-04-12,OFF-0000698,"Crime scene near lat:11.915112, lng:76.265804",damaged,false,,,,,false,0.0,call_records|CYBER|cyber
EVI-00000628,FIR-BLR-2021-00056,physical_object,Recovered stolen gold jewellery,2021-04-16,OFF-0000497,"Crime scene near lat:13.137851, lng:77.409832",partial,false,,,,,false,0.0,physical_object|POSSESS|narcotics
EVI-00000629,FIR-BLR-2021-00056,witness_statement,Voluntary statement of witness given,2021-04-12,OFF-0000502,"Crime scene near lat:13.137851, lng:77.409832",good,false,,,,,false,0.0,witness_statement|POSSESS|narcotics
EVI-00000630,FIR-CTV-2021-00006,vehicle_tracking,Toll plaza records with vehicle photograph,2021-04-18,OFF-0003371,"Crime scene near lat:13.958929, lng:76.80466",damaged,false,,,,,false,0.0,vehicle_tracking|VEH_THEFT|property
