cctv_event_id,camera_id,camera_type,camera_owner,location_description,latitude,longitude,district_id,station_id,event_timestamp,vehicle_plate_captured,vehicle_type,vehicle_color,person_silhouette_class,num_persons_captured,linked_fir_id,is_primary_evidence,footage_available,footage_quality
CCTV-00000096,CAM-KA-BLR2-1658,bodycam,BBMP,"Near crime scene, Siruguppa, Ballari",14.872564,76.927585,KA-BLR2,STN-KA-BLR2-0024,2021-02-12T07:29:00,KA-01 HB 1329,auto_rickshaw,red,juvenile,2,FIR-BLR2-2021-00006,false,true,corrupted
CCTV-00000097,CAM-KA-VKT-5212,ptz,Bank,"Near crime scene, Hoovina Hadagali, Vijayanagara",14.829777,76.344249,KA-VKT,STN-KA-VKT-0016,2021-02-13T18:30:00,KA-26 GY 6908,motorcycle,blue,juvenile,1,FIR-VKT-2021-00016,false,true,medium_res
CCTV-00000098,CAM-KA-VKT-3118,atm_internal,BBMP,"Near crime scene, Hoovina Hadagali, Vijayanagara",14.829937,76.343506,KA-VKT,STN-KA-VKT-0016,2021-02-13T20:02:00,KA-23 WQ 9595,motorcycle,green,group_2,4,FIR-VKT-2021-00016,false,false,corrupted
CCTV-00000099,CAM-KA-HVR-8212,bullet,Bank,"Near crime scene, Hanagal, Haveri",14.766938,75.257591,KA-HVR,STN-KA-HVR-0006,2021-02-13T03:43:00,,,,unidentifiable,1,FIR-HVR-2021-00009,true,false,high_res
CCTV-00000100,CAM-KA-HVR-8016,traffic_enforcement,Bank,"Near crime scene, Hanagal, Haveri",14.766511,75.257741,KA-HVR,STN-KA-HVR-0006,2021-02-13T23:20:00,,,,female_adult,3,FIR-HVR-2021-00009,false,false,high_res
CCTV-00000101,CAM-KA-RMN-6891,bodycam,Traffic Police,"Near crime scene, Magadi, Ramanagara",12.839275,77.384846,KA-RMN,STN-KA-RMN-0017,2021-02-15T13:39:00,,,,male_adult,4,FIR-RMN-2021-00002,false,true,medium_res
CCTV-00000102,CAM-KA-RMN-2183,ptz,Bank,"Near crime scene, Magadi, Ramanagara",12.837147,77.38631,KA-RMN,STN-KA-RMN-0017,2021-02-15T20:58:00,,,,unidentifiable,2,FIR-RMN-2021-00002,false,true,high_res
CCTV-00000103,CAM-KA-RMN-1202,ptz,Private Business,"Near crime scene, Magadi, Ramanagara",12.838022,77.384574,KA-RMN,STN-KA-RMN-0017,2021-02-15T11:41:00,KA-23 JR 4781,motorcycle,red,male_adult,4,FIR-RMN-2021-00002,false,false,high_res
CCTV-00000104,CAM-KA-RBG-2894,atm_internal,KSTDC,"Near crime scene, Navalgund, Dharwad",15.246415,75.023932,KA-RBG,STN-KA-RBG-0025,2021-02-16T18:26:00,KA-20 AL 3328,van,grey,male_adult,2,FIR-RBG-2021-00029,false,true,medium_res
CCTV-00000105,CAM-KA-RBG-3484,atm_internal,Private Business,"Near crime scene, Navalgund, Dharwad",15.24472,75.022726,KA-RBG,STN-KA-RBG-0025,2021-02-16T11:23:00,KA-10 ZO 7106,van,silver,male_adult,1,FIR-RBG-2021-00029,false,false,medium_res
CCTV-00000106,CAM-KA-RBG-4634,bodycam,Traffic Police,"Near crime scene, Navalgund, Dharwad",15.245164,75.025091,KA-RBG,STN-KA-RBG-0025,2021-02-16T19:45:00,KA-22 XA 6083,van,green,unidentifiable,2,FIR-RBG-2021-00029,true,true,high_res
CCTV-00000107,CAM-KA-RBG-1681,bodycam,Bank,"Near crime scene, Hubballi, Dharwad",15.56851,75.103952,KA-RBG,STN-KA-RBG-0009,2021-02-17T05:34:00,,,,female_adult,3,FIR-RBG-2021-00030,false,true,medium_res
CCTV-00000108,CAM-KA-MGL-6079,atm_internal,Private Business,"Near crime scene, Mangaluru, Dakshina Kannada",12.622769,74.886828,KA-MGL,STN-KA-MGL-0003,2021-02-17T02:38:00,KA-02 SY 4119,motorcycle,white,female_adult,2,FIR-MGL-2021-00004,false,true,medium_res
CCTV-00000109,CAM-KA-MGL-6639,dome,Traffic Police,"Near crime scene, Mangaluru, Dakshina Kannada",12.625145,74.886954,KA-MGL,STN-KA-MGL-0003,2021-02-17T11:31:00,KA-12 ZM 8783,motorcycle,black,juvenile,2,FIR-MGL-2021-00004,false,true,medium_res
CCTV-00000110,CAM-KA-HVR-2120,dome,Police Department,"Near crime scene, Haveri, Haveri",14.553904,75.257289,KA-HVR,STN-KA-HVR-0001,2021-02-18T20:35:00,,,,juvenile,3,FIR-HVR-2021-00014,true,false,corrupted
CCTV-00000111,CAM-KA-HVR-8142,bullet,BBMP,"Near crime scene, Hanagal, Haveri",14.844,75.230335,KA-HVR,STN-KA-HVR-0006,2021-02-19T02:46:00,KA-07 RN 5454,van,white,female_adult,4,FIR-HVR-2021-00015,false,true,medium_res
CCTV-00000112,CAM-KA-HVR-8608,atm_internal,KSTDC,"Near crime scene, Hanagal, Haveri",14.84397,75.229562,KA-HVR,STN-KA-HVR-0006,2021-02-19T21:24:00,,,,group_2,1,FIR-HVR-2021-00015,false,true,corrupted
CCTV-00000113,CAM-KA-HVR-5948,ptz,Bank,"Near crime scene, Hanagal, Haveri",14.841951,75.228653,KA-HVR,STN-KA-HVR-0006,2021-02-19T18:06:00,,,,group_2,1,FIR-HVR-2021-00015,true,true,medium_res
CCTV-00000114,CAM-KA-HVR-8709,dome,BBMP,"Near crime scene, Haveri, Haveri",14.858952,75.176014,KA-HVR,STN-KA-HVR-0000,2021-02-20T07:34:00,KA-06 FE 6423,car,orange,group_3plus,4,FIR-HVR-2021-00016,true,true,low_res
CCTV-00000115,CAM-KA-HVR-9599,atm_internal,Bank,"Near crime scene, Haveri, Haveri",14.858753,75.174984,KA-HVR,STN-KA-HVR-0000,2021-02-20T19:06:00,,,,group_3plus,1,FIR-HVR-2021-00016,true,false,high_res
CCTV-00000116,CAM-KA-HVR-7803,traffic_enforcement,Police Department,"Near crime scene, Haveri, Haveri",14.857263,75.174284,KA-HVR,STN-KA-HVR-0000,2021-02-20T19:46:00,KA-36 PJ 4770,auto_rickshaw,grey,juvenile,1,FIR-HVR-2021-00016,false,true,medium_res
CCTV-00000117,CAM-KA-HVR-2144,bodycam,BBMP,"Near crime scene, Shiggaon, Haveri",14.588942,75.387253,KA-HVR,STN-KA-HVR-0009,2021-02-22T06:29:00,,,,juvenile,4,FIR-HVR-2021-00018,true,true,medium_res
CCTV-00000118,CAM-KA-HVR-1522,ptz,BBMP,"Near crime scene, Shiggaon, Haveri",14.587865,75.386486,KA-HVR,STN-KA-HVR-0009,2021-02-22T22:17:00,KA-57 HW 3642,motorcycle,orange,female_adult,2,FIR-HVR-2021-00018,true,false,medium_res
CCTV-00000119,CAM-KA-MGL-1617,bodycam,Bank,"Near crime scene, Sullia, Dakshina Kannada",12.851942,75.451634,KA-MGL,STN-KA-MGL-0021,2021-02-23T23:51:00,,,,male_adult,4,FIR-MGL-2021-00009,true,false,high_res
CCTV-00000120,CAM-KA-MGL-5744,atm_internal,Police Department,"Near crime scene, Sullia, Dakshina Kannada",12.853108,75.449595,KA-MGL,STN-KA-MGL-0021,2021-02-23T05:44:00,,,,group_3plus,2,FIR-MGL-2021-00009,false,true,high_res
CCTV-00000121,CAM-KA-HBL-5278,atm_internal,BBMP,"Near crime scene, Dharwad, Hubballi-Dharwad",15.177996,75.201172,KA-HBL,STN-KA-HBL-0011,2021-02-24T18:49:00,,,,female_adult,1,FIR-HBL-2021-00010,false,true,medium_res
CCTV-00000122,CAM-KA-MGL-3329,dome,Traffic Police,"Near crime scene, Mangaluru, Dakshina Kannada",12.810655,75.196913,KA-MGL,STN-KA-MGL-0001,2021-02-25T02:22:00,KA-11 QC 9542,car,yellow,group_2,2,FIR-MGL-2021-00010,false,true,medium_res
CCTV-00000123,CAM-KA-HBL-5700,atm_internal,Police Department,"Near crime scene, Hubballi, Hubballi-Dharwad",15.331254,75.116839,KA-HBL,STN-KA-HBL-0005,2021-02-26T22:25:00,,,,male_adult,1,FIR-HBL-2021-00011,false,false,low_res
CCTV-00000124,CAM-KA-HBL-7150,ptz,Bank,"Near crime scene, Kundgol, Hubballi-Dharwad",15.166855,74.888895,KA-HBL,STN-KA-HBL-0029,2021-02-27T04:42:00,KA-13 VJ 5103,auto_rickshaw,white,group_3plus,3,FIR-HBL-2021-00012,false,true,high_res
CCTV-00000125,CAM-KA-HBL-8359,atm_internal,KSTDC,"Near crime scene, Kundgol, Hubballi-Dharwad",15.163517,74.889532,KA-HBL,STN-KA-HBL-0029,2021-02-27T14:40:00,KA-28 QC 3004,auto_rickshaw,blue,male_adult,3,FIR-HBL-2021-00012,false,true,medium_res
CCTV-00000126,CAM-KA-HBL-2502,bullet,Traffic Police,"Near crime scene, Kundgol, Hubballi-Dharwad",15.1665,74.889207,KA-HBL,STN-KA-HBL-0029,2021-02-27T04:58:00,KA-24 IF 1948,car,red,unidentifiable,2,FIR-HBL-2021-00012,false,true,high_res
CCTV-00000127,CAM-KA-MGL-3620,atm_internal,KSTDC,"Near crime scene, Puttur, Dakshina Kannada",12.520021,75.003255,KA-MGL,STN-KA-MGL-0018,2021-02-28T12:31:00,KA-13 HX 5899,car,silver,female_adult,4,FIR-MGL-2021-00012,false,true,medium_res
CCTV-00000128,CAM-KA-RMN-3321,bodycam,Police Department,"Near crime scene, Ramanagara, Ramanagara",12.99842,77.221347,KA-RMN,STN-KA-RMN-0002,2021-03-02T02:20:00,KA-01 NV 1471,motorcycle,orange,male_adult,2,FIR-RMN-2021-00003,false,true,high_res
CCTV-00000129,CAM-KA-RMN-1711,bullet,Traffic Police,"Near crime scene, Ramanagara, Ramanagara",12.999049,77.22302,KA-RMN,STN-KA-RMN-0002,2021-03-02T18:24:00,KA-10 UI 7110,car,yellow,female_adult,3,FIR-RMN-2021-00003,true,true,high_res
CCTV-00000130,CAM-KA-RMN-4959,bullet,Private Business,"Near crime scene, Ramanagara, Ramanagara",12.997896,77.224719,KA-RMN,STN-KA-RMN-0002,2021-03-02T05:42:00,KA-36 OG 1463,car,red,female_adult,1,FIR-RMN-2021-00003,false,true,medium_res
CCTV-00000131,CAM-KA-KDG-3301,bullet,KSTDC,"Near crime scene, Madikeri, Kodagu",12.084564,76.002325,KA-KDG,STN-KA-KDG-0003,2021-03-03T18:01:00,KA-26 KV 7071,auto_rickshaw,yellow,unidentifiable,1,FIR-KDG-2021-00001,false,true,medium_res
CCTV-00000132,CAM-KA-KDG-2313,dome,Traffic Police,"Near crime scene, Madikeri, Kodagu",12.083018,76.002947,KA-KDG,STN-KA-KDG-0003,2021-03-03T14:01:00,KA-12 DX 4606,auto_rickshaw,blue,female_adult,4,FIR-KDG-2021-00001,true,false,high_res
CCTV-00000133,CAM-KA-HBL-6586,bodycam,KSTDC,"Near crime scene, Navalgund, Hubballi-Dharwad",15.517845,74.773647,KA-HBL,STN-KA-HBL-0022,2021-03-04T18:41:00,,,,juvenile,4,FIR-HBL-2021-00016,false,true,high_res
CCTV-00000134,CAM-KA-HBL-1114,atm_internal,Bank,"Near crime scene, Navalgund, Hubballi-Dharwad",15.517238,74.770789,KA-HBL,STN-KA-HBL-0022,2021-03-04T07:07:00,,,,group_2,3,FIR-HBL-2021-00016,true,true,corrupted
CCTV-00000135,CAM-KA-HBL-1409,ptz,Bank,"Near crime scene, Navalgund, Hubballi-Dharwad",15.518432,74.770904,KA-HBL,STN-KA-HBL-0022,2021-03-04T11:43:00,,,,female_adult,3,FIR-HBL-2021-00016,true,true,corrupted
CCTV-00000136,CAM-KA-MGL-4471,traffic_enforcement,BBMP,"Near crime scene, Sullia, Dakshina Kannada",12.517156,75.080278,KA-MGL,STN-KA-MGL-0020,2021-03-06T11:31:00,KA-38 YD 3264,van,blue,group_3plus,2,FIR-MGL-2021-00016,true,true,medium_res
CCTV-00000137,CAM-KA-MGL-4808,bodycam,Traffic Police,"Near crime scene, Sullia, Dakshina Kannada",12.514413,75.080848,KA-MGL,STN-KA-MGL-0020,2021-03-06T09:55:00,KA-24 ZO 9604,motorcycle,orange,unidentifiable,1,FIR-MGL-2021-00016,false,true,medium_res
CCTV-00000138,CAM-KA-MGL-5104,atm_internal,Bank,"Near crime scene, Belthangady, Dakshina Kannada",12.509258,74.872975,KA-MGL,STN-KA-MGL-0014,2021-03-06T10:04:00,KA-12 TY 4294,motorcycle,black,male_adult,3,FIR-MGL-2021-00017,false,true,medium_res
CCTV-00000139,CAM-KA-MGL-6842,bullet,BBMP,"Near crime scene, Belthangady, Dakshina Kannada",12.51068,74.87335,KA-MGL,STN-KA-MGL-0014,2021-03-06T17:30:00,,,,group_3plus,2,FIR-MGL-2021-00017,false,true,low_res
CCTV-00000140,CAM-KA-MGL-2650,dome,BBMP,"Near crime scene, Belthangady, Dakshina Kannada",12.510684,74.872724,KA-MGL,STN-KA-MGL-0014,2021-03-06T18:23:00,,,,group_3plus,2,FIR-MGL-2021-00017,false,true,high_res
CCTV-00000141,CAM-KA-KDG-6280,traffic_enforcement,Bank,"Near crime scene, Somwarpet, Kodagu",12.276955,75.847937,KA-KDG,STN-KA-KDG-0004,2021-03-07T02:23:00,,,,female_adult,4,FIR-KDG-2021-00005,false,true,high_res
CCTV-00000142,CAM-KA-KDG-6843,bodycam,Private Business,"Near crime scene, Madikeri, Kodagu",12.022895,76.055712,KA-KDG,STN-KA-KDG-0003,2021-03-08T05:27:00,KA-04 MN 7500,auto_rickshaw,black,group_2,2,FIR-KDG-2021-00006,false,true,medium_res
CCTV-00000143,CAM-KA-KDG-2322,bullet,Bank,"Near crime scene, Madikeri, Kodagu",12.020287,76.056666,KA-KDG,STN-KA-KDG-0003,2021-03-08T19:43:00,KA-10 ME 1796,car,grey,female_adult,1,FIR-KDG-2021-00006,false,true,low_res
CCTV-00000144,CAM-KA-HBL-6537,traffic_enforcement,BBMP,"Near crime scene, Navalgund, Hubballi-Dharwad",15.133546,75.258353,KA-HBL,STN-KA-HBL-0021,2021-03-11T23:50:00,KA-01 GN 9464,auto_rickshaw,green,group_3plus,2,FIR-HBL-2021-00022,false,true,low_res
CCTV-00000145,CAM-KA-HBL-3852,atm_internal,KSTDC,"Near crime scene, Navalgund, Hubballi-Dharwad",15.132589,75.258293,KA-HBL,STN-KA-HBL-0021,2021-03-11T08:45:00,KA-17 PN 1090,car,green,group_2,2,FIR-HBL-2021-00022,true,true,high_res
CCTV-00000146,CAM-KA-HBL-4544,dome,Private Business,"Near crime scene, Navalgund, Hubballi-Dharwad",15.133939,75.261543,KA-HBL,STN-KA-HBL-0021,2021-03-11T13:39:00,,,,unidentifiable,3,FIR-HBL-2021-00022,true,true,medium_res
CCTV-00000147,CAM-KA-KLP-1109,dome,Traffic Police,"Near crime scene, Gulbarga, Kalaburagi",17.410781,77.157807,KA-KLP,STN-KA-KLP-0014,2021-03-14T08:03:00,,,,group_3plus,1,FIR-KLP-2021-00011,false,true,medium_res
CCTV-00000148,CAM-KA-KLP-3378,traffic_enforcement,Bank,"Near crime scene, Gulbarga, Kalaburagi",17.41048,77.159233,KA-KLP,STN-KA-KLP-0014,2021-03-14T18:34:00,KA-10 OY 6722,car,green,unidentifiable,1,FIR-KLP-2021-00011,false,true,medium_res
CCTV-00000149,CAM-KA-KLP-2934,bodycam,Bank,"Near crime scene, Gulbarga, Kalaburagi",17.411435,77.157619,KA-KLP,STN-KA-KLP-0014,2021-03-14T07:33:00,,,,female_adult,4,FIR-KLP-2021-00011,true,false,high_res
CCTV-00000150,CAM-KA-KDG-7319,atm_internal,Bank,"Near crime scene, Somwarpet, Kodagu",12.243279,75.8544,KA-KDG,STN-KA-KDG-0004,2021-03-15T02:01:00,KA-18 OY 4990,van,red,group_3plus,3,FIR-KDG-2021-00013,false,false,medium_res
CCTV-00000151,CAM-KA-BLR-7211,ptz,Police Department,"Near crime scene, Yelahanka, Bengaluru Urban",13.013016,77.702238,KA-BLR,STN-KA-BLR-0041,2021-03-15T17:57:00,KA-19 KH 3321,car,red,male_adult,4,FIR-BLR-2021-00034,false,true,low_res
CCTV-00000152,CAM-KA-HBL-4658,atm_internal,KSTDC,"Near crime scene, Kalghatagi, Hubballi-Dharwad",15.597117,74.953407,KA-HBL,STN-KA-HBL-0016,2021-03-16T09:21:00,,,,female_adult,2,FIR-HBL-2021-00026,false,true,medium_res
CCTV-00000153,CAM-KA-HBL-1908,bullet,BBMP,"Near crime scene, Kalghatagi, Hubballi-Dharwad",15.596691,74.952502,KA-HBL,STN-KA-HBL-0016,2021-03-16T19:02:00,KA-09 DZ 4265,motorcycle,grey,group_2,3,FIR-HBL-2021-00026,false,true,medium_res
CCTV-00000154,CAM-KA-HBL-4089,bodycam,Bank,"Near crime scene, Kalghatagi, Hubballi-Dharwad",15.599309,74.952705,KA-HBL,STN-KA-HBL-0016,2021-03-16T21:59:00,,,,group_2,4,FIR-HBL-2021-00026,true,true,low_res
CCTV-00000155,CAM-KA-BLR-8589,dome,Traffic Police,"Near crime scene, Bengaluru East, Bengaluru Urban",13.034546,77.483536,KA-BLR,STN-KA-BLR-0025,2021-03-16T17:39:00,,,,group_2,4,FIR-BLR-2021-00035,false,false,low_res
CCTV-00000156,CAM-KA-BLR-9370,bullet,KSTDC,"Near crime scene, Bengaluru East, Bengaluru Urban",13.033202,77.486434,KA-BLR,STN-KA-BLR-0025,2021-03-16T01:51:00,KA-17 PV 1158,van,blue,male_adult,1,FIR-BLR-2021-00035,true,true,medium_res
CCTV-00000157,CAM-KA-BLR-9509,dome,Private Business,"Near crime scene, Bengaluru East, Bengaluru Urban",13.034096,77.485139,KA-BLR,STN-KA-BLR-0025,2021-03-16T02:50:00,KA-14 KY 4596,van,yellow,unidentifiable,2,FIR-BLR-2021-00035,true,true,medium_res
CCTV-00000158,CAM-KA-KLP-9313,traffic_enforcement,Private Business,"Near crime scene, Shorapur, Kalaburagi",17.296979,77.222605,KA-KLP,STN-KA-KLP-0023,2021-03-18T15:59:00,KA-06 DM 8161,auto_rickshaw,silver,group_3plus,4,FIR-KLP-2021-00014,false,true,high_res
CCTV-00000159,CAM-KA-KLP-1486,ptz,Police Department,"Near crime scene, Yadgir, Kalaburagi",17.13108,76.677482,KA-KLP,STN-KA-KLP-0027,2021-03-19T05:12:00,KA-04 TK 2411,motorcycle,green,male_adult,4,FIR-KLP-2021-00015,true,true,medium_res
CCTV-00000160,CAM-KA-KLP-4891,dome,Private Business,"Near crime scene, Gulbarga, Kalaburagi",17.133613,76.9937,KA-KLP,STN-KA-KLP-0017,2021-03-22T10:24:00,KA-26 JI 2112,car,orange,male_adult,1,FIR-KLP-2021-00018,false,true,medium_res
CCTV-00000161,CAM-KA-KLP-5561,ptz,Private Business,"Near crime scene, Gulbarga, Kalaburagi",17.135499,76.992265,KA-KLP,STN-KA-KLP-0017,2021-03-22T13:46:00,KA-19 AF 2702,car,red,group_3plus,1,FIR-KLP-2021-00018,true,false,low_res
CCTV-00000162,CAM-KA-KLP-2753,traffic_enforcement,Bank,"Near crime scene, Gulbarga, Kalaburagi",17.136777,76.994134,KA-KLP,STN-KA-KLP-0017,2021-03-22T08:04:00,KA-38 LC 7080,car,red,unidentifiable,4,FIR-KLP-2021-00018,true,true,high_res
CCTV-00000163,CAM-KA-HBL-1454,ptz,BBMP,"Near crime scene, Dharwad, Hubballi-Dharwad",15.58851,75.057066,KA-HBL,STN-KA-HBL-0008,2021-03-22T04:45:00,KA-05 WA 5942,car,white,juvenile,4,FIR-HBL-2021-00029,true,false,high_res
CCTV-00000164,CAM-KA-HBL-8273,atm_internal,Bank,"Near crime scene, Dharwad, Hubballi-Dharwad",15.585275,75.059936,KA-HBL,STN-KA-HBL-0008,2021-03-22T07:12:00,,,,juvenile,3,FIR-HBL-2021-00029,false,true,high_res
CCTV-00000165,CAM-KA-HBL-1822,bullet,Traffic Police,"Near crime scene, Dharwad, Hubballi-Dharwad",15.586488,75.058973,KA-HBL,STN-KA-HBL-0008,2021-03-22T22:39:00,KA-32 UB 5308,car,white,group_3plus,2,FIR-HBL-2021-00029,false,true,high_res
CCTV-00000166,CAM-KA-BLR-8694,ptz,Bank,"Near crime scene, Bengaluru North, Bengaluru Urban",12.85129,77.477167,KA-BLR,STN-KA-BLR-0010,2021-03-23T22:47:00,,,,unidentifiable,4,FIR-BLR-2021-00042,true,true,high_res
CCTV-00000167,CAM-KA-BLR-1332,dome,BBMP,"Near crime scene, Bengaluru North, Bengaluru Urban",12.850711,77.48005,KA-BLR,STN-KA-BLR-0010,2021-03-23T17:16:00,KA-57 HP 6466,auto_rickshaw,yellow,juvenile,1,FIR-BLR-2021-00042,false,true,high_res
CCTV-00000168,CAM-KA-BLR-6214,bodycam,Traffic Police,"Near crime scene, Bengaluru North, Bengaluru Urban",13.074885,77.559931,KA-BLR,STN-KA-BLR-0007,2021-03-24T15:42:00,,,,group_2,2,FIR-BLR-2021-00043,true,true,medium_res
CCTV-00000169,CAM-KA-BLR-2782,ptz,Bank,"Near crime scene, Bengaluru North, Bengaluru Urban",13.074715,77.557628,KA-BLR,STN-KA-BLR-0007,2021-03-24T22:35:00,KA-36 NY 9125,motorcycle,silver,juvenile,1,FIR-BLR-2021-00043,true,false,high_res
CCTV-00000170,CAM-KA-BLR-9413,atm_internal,Police Department,"Near crime scene, Bengaluru North, Bengaluru Urban",13.077984,77.558985,KA-BLR,STN-KA-BLR-0007,2021-03-24T11:06:00,,,,group_2,1,FIR-BLR-2021-00043,false,true,medium_res
CCTV-00000171,CAM-KA-KLP-6257,dome,Police Department,"Near crime scene, Afzalpur, Kalaburagi",17.642964,77.007437,KA-KLP,STN-KA-KLP-0008,2021-03-24T13:50:00,KA-24 KC 3193,auto_rickshaw,white,unidentifiable,2,FIR-KLP-2021-00019,false,true,low_res
CCTV-00000172,CAM-KA-KLP-9391,bullet,Police Department,"Near crime scene, Afzalpur, Kalaburagi",17.645905,77.010881,KA-KLP,STN-KA-KLP-0008,2021-03-24T05:36:00,KA-26 GZ 3294,van,blue,group_2,3,FIR-KLP-2021-00019,true,true,medium_res
CCTV-00000173,CAM-KA-HBL-3016,bullet,BBMP,"Near crime scene, Dharwad, Hubballi-Dharwad",15.324119,75.164355,KA-HBL,STN-KA-HBL-0007,2021-03-24T06:17:00,KA-28 EM 4181,motorcycle,silver,male_adult,1,FIR-HBL-2021-00031,false,false,high_res
CCTV-00000174,CAM-KA-KLP-4798,bodycam,Traffic Police,"Near crime scene, Kalaburagi, Kalaburagi",17.358381,76.968704,KA-KLP,STN-KA-KLP-0005,2021-03-25T16:56:00,KA-03 MV 7164,auto_rickshaw,blue,group_2,4,FIR-KLP-2021-00020,false,true,low_res
CCTV-00000175,CAM-KA-CHB-8265,atm_internal,BBMP,"Near crime scene, Bagepalli, Chikkaballapura",13.404347,78.158393,KA-CHB,STN-KA-CHB-0003,2021-03-25T02:59:00,,,,group_2,4,FIR-CHB-2021-00004,false,true,medium_res
CCTV-00000176,CAM-KA-CHB-8260,ptz,Bank,"Near crime scene, Bagepalli, Chikkaballapura",13.405179,78.158937,KA-CHB,STN-KA-CHB-0003,2021-03-25T04:45:00,,,,unidentifiable,2,FIR-CHB-2021-00004,false,true,low_res
CCTV-00000177,CAM-KA-HBL-2662,ptz,Police Department,"Near crime scene, Kalghatagi, Hubballi-Dharwad",15.324496,75.50169,KA-HBL,STN-KA-HBL-0013,2021-03-26T12:42:00,KA-41 SX 3392,van,white,juvenile,4,FIR-HBL-2021-00032,false,true,medium_res
CCTV-00000178,CAM-KA-MGL-2515,dome,Private Business,"Near crime scene, Mangaluru, Dakshina Kannada",12.756178,74.98627,KA-MGL,STN-KA-MGL-0002,2021-03-27T11:49:00,,,,unidentifiable,1,FIR-MGL-2021-00020,false,true,medium_res
CCTV-00000179,CAM-KA-MGL-3260,traffic_enforcement,Police Department,"Near crime scene, Mangaluru, Dakshina Kannada",12.755074,74.984481,KA-MGL,STN-KA-MGL-0002,2021-03-27T14:23:00,,,,unidentifiable,1,FIR-MGL-2021-00020,false,true,medium_res
CCTV-00000180,CAM-KA-BLR-5808,ptz,KSTDC,"Near crime scene, Bengaluru North, Bengaluru Urban",12.903379,77.40176,KA-BLR,STN-KA-BLR-0005,2021-03-28T13:09:00,,,,group_3plus,3,FIR-BLR-2021-00047,true,true,low_res
CCTV-00000181,CAM-KA-BLR-1865,bodycam,Private Business,"Near crime scene, Bengaluru North, Bengaluru Urban",12.903629,77.401101,KA-BLR,STN-KA-BLR-0005,2021-03-28T00:04:00,,,,juvenile,1,FIR-BLR-2021-00047,false,true,medium_res
CCTV-00000182,CAM-KA-HBL-2435,bodycam,Traffic Police,"Near crime scene, Dharwad, Hubballi-Dharwad",15.19845,75.220832,KA-HBL,STN-KA-HBL-0011,2021-03-28T11:53:00,,,,female_adult,3,FIR-HBL-2021-00033,true,true,high_res
CCTV-00000183,CAM-KA-HBL-3095,traffic_enforcement,Bank,"Near crime scene, Dharwad, Hubballi-Dharwad",15.198517,75.219689,KA-HBL,STN-KA-HBL-0011,2021-03-28T11:45:00,KA-05 AY 9339,auto_rickshaw,grey,group_3plus,4,FIR-HBL-2021-00033,false,true,corrupted
CCTV-00000184,CAM-KA-HBL-8541,bullet,BBMP,"Near crime scene, Dharwad, Hubballi-Dharwad",15.195711,75.219879,KA-HBL,STN-KA-HBL-0011,2021-03-28T01:51:00,,,,male_adult,1,FIR-HBL-2021-00033,true,true,medium_res
CCTV-00000185,CAM-KA-BLR-9390,atm_internal,Private Business,"Near crime scene, Bengaluru South, Bengaluru Urban",12.988718,77.417423,KA-BLR,STN-KA-BLR-0017,2021-03-30T01:55:00,KA-22 IS 2901,auto_rickshaw,red,group_2,3,FIR-BLR-2021-00049,false,false,corrupted
CCTV-00000186,CAM-KA-KPT-6408,atm_internal,Bank,"Near crime scene, Koppal, Koppal",15.400119,76.264298,KA-KPT,STN-KA-KPT-0003,2021-03-30T11:08:00,,,,juvenile,2,FIR-KPT-2021-00001,false,true,high_res
CCTV-00000187,CAM-KA-KPT-3570,traffic_enforcement,BBMP,"Near crime scene, Koppal, Koppal",15.400102,76.263533,KA-KPT,STN-KA-KPT-0003,2021-03-30T14:01:00,,,,female_adult,1,FIR-KPT-2021-00001,true,true,high_res
CCTV-00000188,CAM-KA-KPT-3213,dome,Traffic Police,"Near crime scene, Koppal, Koppal",15.39992,76.265947,KA-KPT,STN-KA-KPT-0003,2021-03-30T17:57:00,,,,female_adult,2,FIR-KPT-2021-00001,false,true,medium_res
CCTV-00000189,CAM-KA-KLP-5465,dome,KSTDC,"Near crime scene, Yadgir, Kalaburagi",17.209894,77.089838,KA-KLP,STN-KA-KLP-0029,2021-04-01T15:43:00,KA-08 XQ 3539,van,blue,male_adult,1,FIR-KLP-2021-00023,true,true,medium_res
CCTV-00000190,CAM-KA-KLP-8965,traffic_enforcement,Traffic Police,"Near crime scene, Yadgir, Kalaburagi",17.208249,77.089775,KA-KLP,STN-KA-KLP-0029,2021-04-01T13:02:00,KA-12 TA 7457,auto_rickshaw,red,female_adult,4,FIR-KLP-2021-00023,false,true,high_res
CCTV-00000191,CAM-KA-BSD-1108,atm_internal,BBMP,"Near crime scene, Bagalkote, Bagalkote",16.465857,75.294122,KA-BSD,STN-KA-BSD-0002,2021-04-01T09:30:00,KA-11 YG 8866,auto_rickshaw,orange,male_adult,1,FIR-BSD-2021-00002,true,true,medium_res
CCTV-00000192,CAM-KA-BSD-8174,atm_internal,Traffic Police,"Near crime scene, Bagalkote, Bagalkote",16.462336,75.29565,KA-BSD,STN-KA-BSD-0002,2021-04-01T17:45:00,KA-05 SG 2466,motorcycle,blue,male_adult,4,FIR-BSD-2021-00002,false,false,low_res
CCTV-00000193,CAM-KA-HBL-5259,traffic_enforcement,Traffic Police,"Near crime scene, Navalgund, Hubballi-Dharwad",15.415366,74.838097,KA-HBL,STN-KA-HBL-0022,2021-04-02T07:43:00,,,,juvenile,4,FIR-HBL-2021-00037,true,true,low_res
